Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
49500,2025-02-12 12:40:00,nan,nan,nan,nan,nan,nan,867606.8125,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
49501,2025-02-12 12:45:00,0.006196,0.035430,0.025433,0.107165,10.779134,7.622376,49.6388,9999,0,1.00000omega,-0.003741 + 0.00239theta + 0.00128omega + 0.00044theta^2 + 0.00345theta omega + -0.00117omega^2 + 0.00010theta^3 + 0.00024theta^2 omega + 0.00202theta omega^2 + -0.00317omega^3,-0.027519*omega**3 + 0.000585*omega**2*theta - 0.008903*omega**2 + 2.0e-6*omega*theta**2 - 4.0e-6*omega*theta - 0.000369*omega - 1.0e-6*theta**2 + 1.5e-5*theta - 8.4e-5
49502,2025-02-12 12:50:00,0.004870,0.032537,0.023264,0.091523,8.428661,5.960315,27.2254,9007,0,1.00000omega,0.040101 + -0.01539theta + -0.05081omega + -0.00051theta^2 + 0.00248theta omega + -0.00617omega^2 + -0.00027theta^3 + -0.00194theta^2 omega + 0.00013theta omega^2 + 0.00070omega^3,0.005863*omega**3 + 3.6e-5*omega**2*theta - 0.003648*omega**2 - 1.8e-5*omega*theta**2 + 0.00043*omega*theta - 0.004224*omega + 2.0e-6*theta**2 - 3.9e-5*theta + 0.000335
49503,2025-02-12 12:55:00,0.006603,0.050322,0.035888,0.066084,8.767690,6.199869,131.4121,9999,0,1.00000omega,-0.021091 + -0.00350theta + 0.00224omega + 0.00024theta^2 + -0.00104theta omega + -0.00132omega^2 + -0.00001theta^3 + 0.00006theta^2 omega + -0.00007theta omega^2 + 0.00035omega^3,0.0066*omega**3 - 4.4e-5*omega**2*theta + 2.0e-5*omega**2 + 1.0e-6*omega*theta**2 - 8.8e-5*omega*theta + 0.00148*omega + 1.0e-6*theta**2 - 2.6e-5*theta + 0.000288
49504,2025-02-12 13:00:00,0.003376,0.019013,0.013654,0.093647,2.570129,1.818561,5.1720,9010,0,1.00000omega,-0.148981 + 0.03057theta + -0.02911omega + -0.29388theta^2 + 0.22580theta omega + 0.04166omega^2 + -0.74992theta^3 + 0.14551theta^2 omega + 0.38262theta omega^2 + -0.08713omega^3,-0.420288*omega**3 + 0.061521*omega**2*theta - 0.22242*omega**2 + 0.00078*omega*theta**2 - 0.003045*omega*theta - 0.000919*omega - 0.000134*theta**3 + 0.001431*theta**2 - 0.00502*theta + 0.005344
49505,2025-02-12 13:05:00,0.003601,0.029689,0.021147,0.066051,9.358386,6.617543,6.8927,6147,0,1.00000omega,-0.147731 + -0.03183theta + -0.01066omega + -0.00374theta^2 + 0.00972theta omega + -0.02118omega^2 + -0.00066theta^3 + 0.00046theta^2 omega + -0.00076theta omega^2 + -0.00979omega^3,-0.046041*omega**3 - 0.000119*omega**2*theta - 0.008697*omega**2 + 2.0e-6*omega*theta**2 + 0.000141*omega*theta - 4.0e-6*omega - 3.0e-6*theta**2 - 4.6e-5*theta - 0.00052
49506,2025-02-12 13:10:00,0.006273,0.041173,0.029450,0.038692,3.796858,2.684923,179.5691,9999,0,1.00000omega,-0.030451 + -0.00060theta + -0.00788omega + 0.00009theta^2 + 0.00216theta omega + 0.00037omega^2 + -0.00000theta^3 + -0.00003theta^2 omega + -0.00070theta omega^2 + -0.00025omega^3,-0.007274*omega**3 - 0.000679*omega**2*theta - 0.01518*omega**2 - 0.e-6*omega*theta**2 + 2.6e-5*omega*theta + 0.000852*omega + 4.0e-6*theta + 2.0e-6
49507,2025-02-12 13:15:00,0.003632,0.025332,0.018096,0.039499,1.105256,0.782033,5.3338,9402,0,1.00000omega,0.022021 + -0.19608theta + 0.01900omega + -0.00525theta^2 + 0.01936theta omega + -0.04071omega^2 + -0.03436theta^3 + 0.01234theta^2 omega + -0.10599theta omega^2 + -0.01939omega^3,-0.086233*omega**3 - 0.015712*omega**2*theta - 0.054418*omega**2 + 6.1e-5*omega*theta**2 + 0.000549*omega*theta + 0.001617*omega - 6.0e-6*theta**3 - 4.4e-5*theta**2 - 0.000332*theta - 0.000572
49508,2025-02-12 13:20:00,0.004387,0.029059,0.020780,0.081019,3.288374,2.325937,9.4157,7144,0,1.00000omega,0.007091 + -0.02319theta + -0.02416omega + 0.00449theta^2 + 0.01295theta omega + 0.08838omega^2 + -0.00073theta^3 + -0.01331theta^2 omega + -0.01362theta omega^2 + -0.02798omega^3,-0.121152*omega**3 - 0.001966*omega**2*theta + 0.014577*omega**2 - 6.4e-5*omega*theta**2 - 0.001074*omega*theta - 0.005202*omega - 1.0e-6*theta**2 - 2.2e-5*theta - 0.000157
49509,2025-02-12 13:25:00,0.003305,0.024564,0.017526,0.053940,4.550439,3.217872,19.2573,9999,0,1.00000omega,-0.115131 + -0.00872theta + 0.01995omega + -0.00428theta^2 + -0.00197theta omega + -0.00185omega^2 + 0.00009theta^3 + -0.00043theta^2 omega + -0.01025theta omega^2 + 0.00641omega^3,0.076548*omega**3 - 0.00408*omega**2*theta + 0.054296*omega**2 - 6.0e-6*omega*theta**2 + 0.000114*omega*theta + 0.000174*omega - 5.0e-6*theta**2 + 9.4e-5*theta - 0.000725
