Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
91300,2025-07-08 03:00:00,0.002338,0.016924,0.012080,0.108013,2.320321,1.642491,6.4364,8146,0,1.00000omega,-0.143741 + -1.23157theta + 0.08747omega + -0.03834theta^2 + -0.06952theta omega + -0.01440omega^2 + -0.23634theta^3 + 0.17999theta^2 omega + -0.22078theta omega^2 + -0.04671omega^3,-0.458355*omega**3 - 0.072216*omega**2*theta - 0.056916*omega**2 + 0.001962*omega*theta**2 + 0.00132*omega*theta + 0.002914*omega - 8.6e-5*theta**3 - 0.000198*theta**2 - 0.001518*theta - 0.001239
91301,2025-07-08 03:05:00,0.003223,0.025138,0.017920,0.042107,2.228532,1.576091,31.8710,8451,0,1.00000omega,-0.020221 + -0.02495theta + -0.02422omega + -0.00082theta^2 + -0.01083theta omega + -0.00410omega^2 + -0.00055theta^3 + -0.00024theta^2 omega + -0.01087theta omega^2 + -0.00215omega^3,-0.043053*omega**3 - 0.007256*omega**2*theta + 0.070596*omega**2 - 5.0e-6*omega*theta**2 - 0.000186*omega*theta + 0.001644*omega + 1.2e-5*theta**2 - 0.00014*theta + 0.00061
91302,2025-07-08 03:10:00,0.002777,0.018770,0.013417,0.087319,2.791847,1.975100,2.2933,7181,0,1.00000omega,-0.182361 + -0.41172theta + -0.00495omega + -0.01710theta^2 + 0.00521theta omega + -0.01053omega^2 + -0.10398theta^3 + -0.09387theta^2 omega + -0.26783theta omega^2 + -0.00840omega^3,-0.042703*omega**3 - 0.045385*omega**2*theta + 0.240909*omega**2 - 0.00053*omega*theta**2 + 0.005802*omega*theta - 0.016033*omega - 2.0e-5*theta**3 + 0.00031*theta**2 - 0.002088*theta + 0.00484
91303,2025-07-08 03:15:00,0.003368,0.028783,0.020491,0.072089,3.367167,2.381492,1.8851,7102,0,1.00000omega,-0.040441 + 0.00498theta + 0.00804omega + -0.02493theta^2 + -0.00631theta omega + 0.09789omega^2 + -0.09982theta^3 + -0.04373theta^2 omega + 0.06947theta omega^2 + 0.07311omega^3,0.234781*omega**3 + 0.007436*omega**2*theta - 0.006449*omega**2 - 0.000156*omega*theta**2 + 0.001546*omega*theta - 0.003553*omega - 1.2e-5*theta**3 + 0.000175*theta**2 - 0.000854*theta + 0.001236
91304,2025-07-08 03:20:00,0.004753,0.025181,0.018120,0.096794,7.246761,5.124691,7.3343,8556,0,1.00000omega,0.039611 + -0.10472theta + -0.11170omega + -0.00152theta^2 + 0.03039theta omega + -0.01102omega^2 + -0.00079theta^3 + 0.00541theta^2 omega + -0.00731theta omega^2 + -0.00633omega^3,-0.02084*omega**3 - 0.000802*omega**2*theta - 0.016498*omega**2 + 2.0e-5*omega*theta**2 + 0.000969*omega*theta + 0.006726*omega - 5.0e-6*theta**2 - 0.000208*theta - 0.00227
91305,2025-07-08 03:25:00,0.002396,0.016126,0.011528,0.049486,2.104692,1.488654,10.6431,4588,0,1.00000omega,0.063381 + 0.00080theta + -0.09906omega + 0.05474theta^2 + 0.05244theta omega + 0.04178omega^2 + -0.03350theta^3 + -0.34961theta^2 omega + -0.08003theta omega^2 + -0.00922omega^3,-0.139282*omega**3 - 0.040299*omega**2*theta + 0.065921*omega**2 - 0.005868*omega*theta**2 + 0.011804*omega*theta - 0.009173*omega - 1.9e-5*theta**3 + 9.4e-5*theta**2 - 0.000122*theta + 0.000147
91306,2025-07-08 03:30:00,0.003993,0.048421,0.034355,0.099499,8.027825,5.676966,8.6672,9999,0,1.00000omega,-0.033341 + -0.01073theta + 0.02210omega + 0.00193theta^2 + -0.00220theta omega + -0.01153omega^2 + -0.00131theta^3 + -0.00173theta^2 omega + -0.00207theta omega^2 + 0.00483omega^3,0.021168*omega**3 - 0.000302*omega**2*theta - 0.005859*omega**2 - 8.0e-6*omega*theta**2 - 0.000109*omega*theta + 0.000408*omega - 2.0e-6*theta**2 - 1.9e-5*theta - 0.000159
91307,2025-07-08 03:35:00,0.006195,0.036149,0.025934,0.087714,9.593569,6.783961,24.0888,9999,2,1.00000omega,0.016321 + -0.01306theta + -0.01676omega + -0.00140theta^2 + 0.00567theta omega + 0.00264omega^2 + -0.00079theta^3 + 0.00101theta^2 omega + -0.00194theta omega^2 + -0.00276omega^3,-0.012896*omega**3 - 0.000302*omega**2*theta - 0.004854*omega**2 + 5.0e-6*omega*theta**2 + 0.000279*omega*theta + 0.002894*omega - 9.0e-6*theta**2 - 0.000195*theta - 0.001487
91308,2025-07-08 03:40:00,0.003161,0.021488,0.015358,0.068310,4.054894,2.867650,10.8374,9999,0,1.00000omega,0.038721 + -0.01226theta + 0.02705omega + -0.00184theta^2 + -0.00001theta omega + -0.04055omega^2 + -0.00271theta^3 + -0.00144theta^2 omega + -0.01250theta omega^2 + 0.04827omega^3,0.407331*omega**3 - 0.003516*omega**2*theta - 0.031376*omega**2 - 1.4e-5*omega*theta**2 - 7.6e-5*omega*theta + 0.000795*omega - 0.e-6*theta**3 - 8.0e-6*theta**2 - 4.0e-5*theta + 1.6e-5
91309,2025-07-08 03:45:00,0.005571,0.041086,0.029318,0.041191,4.390977,3.105026,67.3988,9999,0,1.00000omega,-0.002101 + -0.00109theta + -0.01352omega + -0.00541theta^2 + -0.00049theta omega + 0.00602omega^2 + -0.00011theta^3 + 0.00025theta^2 omega + 0.00029theta omega^2 + -0.00174omega^3,-0.024596*omega**3 + 0.000137*omega**2*theta + 0.006478*omega**2 + 4.0e-6*omega*theta**2 + 0.000124*omega*theta + 0.000514*omega - 7.0e-6*theta**2 - 0.000194*theta - 0.001531
91310,2025-07-08 03:50:00,0.003995,0.028814,0.020569,0.071603,2.182504,1.544094,14.1564,8328,0,1.00000omega,-0.010761 + -0.16437theta + -0.22914omega + 0.19151theta^2 + -0.08297theta omega + -0.00787omega^2 + -0.83280theta^3 + 0.37334theta^2 omega + -0.31930theta omega^2 + -0.24768omega^3,-1.695564*omega**3 - 0.072862*omega**2*theta - 0.144514*omega**2 + 0.00284*omega*theta**2 + 0.009651*omega*theta + 0.000407*omega - 0.000211*theta**3 - 0.001122*theta**2 - 0.002154*theta - 0.001521
91311,2025-07-08 03:55:00,nan,nan,nan,nan,nan,nan,275.1899,1646,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
91312,2025-07-08 04:00:00,0.007207,0.045468,0.032552,0.301500,19.789487,13.994905,103.1397,9999,2,1.00000omega,0.007301 + 0.01126theta + 0.01019omega + -0.00213theta^2 + -0.00114theta omega + -0.00298omega^2 + 0.00004theta^3 + 0.00010theta^2 omega + 0.00052theta omega^2 + -0.00013omega^3,-0.001695*omega**3 + 0.000226*omega**2*theta + 0.001904*omega**2 + 1.0e-6*omega*theta**2 + 2.5e-5*omega*theta + 0.000335*omega - 0.e-6*theta**2 - 2.4e-5*theta - 0.000134
91313,2025-07-08 04:05:00,0.007255,0.044382,0.031799,0.058948,5.433216,3.842090,174.9229,9999,0,1.00000omega,0.030061 + -0.00104theta + 0.01278omega + 0.00066theta^2 + -0.00006theta omega + -0.00028omega^2 + -0.00001theta^3 + -0.00024theta^2 omega + -0.00037theta omega^2 + -0.00035omega^3,-0.007505*omega**3 - 0.000264*omega**2*theta - 0.006405*omega**2 - 6.0e-6*omega*theta**2 - 0.000268*omega*theta - 0.002724*omega + 1.5e-5*theta + 0.000249
91314,2025-07-08 04:10:00,0.006267,0.038391,0.027506,0.054349,6.055331,4.281938,18.7746,9999,0,1.00000omega,0.053361 + -0.06825theta + -0.01774omega + -0.00423theta^2 + -0.02151theta omega + 0.02071omega^2 + -0.00223theta^3 + 0.00429theta^2 omega + -0.00211theta omega^2 + -0.02984omega^3,-0.112221*omega**3 - 0.000265*omega**2*theta + 0.004075*omega**2 + 1.8e-5*omega*theta**2 + 0.000188*omega*theta - 0.000999*omega - 1.3e-5*theta**2 - 0.000258*theta - 0.001599
91315,2025-07-08 04:15:00,0.003581,0.035518,0.025243,0.098636,11.494536,8.128163,2.3329,9319,0,1.00000omega,-0.133491 + -0.04114theta + 0.21517omega + 0.00199theta^2 + 0.03123theta omega + -0.07840omega^2 + -0.00022theta^3 + -0.00068theta^2 omega + -0.00897theta omega^2 + 0.02750omega^3,0.076694*omega**3 - 0.000834*omega**2*theta - 0.024958*omega**2 - 2.0e-6*omega*theta**2 + 0.000312*omega*theta + 0.00757*omega + 1.0e-6*theta**2 - 4.4e-5*theta - 0.000543
