Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
16720,2024-10-17 01:25:00,0.007178,0.047965,0.034294,0.085232,8.463520,5.984916,37.8624,9999,0,1.00000omega,0.006981 + -0.00633theta + 0.00925omega + 0.00167theta^2 + -0.00328theta omega + -0.00882omega^2 + -0.00015theta^3 + 0.00039theta^2 omega + -0.00003theta omega^2 + -0.00133omega^3,-0.006742*omega**3 - 5.0e-6*omega**2*theta - 0.003527*omega**2 + 2.0e-6*omega*theta**2 - 0.00013*omega*theta + 0.002002*omega + 2.0e-6*theta**2 - 6.8e-5*theta + 0.000645
16721,2024-10-17 01:30:00,0.003957,0.030847,0.021990,0.081089,3.194077,2.259281,-0.2500,8169,1,1.00000omega,-0.081461 + -0.13235theta + -0.00885omega + -0.02080theta^2 + 0.01534theta omega + -0.03375omega^2 + -0.00050theta^3 + 0.00166theta^2 omega + -0.00662theta omega^2 + 0.00062omega^3,0.001138*omega**3 - 0.000405*omega**2*theta - 0.0015*omega**2 + 3.0e-6*omega*theta**2 + 1.2e-5*omega*theta - 0.001466*omega - 4.0e-6*theta**2 + 1.7e-5*theta + 0.00065
16722,2024-10-17 01:35:00,0.005463,0.027390,0.019749,0.061378,5.907039,4.177133,5.2799,9999,0,1.00000omega,0.017211 + -0.08100theta + -0.00837omega + 0.01681theta^2 + 0.00913theta omega + -0.00895omega^2 + -0.00010theta^3 + -0.00238theta^2 omega + -0.00278theta omega^2 + 0.00195omega^3,0.004081*omega**3 - 0.000194*omega**2*theta - 0.006296*omega**2 - 6.0e-6*omega*theta**2 - 0.000144*omega*theta - 0.000925*omega + 4.0e-6*theta**2 + 0.000101*theta + 0.000211
16723,2024-10-17 01:40:00,0.006578,0.043909,0.031395,0.077691,2.825566,1.998732,18.0798,9999,0,1.00000omega,-0.011451 + -0.06994theta + 0.01566omega + -0.03757theta^2 + 0.00883theta omega + 0.03585omega^2 + -0.00125theta^3 + -0.00037theta^2 omega + -0.01353theta omega^2 + 0.00240omega^3,0.00746*omega**3 - 0.001402*omega**2*theta + 7.0e-6*omega**2 - 1.0e-6*omega*theta**2 + 7.4e-5*omega*theta + 0.001215*omega - 1.7e-5*theta**2 - 0.000328*theta - 0.001668
16724,2024-10-17 01:45:00,0.003278,0.028491,0.020279,0.098302,4.964363,3.511023,3.3439,6819,0,1.00000omega,-0.058221 + -0.41794theta + -0.00271omega + 0.24030theta^2 + -0.01761theta omega + -0.10865omega^2 + -0.00098theta^3 + -0.00214theta^2 omega + 0.00407theta omega^2 + 0.01473omega^3,0.055281*omega**3 + 0.000509*omega**2*theta - 0.032815*omega**2 - 9.0e-6*omega*theta**2 - 0.000404*omega*theta - 0.003464*omega + 9.0e-5*theta**2 + 0.001568*theta + 0.005994
16725,2024-10-17 01:50:00,0.002938,0.025957,0.018471,0.103485,4.409423,3.118791,3.1247,6335,0,1.00000omega,-0.029131 + -0.01193theta + 0.19525omega + 0.20388theta^2 + -0.18077theta omega + -0.11137omega^2 + -0.17188theta^3 + 0.08042theta^2 omega + -0.06239theta omega^2 + -0.30664omega^3,-1.273041*omega**3 - 0.008634*omega**2*theta - 0.02676*omega**2 + 0.000371*omega*theta**2 - 0.003502*omega*theta + 0.011388*omega - 2.6e-5*theta**3 + 0.000219*theta**2 - 0.000529*theta + 0.000308
16726,2024-10-17 01:55:00,0.005912,0.048709,0.034695,0.058423,3.181620,2.250124,19.2011,9999,0,1.00000omega,0.006601 + -0.00734theta + -0.00848omega + 0.00626theta^2 + -0.00112theta omega + -0.01726omega^2 + -0.00251theta^3 + 0.00232theta^2 omega + 0.00142theta omega^2 + -0.00247omega^3,-0.01009*omega**3 + 0.000193*omega**2*theta - 0.009409*omega**2 + 1.1e-5*omega*theta**2 - 0.000345*omega*theta + 0.002538*omega + 2.0e-5*theta**2 - 0.000371*theta + 0.002259
16727,2024-10-17 02:00:00,0.010065,0.049673,0.035838,0.045543,1.206557,0.853772,246.7264,9999,0,1.00000omega,0.028841 + 0.00553theta + -0.01593omega + 0.00260theta^2 + 0.01271theta omega + -0.00282omega^2 + -0.00044theta^3 + -0.00003theta^2 omega + 0.00153theta omega^2 + -0.00073omega^3,-0.011666*omega**3 + 0.000815*omega**2*theta - 0.028876*omega**2 - 0.e-6*omega*theta**2 + 0.000344*omega*theta - 0.011282*omega + 2.8e-5*theta**2 - 0.000979*theta + 0.011403
16728,2024-10-17 02:05:00,0.016126,0.076680,0.055407,0.028872,3.183402,2.251098,575.3344,9999,0,1.00000omega,-0.040881 + 0.00081theta + -0.01567omega + 0.00005theta^2 + -0.00020theta omega + -0.00372omega^2 + 0.00002theta^3 + -0.00003theta^2 omega + -0.00001theta omega^2 + -0.00053omega^3,-0.007696*omega**3 - 5.0e-6*omega**2*theta - 0.002425*omega**2 + 2.8e-5*omega*theta - 0.000917*omega - 1.0e-6*theta**2 + 3.5e-5*theta - 0.000465
16729,2024-10-17 02:10:00,0.006450,0.039066,0.027998,0.087171,1.798117,1.272954,21.3462,5275,0,1.00000omega,0.057441 + -0.01262theta + 0.00045omega + -0.07110theta^2 + -0.01113theta omega + 0.01653omega^2 + -0.00432theta^3 + -0.00759theta^2 omega + -0.00981theta omega^2 + -0.00937omega^3,-0.037134*omega**3 - 0.001296*omega**2*theta + 0.020008*omega**2 - 3.3e-5*omega*theta**2 + 0.000587*omega*theta - 0.002429*omega - 0.e-6*theta**3 - 8.0e-6*theta**2 + 0.000384*theta - 0.002224
