Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
50160,2025-02-14 19:40:00,0.003869,0.025259,0.018069,0.109435,3.630848,2.568563,5.2791,6709,0,1.00000omega,0.147851 + 0.03101theta + 0.01510omega + -0.00977theta^2 + 0.02090theta omega + -0.00458omega^2 + -0.08657theta^3 + -0.00850theta^2 omega + 0.08065theta omega^2 + 0.02537omega^3,0.096103*omega**3 + 0.010184*omega**2*theta - 0.042047*omega**2 - 3.6e-5*omega*theta**2 + 0.000532*omega*theta - 0.001043*omega - 1.2e-5*theta**3 + 0.000141*theta**2 - 0.000509*theta + 0.001024
50161,2025-02-14 19:45:00,0.003896,0.030094,0.021457,0.122502,5.488722,3.882079,6.5406,6429,0,1.00000omega,0.011571 + -0.11652theta + -0.05071omega + 0.04076theta^2 + 0.02011theta omega + -0.00862omega^2 + -0.02720theta^3 + -0.01288theta^2 omega + -0.02309theta omega^2 + 0.00197omega^3,0.0077*omega**3 - 0.003008*omega**2*theta - 0.034803*omega**2 - 5.6e-5*omega*theta**2 - 0.000937*omega*theta - 0.005349*omega - 4.0e-6*theta**3 - 0.000108*theta**2 - 0.001096*theta - 0.004117
50162,2025-02-14 19:50:00,0.003778,0.033422,0.023783,0.175794,9.646225,6.822044,5.3306,8858,0,1.00000omega,0.034241 + 0.00222theta + -0.00971omega + 0.03411theta^2 + 0.05194theta omega + -0.10440omega^2 + -0.04304theta^3 + 0.00716theta^2 omega + -0.00417theta omega^2 + 0.01707omega^3,0.06476*omega**3 - 0.000527*omega**2*theta - 0.041841*omega**2 + 3.0e-5*omega*theta**2 + 0.001155*omega*theta + 0.007593*omega - 6.0e-6*theta**3 - 0.000149*theta**2 - 0.001207*theta - 0.003116
50163,2025-02-14 19:55:00,0.002666,0.023316,0.016594,0.150454,3.610891,2.555501,1.8862,6581,0,1.00000omega,-0.059271 + -0.18807theta + 0.07743omega + -0.02301theta^2 + 0.00139theta omega + 0.02963omega^2 + -0.38198theta^3 + -0.02624theta^2 omega + 0.07130theta omega^2 + -0.00998omega^3,-0.045302*omega**3 + 0.010788*omega**2*theta + 0.075757*omega**2 - 0.000132*omega*theta**2 - 0.001558*omega*theta - 0.002003*omega - 6.4e-5*theta**3 - 0.001157*theta**2 - 0.007157*theta - 0.015319
50164,2025-02-14 20:00:00,0.003583,0.028316,0.020182,0.128137,4.096689,2.898213,6.8507,6816,0,1.00000omega,-0.067381 + -1.42387theta + 0.03082omega + 0.02633theta^2 + -0.25746theta omega + 0.32869omega^2 + -0.01459theta^3 + -0.00971theta^2 omega + 0.02700theta omega^2 + 0.01564omega^3,0.078029*omega**3 + 0.00449*omega**2*theta + 0.172298*omega**2 - 5.4e-5*omega*theta**2 - 0.004417*omega*theta - 0.032699*omega - 3.0e-6*theta**3 - 5.7e-5*theta**2 - 0.001966*theta - 0.014465
50165,2025-02-14 20:05:00,0.004569,0.099315,0.070300,0.065540,1.770214,1.252588,-6612513280.0000,8578,0,1.00000omega,0.066951 + -1.62674theta + -0.09101omega + -0.69491theta^2 + -0.12898theta omega + -0.03046omega^2 + -0.00086theta^3 + 0.23057theta^2 omega + 0.10609theta omega^2 + -0.01212omega^3,-0.040846*omega**3 + 0.011918*omega**2*theta - 0.046789*omega**2 + 0.000863*omega*theta**2 - 0.006741*omega*theta + 0.009523*omega - 0.000258*theta**2 - 0.000222*theta + 0.003335
50166,2025-02-14 20:10:00,0.004968,0.034837,0.024882,0.071070,3.213433,2.272796,16.4342,9496,0,1.00000omega,0.033431 + -0.02441theta + -0.02455omega + 0.01459theta^2 + 0.00097theta omega + 0.00574omega^2 + 0.00124theta^3 + -0.00630theta^2 omega + -0.00149theta omega^2 + -0.00336omega^3,-0.016967*omega**3 - 0.000251*omega**2*theta - 0.001611*omega**2 - 3.5e-5*omega*theta**2 - 0.001105*omega*theta - 0.009446*omega + 1.8e-5*theta**2 + 0.000357*theta + 0.002241
50167,2025-02-14 20:15:00,0.003243,0.060781,0.043040,nan,nan,nan,-373570176.0000,8499,0,1.00000omega,0.326721 + -0.42291theta + 0.33063omega + 0.06980theta^2 + -0.07825theta omega + -0.23447omega^2 + -0.89780theta^3 + 0.51288theta^2 omega + 0.05304theta omega^2 + -0.01968omega^3,-0.101288*omega**3 + 0.009099*omega**2*theta - 0.108712*omega**2 + 0.002933*omega*theta**2 - 0.008555*omega*theta + 0.01716*omega - 0.000171*theta**3 + 0.000686*theta**2 - 0.001385*theta + 0.001881
50168,2025-02-14 20:20:00,0.004026,0.033920,0.024154,0.167413,5.154976,3.647040,1.8307,6250,0,1.00000omega,-0.025721 + -0.87883theta + 0.06402omega + 0.00823theta^2 + 0.15840theta omega + -0.11689omega^2 + -0.02829theta^3 + 0.01525theta^2 omega + 0.06815theta omega^2 + -0.03089omega^3,-0.065162*omega**3 + 0.004792*omega**2*theta - 0.076833*omega**2 + 3.6e-5*omega*theta**2 + 0.000716*omega*theta - 0.007988*omega - 2.0e-6*theta**3 + 6.6e-5*theta**2 - 0.00163*theta + 0.011389
50169,2025-02-14 20:25:00,0.005308,0.046094,0.032809,0.124447,6.923994,4.896794,6.9218,4755,0,1.00000omega,-0.070141 + -0.05596theta + -0.03313omega + 0.09890theta^2 + -0.01871theta omega + -0.03538omega^2 + -0.01456theta^3 + 0.00522theta^2 omega + -0.02893theta omega^2 + 0.00250omega^3,0.005933*omega**3 - 0.002289*omega**2*theta + 0.008417*omega**2 + 1.4e-5*omega*theta**2 - 0.000396*omega*theta + 0.00119*omega - 1.0e-6*theta**3 + 6.2e-5*theta**2 - 0.000806*theta + 0.002874
