Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
42460,2025-01-19 00:50:00,nan,nan,nan,nan,nan,nan,15135.7539,1226,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
42461,2025-01-19 00:55:00,nan,nan,nan,nan,nan,nan,9437.9697,1255,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
42462,2025-01-19 01:00:00,0.004323,0.010055,0.007739,0.899091,19.915954,14.097049,89.8478,9999,0,1.00000omega,0.133211 + -0.31769theta + 0.04529omega + -0.10272theta^2 + 0.09187theta omega + 0.06621omega^2 + -0.01226theta^3 + 0.04232theta^2 omega + 0.00100theta omega^2 + -0.01002omega^3,-0.0324*omega**3 + 0.000108*omega**2*theta + 0.020519*omega**2 + 0.000152*omega*theta**2 - 0.002432*omega*theta + 0.009573*omega - 1.0e-6*theta**3 + 1.2e-5*theta**2 - 6.9e-5*theta + 0.001774,9.884180e-05,1.716071e-05
42463,2025-01-19 01:05:00,0.004642,0.013899,0.010362,0.139257,6.816774,4.821193,47.1576,8636,0,1.00000omega,0.039931 + -0.09396theta + 0.01526omega + -0.21974theta^2 + 0.19799theta omega + 0.09760omega^2 + -0.06101theta^3 + 0.04333theta^2 omega + 0.01003theta omega^2 + -0.01612omega^3,-0.024853*omega**3 + 0.000515*omega**2*theta + 0.013859*omega**2 + 7.4e-5*omega*theta**2 - 0.000885*omega*theta - 0.004394*omega - 3.0e-6*theta**3 + 0.000112*theta**2 - 0.001017*theta + 0.002005,1.930224e-04,2.655084e-05
42464,2025-01-19 01:10:00,0.011443,0.057518,0.041469,0.120461,5.435540,3.844451,1147.7506,9999,0,1.00000omega,0.031951 + -0.00132theta + -0.02963omega + 0.00114theta^2 + -0.00485theta omega + 0.00612omega^2 + -0.00154theta^3 + -0.00029theta^2 omega + 0.00180theta omega^2 + -0.00181omega^3,-0.010274*omega**3 + 0.000341*omega**2*theta + 0.012567*omega**2 - 2.0e-6*omega*theta**2 - 0.000177*omega*theta - 0.00458*omega - 2.8e-5*theta**2 - 0.000791*theta - 0.00746,5.805069e-04,1.154690e-05
42465,2025-01-19 01:15:00,0.027330,0.182447,0.130449,0.062149,3.923534,2.774706,6923.1401,9999,0,1.00000omega,-0.024731 + -0.04240theta + 0.00308omega + -0.02362theta^2 + -0.00228theta omega + -0.00359omega^2 + -0.00056theta^3 + -0.01047theta^2 omega + 0.00018theta omega^2 + 0.00241omega^3,0.014212*omega**3 + 3.5e-5*omega**2*theta - 0.000631*omega**2 - 6.9e-5*omega*theta**2 - 0.003758*omega*theta - 0.051363*omega - 2.2e-5*theta**2 - 0.000949*theta - 0.012361,3.115422e-04,3.436343e-06
42466,2025-01-19 01:20:00,0.005443,0.016042,0.011979,0.115900,5.590825,3.954159,164.4442,9999,1,1.00000omega,0.001411 + -0.00679theta + 0.00211omega + 0.00151theta^2 + 0.00313theta omega + 0.00026omega^2 + -0.00120theta^3 + -0.00021theta^2 omega + -0.00039theta omega^2 + 0.00263omega^3,0.009717*omega**3 - 4.8e-5*omega**2*theta - 0.000657*omega**2 - 0.e-6*omega*theta**2 + 1.0e-5*omega*theta + 0.000432*omega - 7.0e-6*theta**2 - 0.000109*theta - 0.000591,2.322720e-04,1.456627e-05
42467,2025-01-19 01:25:00,0.005986,0.007993,0.007061,0.200992,5.012548,3.547255,124.5326,9702,0,1.00000omega,-0.817551 + -1.41517theta + -0.23289omega + 0.63750theta^2 + 0.01374theta omega + -0.02183omega^2 + -0.02051theta^3 + 0.00094theta^2 omega + 0.01644theta omega^2 + 0.01570omega^3,0.03728*omega**3 + 0.001301*omega**2*theta + 0.011407*omega**2 + 2.0e-6*omega*theta**2 + 0.000196*omega*theta - 0.005574*omega - 2.0e-6*theta**3 + 0.000126*theta**2 + 0.002819*theta + 0.007386,1.582171e-04,1.975960e-05
42468,2025-01-19 01:30:00,0.006970,0.043385,0.031071,0.096882,3.953797,2.796596,169.2516,9999,0,1.00000omega,-0.022511 + -0.18639theta + -0.02107omega + -0.04057theta^2 + 0.00026theta omega + 0.00164omega^2 + -0.00076theta^3 + 0.00002theta^2 omega + 0.00104theta omega^2 + -0.01183omega^3,-0.026412*omega**3 + 7.7e-5*omega**2*theta - 0.001498*omega**2 - 0.00073*omega - 8.0e-6*theta**2 + 0.000292*theta - 0.001658,7.636950e-04,1.800470e-05
42469,2025-01-19 01:35:00,0.004837,0.017047,0.012530,0.106175,8.930403,6.315195,122.3890,9999,0,1.00000omega,-0.032091 + -0.00350theta + 0.03413omega + 0.00091theta^2 + 0.00781theta omega + -0.03107omega^2 + -0.00084theta^3 + 0.00057theta^2 omega + 0.00464theta omega^2 + 0.00043omega^3,0.001497*omega**3 + 0.000538*omega**2*theta - 0.001341*omega**2 + 2.0e-6*omega*theta**2 + 0.000164*omega*theta + 0.00331*omega - 5.0e-6*theta**2 - 8.8e-5*theta - 0.000618,2.656829e-04,1.620684e-05
42470,2025-01-19 01:40:00,nan,nan,nan,nan,nan,nan,75602.3359,659,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
42471,2025-01-19 01:45:00,0.004124,0.006916,0.005694,0.118238,3.683107,2.605691,53.1142,9206,0,1.00000omega,-0.037481 + -0.58893theta + -0.08764omega + -0.05102theta^2 + 0.03039theta omega + 0.02548omega^2 + -0.04764theta^3 + -0.03614theta^2 omega + 0.07357theta omega^2 + -0.09924omega^3,-0.219076*omega**3 + 0.005414*omega**2*theta - 0.046601*omega**2 - 8.9e-5*omega*theta**2 + 0.002027*omega*theta - 0.014299*omega - 4.0e-6*theta**3 + 0.0001*theta**2 - 0.001492*theta + 0.008574,5.902684e-05,1.971123e-05
42472,2025-01-19 01:50:00,0.004267,0.013456,0.009982,0.160173,8.129123,5.749274,72.7135,9999,0,1.00000omega,-0.391761 + -0.57953theta + 0.03907omega + 0.23012theta^2 + -0.31037theta omega + 0.15338omega^2 + -0.00705theta^3 + 0.02313theta^2 omega + -0.14291theta omega^2 + -0.02599omega^3,-0.070557*omega**3 - 0.012932*omega**2*theta - 0.089813*omega**2 + 7.0e-5*omega*theta**2 - 0.001645*omega*theta - 0.023704*omega - 0.e-6*theta**3 + 5.5e-5*theta**2 + 0.000738*theta - 0.000539,1.987825e-04,1.560654e-05
42473,2025-01-19 01:55:00,0.004548,0.005577,0.005089,0.126748,3.176187,2.247691,97.2172,9999,0,1.00000omega,-0.515691 + 0.19875theta + 0.10648omega + -0.01907theta^2 + -0.35039theta omega + -0.13716omega^2 + -0.15683theta^3 + 0.01583theta^2 omega + 0.03084theta omega^2 + -0.04935omega^3,-0.154572*omega**3 + 0.00322*omega**2*theta - 0.061046*omega**2 + 5.5e-5*omega*theta**2 - 0.004346*omega*theta + 0.024642*omega - 1.8e-5*theta**3 + 0.000277*theta**2 - 0.001181*theta - 0.000555,1.449713e-04,2.135257e-05
42474,2025-01-19 02:00:00,0.005172,0.007048,0.006181,0.081768,2.235399,1.581723,75.5111,6310,0,1.00000omega,-0.017661 + -0.02911theta + -0.01238omega + -0.00043theta^2 + 0.00339theta omega + -0.00604omega^2 + -0.05630theta^3 + 0.02276theta^2 omega + -0.01758theta omega^2 + -0.02935omega^3,-0.058102*omega**3 - 0.00116*omega**2*theta - 0.005957*omega**2 + 5.0e-5*omega*theta**2 + 0.000409*omega*theta + 0.000419*omega - 4.0e-6*theta**3 - 4.7e-5*theta**2 - 0.000212*theta - 0.000427,1.628202e-04,2.052369e-05
42475,2025-01-19 02:05:00,0.005125,0.006193,0.005684,0.058990,1.719703,1.216729,217.2401,7326,1,1.00000omega,0.118671 + -0.06623theta + -0.50145omega + 0.19864theta^2 + -0.01847theta omega + -0.20836omega^2 + -0.19272theta^3 + 0.42277theta^2 omega + -0.01939theta omega^2 + -0.21335omega^3,-1.175678*omega**3 - 0.003562*omega**2*theta - 0.072557*omega**2 + 0.002589*omega*theta**2 - 0.024601*omega*theta + 0.041731*omega - 3.9e-5*theta**3 + 0.000649*theta**2 - 0.003571*theta + 0.00683,6.690843e-05,1.490644e-05
