Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
45540,2025-01-29 18:20:00,nan,nan,nan,nan,nan,nan,28855.1758,1298,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
45541,2025-01-29 18:25:00,0.004110,0.027947,0.019974,0.098224,2.473578,1.750462,329.1302,9999,0,1.00000omega,0.119141 + 0.00684theta + 0.04198omega + -0.01582theta^2 + 0.00457theta omega + 0.00415omega^2 + -0.00121theta^3 + 0.00004theta^2 omega + 0.00439theta omega^2 + 0.00028omega^3,0.003434*omega**3 + 0.001795*omega**2*theta - 0.029928*omega**2 + 1.0e-6*omega*theta**2 + 7.8e-5*omega*theta - 0.000189*omega - 0.e-6*theta**3 + 1.9e-5*theta**2 - 0.000128*theta - 0.000346,2.844271e-04,6.016916e-06
45542,2025-01-29 18:30:00,0.003443,0.015429,0.011179,0.145438,4.840430,3.424245,87.6788,9813,0,1.00000omega,0.030171 + 0.00415theta + 0.00794omega + 0.00140theta^2 + 0.00783theta omega + -0.06420omega^2 + -0.00741theta^3 + 0.01263theta^2 omega + 0.00130theta omega^2 + -0.00282omega^3,-0.013827*omega**3 + 0.000212*omega**2*theta - 0.028839*omega**2 + 6.9e-5*omega*theta**2 - 0.001763*omega*theta + 0.011513*omega - 1.0e-6*theta**3 + 5.5e-5*theta**2 - 0.000756*theta + 0.003503,1.830423e-04,1.358514e-05
45543,2025-01-29 18:35:00,0.003429,0.008528,0.006499,nan,nan,nan,147.5914,9999,0,1.00000omega,0.002521 + -0.01068theta + 0.06434omega + -0.00884theta^2 + -0.01706theta omega + 0.01137omega^2 + -0.00011theta^3 + -0.00298theta^2 omega + -0.00245theta omega^2 + 0.01423omega^3,0.119842*omega**3 - 0.000688*omega**2*theta + 0.016736*omega**2 - 2.8e-5*omega*theta**2 + 0.000567*omega*theta + 7.3e-5*omega - 4.0e-6*theta**2 + 0.000125*theta - 0.000943,1.463294e-04,7.338828e-06
45544,2025-01-29 18:40:00,0.003291,0.005640,0.004618,0.177968,9.015496,6.376160,47.7677,6366,0,1.00000omega,-0.012681 + -0.02078theta + 0.03106omega + 0.04233theta^2 + -0.06710theta omega + -0.02320omega^2 + -0.08267theta^3 + 0.00520theta^2 omega + -0.02079theta omega^2 + -0.02615omega^3,-0.079609*omega**3 - 0.00211*omega**2*theta + 0.010554*omega**2 + 1.8e-5*omega*theta**2 - 0.001012*omega*theta + 0.008368*omega - 9.0e-6*theta**3 + 0.000253*theta**2 - 0.002301*theta + 0.006972,8.579810e-05,1.524536e-05
45545,2025-01-29 18:45:00,0.002661,0.004750,0.003850,0.106519,5.400580,3.819530,41.5874,9999,1,1.00000omega,-0.018341 + -0.01498theta + -0.09193omega + 0.00879theta^2 + 0.00731theta omega + -0.01122omega^2 + -0.00308theta^3 + -0.00054theta^2 omega + 0.00108theta omega^2 + -0.01664omega^3,-0.066216*omega**3 + 0.000143*omega**2*theta - 0.00607*omega**2 - 2.0e-6*omega*theta**2 + 0.000155*omega*theta - 0.004751*omega + 2.2e-5*theta**2 - 0.000376*theta + 0.002062,1.796409e-04,1.289817e-05
45546,2025-01-29 18:50:00,0.003840,0.017553,0.012705,0.156566,6.877664,4.864503,117.8029,9999,0,1.00000omega,0.008241 + -0.21325theta + 0.03176omega + -0.04418theta^2 + 0.01054theta omega + 0.01652omega^2 + -0.00101theta^3 + -0.00328theta^2 omega + 0.01431theta omega^2 + -0.00833omega^3,-0.043767*omega**3 + 0.002506*omega**2*theta - 0.025027*omega**2 - 1.9e-5*omega*theta**2 + 0.000635*omega*theta - 0.003925*omega - 1.3e-5*theta**2 + 0.000191*theta + 0.000112,2.112516e-04,1.142695e-05
45547,2025-01-29 18:55:00,0.003162,0.008753,0.006581,0.980986,28.431069,20.115765,115.6095,9999,0,1.00000omega,-0.020271 + -0.00286theta + -0.03736omega + 0.01238theta^2 + -0.00063theta omega + -0.02263omega^2 + -0.00364theta^3 + 0.03808theta^2 omega + 0.01085theta omega^2 + -0.04901omega^3,-0.366325*omega**3 + 0.002703*omega**2*theta - 0.042444*omega**2 + 0.000316*omega*theta**2 - 0.007299*omega*theta + 0.040864*omega - 1.0e-6*theta**3 + 4.2e-5*theta**2 - 0.000563*theta + 0.002445,1.380238e-04,1.078176e-05
45548,2025-01-29 19:00:00,nan,nan,nan,nan,nan,nan,700.3113,2131,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
45549,2025-01-29 19:05:00,0.003041,0.012988,0.009432,0.079959,2.870235,2.030350,62.8736,9273,0,1.00000omega,-0.004881 + 0.00966theta + -0.06201omega + -0.05819theta^2 + -0.00943theta omega + 0.00247omega^2 + -0.02940theta^3 + -0.00247theta^2 omega + 0.01667theta omega^2 + -0.03381omega^3,-0.153079*omega**3 + 0.002516*omega**2*theta - 0.032135*omega**2 - 1.2e-5*omega*theta**2 + 0.000205*omega*theta - 0.002611*omega - 5.0e-6*theta**3 + 0.000169*theta**2 - 0.001888*theta + 0.00672,2.387372e-04,1.019057e-05
