Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
88220,2025-06-27 09:45:00,0.003957,0.010511,0.007942,0.046409,2.020676,1.429210,118.3038,9178,0,1.00000omega,0.183041 + -0.04550theta + 0.01040omega + 0.00498theta^2 + -0.00404theta omega + 0.01788omega^2 + -0.00167theta^3 + 0.00061theta^2 omega + -0.00847theta omega^2 + -0.00103omega^3,-0.005225*omega**3 - 0.001432*omega**2*theta + 0.01809*omega**2 + 3.0e-6*omega*theta**2 - 0.000107*omega*theta + 0.000955*omega + 9.0e-6*theta**2 - 0.000138*theta + 0.001134,2.187404e-04,9.020428e-06
88221,2025-06-27 09:50:00,0.004418,0.022218,0.016018,0.084978,4.057762,2.869900,142.6773,9999,0,1.00000omega,0.006841 + -0.00674theta + -0.00456omega + -0.00096theta^2 + -0.00077theta omega + -0.01241omega^2 + -0.00020theta^3 + 0.00088theta^2 omega + -0.00016theta omega^2 + -0.00281omega^3,-0.01338*omega**3 - 2.5e-5*omega**2*theta - 0.004502*omega**2 + 5.0e-6*omega*theta**2 - 0.000172*omega*theta + 0.001437*omega + 1.0e-6*theta**2 - 2.5e-5*theta + 0.000207,4.555219e-04,9.906353e-06
88222,2025-06-27 09:55:00,0.003652,0.004180,0.003925,nan,nan,nan,102.9120,4680,0,1.00000omega,-0.211291 + -0.22628theta + -0.02842omega + -0.05793theta^2 + -0.18747theta omega + -0.04984omega^2 + -0.37008theta^3 + 0.04974theta^2 omega + -0.02420theta omega^2 + 0.09589omega^3,0.494708*omega**3 - 0.004162*omega**2*theta - 0.01787*omega**2 + 0.000285*omega*theta**2 - 0.002975*omega*theta + 0.000924*omega - 7.1e-5*theta**3 + 0.000116*theta**2 - 0.000311*theta - 0.000388,1.430068e-04,1.045867e-05
88223,2025-06-27 10:00:00,0.003398,0.003726,0.003566,0.108475,5.463695,3.864177,146.6335,5419,0,1.00000omega,0.007951 + -0.05849theta + 0.04579omega + -0.00675theta^2 + -0.00573theta omega + -0.00705omega^2 + -0.02265theta^3 + -0.00871theta^2 omega + -0.00868theta omega^2 + -0.01181omega^3,-0.098485*omega**3 - 0.002413*omega**2*theta - 0.006415*omega**2 - 8.1e-5*omega*theta**2 - 0.000281*omega*theta + 0.001313*omega - 7.0e-6*theta**3 - 2.7e-5*theta**2 - 0.0001*theta - 7.1e-5,8.411706e-05,1.192094e-05
88224,2025-06-27 10:05:00,0.003547,0.005132,0.004411,0.072159,2.781467,1.967456,86.3582,7157,1,1.00000omega,-0.016191 + -0.13678theta + -0.13808omega + 0.08084theta^2 + 0.38428theta omega + 0.01129omega^2 + -0.00168theta^3 + -0.02757theta^2 omega + -0.01992theta omega^2 + -0.01402omega^3,-0.067377*omega**3 - 0.003191*omega**2*theta - 0.004096*omega**2 - 0.000147*omega*theta**2 + 0.004332*omega*theta + 0.008165*omega + 3.4e-5*theta**2 + 3.6e-5*theta - 0.000199,4.768362e-05,1.027379e-05
88225,2025-06-27 10:10:00,0.003701,0.005434,0.004649,0.066298,2.476265,1.751611,149.8104,8061,0,1.00000omega,-0.030211 + -0.02669theta + -0.02154omega + 0.00145theta^2 + -0.01299theta omega + -0.19154omega^2 + -0.00234theta^3 + 0.00251theta^2 omega + -0.00033theta omega^2 + -0.01863omega^3,-0.135971*omega**3 - 8.0e-5*omega**2*theta - 0.093671*omega**2 + 2.0e-5*omega*theta**2 - 0.000621*omega*theta + 0.003463*omega - 0.e-6*theta**3 + 2.0e-5*theta**2 - 0.000236*theta + 0.000944,1.266566e-04,1.093023e-05
88226,2025-06-27 10:15:00,0.003704,0.003539,0.003622,nan,nan,nan,156.0867,5230,0,1.00000omega,-0.315911 + -0.11905theta + -0.03780omega + 0.38229theta^2 + -0.12646theta omega + -0.16768omega^2 + -1.54156theta^3 + 0.44577theta^2 omega + 0.90960theta omega^2 + -0.02286omega^3,-0.172528*omega**3 + 0.22883*omega**2*theta + 0.511513*omega**2 + 0.003738*omega*theta**2 + 0.017345*omega*theta + 0.018562*omega - 0.000431*theta**3 - 0.003152*theta**2 - 0.007781*theta - 0.007199,1.653517e-04,9.625755e-06
88227,2025-06-27 10:20:00,0.005007,0.010597,0.008288,0.083142,4.190573,2.963766,199.9312,8370,0,1.00000omega,-0.001981 + -0.06206theta + 0.02598omega + 0.00865theta^2 + -0.05842theta omega + -0.02779omega^2 + -0.00055theta^3 + 0.00293theta^2 omega + 0.05500theta omega^2 + -0.00080omega^3,-0.004239*omega**3 + 0.009715*omega**2*theta + 0.114198*omega**2 + 1.7e-5*omega*theta**2 - 0.000371*omega*theta - 0.006842*omega - 1.9e-5*theta - 0.000455,2.110352e-04,1.232122e-05
88228,2025-06-27 10:25:00,0.003981,0.004232,0.004109,0.055953,1.738305,1.229804,326.8311,5199,0,1.00000omega,0.163441 + -0.18852theta + -0.05891omega + -0.01071theta^2 + 0.02979theta omega + -0.00976omega^2 + -0.82602theta^3 + 0.00303theta^2 omega + -0.00944theta omega^2 + -0.14289omega^3,-1.947328*omega**3 - 0.004288*omega**2*theta + 0.006817*omega**2 + 4.6e-5*omega*theta**2 + 0.000383*omega*theta - 0.003607*omega - 0.000417*theta**3 + 0.003899*theta**2 - 0.012363*theta + 0.013552,4.275896e-05,1.014439e-05
88229,2025-06-27 10:30:00,nan,nan,nan,nan,nan,nan,1589350.1250,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
88230,2025-06-27 10:35:00,0.003825,0.004396,0.004120,0.067243,2.212713,1.565347,163.5398,5108,0,1.00000omega,-0.057761 + -0.55095theta + -0.17990omega + -0.06544theta^2 + 0.12568theta omega + 0.05776omega^2 + -0.00427theta^3 + -0.01039theta^2 omega + 0.00125theta omega^2 + 0.00309omega^3,0.023031*omega**3 + 0.000311*omega**2*theta + 0.026811*omega**2 - 8.6e-5*omega*theta**2 + 0.003185*omega*theta - 0.0228*omega - 1.0e-6*theta**3 - 1.4e-5*theta**2 - 0.000294*theta + 0.002606,4.441407e-05,1.157570e-05
88231,2025-06-27 10:40:00,0.004001,0.003927,0.003964,0.176032,5.977775,4.228758,141.0677,6421,0,1.00000omega,0.008181 + -0.68321theta + 0.24971omega + 0.10356theta^2 + -0.00448theta omega + -0.12986omega^2 + 0.00279theta^3 + 0.02430theta^2 omega + 0.04103theta omega^2 + -0.00910omega^3,-0.053789*omega**3 + 0.008084*omega**2*theta - 0.055105*omega**2 + 0.00016*omega*theta**2 + 3.4e-5*omega*theta + 0.008319*omega + 1.0e-6*theta**3 + 5.2e-5*theta**2 - 0.000727*theta - 0.000213,5.877669e-05,9.922066e-06
