Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
93500,2025-07-15 18:45:00,0.005090,0.014125,0.010616,0.076763,8.420221,5.954243,263.6801,9999,0,1.00000omega,0.066441 + -0.01643theta + 0.01031omega + 0.00132theta^2 + -0.00124theta omega + 0.00067omega^2 + 0.00005theta^3 + 0.00014theta^2 omega + -0.00006theta omega^2 + 0.00133omega^3,0.008996*omega**3 - 1.4e-5*omega**2*theta + 0.000454*omega**2 + 1.0e-6*omega*theta**2 - 4.1e-5*omega*theta + 0.000646*omega - 2.8e-5*theta + 0.000395,1.898535e-04,5.966278e-06
93501,2025-07-15 18:50:00,0.009450,0.042824,0.031009,0.073513,5.872830,4.153043,1264.0908,4728,5,1.00000omega,0.007591 + 0.00218theta + -0.00703omega + 0.00009theta^2 + 0.00037theta omega + -0.00371omega^2 + 0.00004theta^3 + 0.00008theta^2 omega + 0.00023theta omega^2 + -0.00121omega^3,-0.011166*omega**3 + 7.1e-5*omega**2*theta - 0.003399*omega**2 + 1.0e-6*omega*theta**2 - 2.4e-5*omega*theta - 6.9e-5*omega - 0.e-6*theta**2 + 1.5e-5*theta - 0.000104,nan,nan
93502,2025-07-15 18:55:00,nan,nan,nan,nan,nan,nan,11073.0967,1004,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
93503,2025-07-15 19:00:00,0.004493,0.006403,0.005531,0.074619,8.808957,6.229096,545.9650,9999,0,1.00000omega,0.174141 + -0.00003theta + -0.00794omega + 0.00057theta^2 + -0.00325theta omega + -0.00898omega^2 + 0.00003theta^3 + -0.00017theta^2 omega + -0.00095theta omega^2 + 0.00069omega^3,0.012316*omega**3 - 0.000565*omega**2*theta + 0.001215*omega**2 - 3.0e-6*omega*theta**2 + 1.4e-5*omega*theta + 0.000239*omega - 2.0e-6*theta + 0.000293,1.150060e-04,7.913079e-06
93504,2025-07-15 19:05:00,0.004689,0.014834,0.011001,nan,nan,nan,386.2622,9999,1,1.00000omega,-0.019841 + -0.00491theta + 0.05486omega + -0.00088theta^2 + 0.00188theta omega + 0.00767omega^2 + -0.00016theta^3 + 0.00032theta^2 omega + 0.00328theta omega^2 + 0.00917omega^3,0.106036*omega**3 + 0.001264*omega**2*theta - 0.01422*omega**2 + 4.0e-6*omega*theta**2 - 8.5e-5*omega*theta + 0.002171*omega + 2.0e-6*theta**2 - 3.4e-5*theta + 0.000141,1.099568e-04,7.339816e-06
93505,2025-07-15 19:10:00,0.011037,0.044926,0.032712,0.038656,1.377260,0.974254,1012.5417,9999,1,1.00000omega,-0.042021 + -0.07891theta + 0.01738omega + -0.01405theta^2 + -0.00014theta omega + 0.00619omega^2 + -0.00187theta^3 + -0.00003theta^2 omega + 0.00139theta omega^2 + -0.00056omega^3,-0.003047*omega**3 + 0.000252*omega**2*theta - 0.002096*omega**2 + 5.0e-6*omega*theta + 0.000553*omega + 1.5e-5*theta**2 - 0.000236*theta + 0.001686,4.643039e-04,8.107795e-06
93506,2025-07-15 19:15:00,nan,nan,nan,nan,nan,nan,1988288.2500,707,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
93507,2025-07-15 19:20:00,nan,nan,nan,nan,nan,nan,30578.4746,724,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
93508,2025-07-15 19:25:00,0.010572,0.059076,0.042436,0.040260,4.780006,3.380094,2097.9131,9999,0,1.00000omega,0.038801 + -0.03204theta + 0.01047omega + 0.00090theta^2 + -0.00175theta omega + 0.00184omega^2 + -0.00010theta^3 + -0.00013theta^2 omega + -0.00156theta omega^2 + 0.00145omega^3,0.017486*omega**3 - 0.000627*omega**2*theta + 0.011075*omega**2 - 2.0e-6*omega*theta**2 + 1.8e-5*omega*theta + 0.000498*omega + 3.0e-6*theta**2 - 8.9e-5*theta + 0.000965,4.620632e-04,7.486012e-06
93509,2025-07-15 19:30:00,0.004253,0.007389,0.006029,0.527524,8.869653,6.282875,125.7237,5647,0,1.00000omega,-0.003441 + -0.06223theta + 0.00041omega + -0.00943theta^2 + 0.35816theta omega + -0.02493omega^2 + -0.03395theta^3 + 0.22775theta^2 omega + -0.50168theta omega^2 + -0.05944omega^3,-0.278059*omega**3 - 0.078228*omega**2*theta - 0.048895*omega**2 + 0.001184*omega*theta**2 + 0.005896*omega*theta + 0.002662*omega - 6.0e-6*theta**3 - 1.3e-5*theta**2 - 7.8e-5*theta - 4.6e-5,1.261851e-04,1.160919e-05
