Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
19800,2024-10-27 18:25:00,nan,nan,nan,nan,nan,nan,4915.3052,1181,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
19801,2024-10-27 18:30:00,0.005485,0.024606,0.017826,0.078302,1.781630,1.261019,88.2303,9999,0,1.00000omega,0.030051 + -0.03275theta + 0.00382omega + 0.05675theta^2 + -0.06291theta omega + -0.04464omega^2 + -0.01755theta^3 + 0.00031theta^2 omega + -0.00514theta omega^2 + -0.05357omega^3,-0.104524*omega**3 - 0.000334*omega**2*theta - 0.010956*omega**2 + 1.0e-6*omega*theta**2 - 0.000537*omega*theta + 0.000815*omega - 1.0e-6*theta**3 + 2.1e-5*theta**2 - 8.4e-5*theta + 0.000207,5.741114e-04,1.882795e-05
19802,2024-10-27 18:35:00,0.004258,0.004862,0.004570,nan,nan,nan,72.8680,5547,0,1.00000omega,-0.004961 + -0.28922theta + 0.03541omega + 0.15530theta^2 + 0.00623theta omega + -0.37261omega^2 + -0.61394theta^3 + 1.03145theta^2 omega + 0.04253theta omega^2 + -0.04192omega^3,-0.114882*omega**3 + 0.003885*omega**2*theta - 0.129271*omega**2 + 0.003141*omega*theta**2 - 0.026861*omega*theta + 0.058609*omega - 6.2e-5*theta**3 + 0.000853*theta**2 - 0.004203*theta + 0.007224,2.492289e-04,1.531069e-05
19803,2024-10-27 18:40:00,0.006430,0.010344,0.008613,0.225912,7.742715,5.477256,175.5783,9999,1,1.00000omega,-0.065071 + -0.08435theta + 0.03384omega + -0.04190theta^2 + -0.00559theta omega + -0.01367omega^2 + -0.01327theta^3 + 0.00152theta^2 omega + -0.00187theta omega^2 + 0.01287omega^3,0.036884*omega**3 - 0.000179*omega**2*theta - 0.005452*omega**2 + 5.0e-6*omega*theta**2 + 9.0e-6*omega*theta + 0.000961*omega - 1.0e-6*theta**3 - 4.3e-5*theta**2 - 0.000491*theta - 0.002013,1.508014e-04,1.869711e-05
19804,2024-10-27 18:45:00,nan,nan,nan,nan,nan,nan,10544.7734,611,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
19805,2024-10-27 18:50:00,0.004098,0.005324,0.004751,0.116517,2.822174,1.997279,81.1756,5961,0,1.00000omega,0.071671 + -0.29059theta + -0.00202omega + 0.03684theta^2 + 0.06945theta omega + 0.30703omega^2 + -1.35319theta^3 + -0.55844theta^2 omega + -0.77039theta omega^2 + 0.08060omega^3,0.264279*omega**3 - 0.084201*omega**2*theta + 0.089441*omega**2 - 0.002035*omega*theta**2 + 0.000182*omega*theta + 1.0e-6*omega - 0.000164*theta**3 - 5.7e-5*theta**2 - 0.000329*theta + 0.000194,6.434855e-05,1.853649e-05
19806,2024-10-27 18:55:00,0.004943,0.007778,0.006517,0.097125,2.194368,1.553171,79.2837,5882,0,1.00000omega,0.066231 + -0.09543theta + 0.00699omega + 0.01058theta^2 + -0.01167theta omega + 0.01387omega^2 + -0.47033theta^3 + -0.12733theta^2 omega + 0.61028theta omega^2 + 0.01821omega^3,0.041254*omega**3 + 0.046085*omega**2*theta - 0.068484*omega**2 - 0.000321*omega*theta**2 + 0.000899*omega*theta - 0.000388*omega - 3.9e-5*theta**3 + 0.000189*theta**2 - 0.000408*theta + 0.000594,2.359563e-04,1.274059e-05
19807,2024-10-27 19:00:00,0.005733,0.029593,0.021314,0.084953,6.527767,4.616219,91.7639,9999,0,1.00000omega,0.044701 + -0.23257theta + 0.30623omega + -0.08864theta^2 + 0.02879theta omega + 0.03519omega^2 + -0.00866theta^3 + -0.00033theta^2 omega + -0.00466theta omega^2 + -0.01598omega^3,-0.029554*omega**3 - 0.000287*omega**2*theta + 0.007867*omega**2 - 0.e-6*omega*theta**2 + 0.000234*omega*theta + 0.010923*omega - 0.e-6*theta**3 - 3.0e-5*theta**2 - 0.000423*theta - 0.000823,8.530430e-04,1.244635e-05
19808,2024-10-27 19:05:00,nan,nan,nan,nan,nan,nan,31766.6621,1596,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
19809,2024-10-27 19:10:00,0.004408,0.005713,0.005103,0.099397,2.933399,2.075417,117.8317,5715,1,1.00000omega,-0.008341 + -0.48324theta + 0.01084omega + 0.26813theta^2 + 0.05173theta omega + -0.13220omega^2 + -0.01792theta^3 + 0.02105theta^2 omega + 0.08174theta omega^2 + -0.05053omega^3,-0.205221*omega**3 + 0.011066*omega**2*theta - 0.05223*omega**2 + 9.5e-5*omega*theta**2 + 0.000573*omega*theta + 0.000166*omega - 3.0e-6*theta**3 + 0.000112*theta**2 - 0.000609*theta + 0.000161,4.226081e-05,1.785318e-05
