Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
71500,2025-04-30 06:50:00,0.004754,0.011877,0.009046,0.167134,13.828828,9.779172,96.3690,9999,0,1.00000omega,-0.226591 + 0.19911theta + 0.00381omega + -0.02740theta^2 + 0.00971theta omega + -0.00928omega^2 + -0.03365theta^3 + 0.01052theta^2 omega + 0.00617theta omega^2 + -0.00390omega^3,-0.011206*omega**3 + 0.000591*omega**2*theta - 0.009271*omega**2 + 3.4e-5*omega*theta**2 - 0.000627*omega*theta + 0.002981*omega - 4.0e-6*theta**3 + 0.000107*theta**2 - 0.000834*theta + 0.000233,2.876916e-04,1.306075e-05
71501,2025-04-30 06:55:00,0.004514,0.012418,0.009343,0.097959,5.482034,3.877002,86.2104,9999,0,1.00000omega,0.065761 + -0.04232theta + -0.34518omega + 0.00614theta^2 + 0.02807theta omega + 0.03278omega^2 + -0.01703theta^3 + -0.00535theta^2 omega + -0.00053theta omega^2 + -0.06077omega^3,-0.174019*omega**3 - 5.1e-5*omega**2*theta + 0.009136*omega**2 - 1.7e-5*omega*theta**2 - 0.000378*omega*theta - 0.012379*omega - 2.0e-6*theta**3 - 0.000104*theta**2 - 0.002046*theta - 0.013475,2.562354e-04,1.441675e-05
71502,2025-04-30 07:00:00,0.004942,0.034904,0.024927,0.116178,4.839130,3.422768,305.4114,9999,0,1.00000omega,0.039471 + -0.00356theta + 0.00089omega + 0.00033theta^2 + 0.00248theta omega + -0.00555omega^2 + -0.00220theta^3 + 0.00031theta^2 omega + 0.00136theta omega^2 + -0.00462omega^3,-0.036338*omega**3 + 0.000357*omega**2*theta - 0.009804*omega**2 + 3.0e-6*omega*theta**2 - 6.3e-5*omega*theta + 0.000236*omega - 0.e-6*theta**3 + 3.8e-5*theta**2 - 0.000744*theta + 0.005005,4.312802e-04,8.036034e-06
71503,2025-04-30 07:05:00,0.005760,0.038841,0.027765,0.241427,18.579317,13.138670,72.3683,9999,0,1.00000omega,-0.440611 + 0.05106theta + -0.02054omega + 0.01733theta^2 + 0.01308theta omega + -0.01627omega^2 + -0.02780theta^3 + 0.04412theta^2 omega + 0.00509theta omega^2 + -0.02148omega^3,-0.030915*omega**3 + 0.000244*omega**2*theta - 0.006292*omega**2 + 7.1e-5*omega*theta**2 - 0.001481*omega*theta + 0.007053*omega - 1.0e-6*theta**3 + 5.4e-5*theta**2 - 0.000592*theta - 0.000277,9.520898e-04,1.638308e-05
71504,2025-04-30 07:10:00,0.004641,0.012869,0.009673,nan,nan,nan,57.6085,8173,0,1.00000omega,-0.069671 + 0.01526theta + 0.01820omega + 0.01207theta^2 + -0.07377theta omega + 0.24551omega^2 + -0.15550theta^3 + -0.02196theta^2 omega + 0.16268theta omega^2 + 0.00248omega^3,0.004591*omega**3 + 0.010039*omega**2*theta - 0.010381*omega**2 - 4.5e-5*omega*theta**2 + 3.1e-5*omega*theta + 0.002666*omega - 1.1e-5*theta**3 + 0.000231*theta**2 - 0.001647*theta + 0.003567,3.205492e-04,1.750238e-05
71505,2025-04-30 07:15:00,0.004721,0.029747,0.021297,nan,nan,nan,194.1505,9999,0,1.00000omega,-0.004621 + -0.00141theta + 0.01930omega + 0.01670theta^2 + 0.00817theta omega + 0.01803omega^2 + -0.00635theta^3 + -0.00120theta^2 omega + 0.00540theta omega^2 + 0.01126omega^3,0.062092*omega**3 + 0.000993*omega**2*theta - 0.006003*omega**2 - 7.0e-6*omega*theta**2 + 0.00032*omega*theta - 0.002379*omega - 1.0e-6*theta**3 + 6.2e-5*theta**2 - 0.000966*theta + 0.004967,4.293142e-04,1.282504e-05
71506,2025-04-30 07:20:00,0.004421,0.008037,0.006486,0.193482,6.854948,4.849111,59.0960,8683,0,1.00000omega,-0.114891 + -0.00710theta + -0.03164omega + 0.61017theta^2 + -0.06673theta omega + -0.13426omega^2 + -0.44708theta^3 + 0.06822theta^2 omega + 0.04086theta omega^2 + -0.05499omega^3,-0.115676*omega**3 + 0.002865*omega**2*theta - 0.010689*omega**2 + 0.000159*omega*theta**2 + 0.002178*omega*theta + 0.005842*omega - 3.5e-5*theta**3 - 0.000727*theta**2 - 0.004762*theta - 0.009795,6.309146e-05,1.827540e-05
71507,2025-04-30 07:25:00,0.004401,0.006409,0.005497,0.295528,12.987830,9.186160,84.2215,7201,0,1.00000omega,-0.219361 + 0.00398theta + 0.01000omega + 0.05809theta^2 + -0.11547theta omega + -0.03129omega^2 + -0.04695theta^3 + 0.04391theta^2 omega + -0.07265theta omega^2 + -0.00889omega^3,-0.026617*omega**3 - 0.007251*omega**2*theta + 0.050792*omega**2 + 0.000146*omega*theta**2 - 0.003661*omega*theta + 0.020739*omega - 5.0e-6*theta**3 + 0.000151*theta**2 - 0.001431*theta + 0.003671,6.773361e-05,2.025804e-05
71508,2025-04-30 07:30:00,0.004281,0.016595,0.012119,0.179108,7.549215,5.339603,66.4912,9917,0,1.00000omega,-0.005841 + -0.00906theta + -0.00766omega + -0.03147theta^2 + -0.00122theta omega + 0.02077omega^2 + -0.01156theta^3 + 0.00141theta^2 omega + 0.00492theta omega^2 + -0.01138omega^3,-0.028103*omega**3 + 0.000405*omega**2*theta - 0.002392*omega**2 + 4.0e-6*omega*theta**2 - 0.000171*omega*theta + 0.00163*omega - 1.0e-6*theta**3 + 5.5e-5*theta**2 - 0.000945*theta + 0.00519,3.042653e-04,1.805985e-05
71509,2025-04-30 07:35:00,0.004725,0.013743,0.010276,0.205110,25.251885,17.856368,119.9372,9999,0,1.00000omega,0.009031 + -0.00442theta + 0.04619omega + 0.00061theta^2 + -0.00027theta omega + -0.01619omega^2 + -0.00025theta^3 + -0.00150theta^2 omega + -0.00169theta omega^2 + 0.00831omega^3,0.029312*omega**3 - 0.000199*omega**2*theta - 0.008265*omega**2 - 6.0e-6*omega*theta**2 - 0.000164*omega*theta + 0.000402*omega - 1.0e-6*theta**2 - 1.7e-5*theta - 7.8e-5,3.058632e-04,1.847573e-05
