const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.003086,0.004430,0.001150,0.001849,0.009498,0.016051,0.000210,0.000496,0.002509,0.005826,0.058910,0.099131,0.000026,0.000091,0.000319,0.001182,0.010890,0.036455,0.177902,0.337247
