Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
51480,2025-02-19 09:45:00,0.003579,0.004003,0.003797,0.125466,6.511472,4.605161,122.9613,7471,0,1.00000omega,-0.025721 + -0.02900theta + 0.00643omega + -0.05987theta^2 + -0.10704theta omega + 0.02920omega^2 + -0.06250theta^3 + -0.01108theta^2 omega + 0.00642theta omega^2 + 0.02846omega^3,0.179848*omega**3 + 0.001352*omega**2*theta + 0.004697*omega**2 - 7.8e-5*omega*theta**2 - 0.000636*omega*theta + 0.007532*omega - 1.5e-5*theta**3 + 0.000252*theta**2 - 0.001457*theta + 0.002782,6.556215e-05,1.496619e-05
51481,2025-02-19 09:50:00,0.003647,0.015005,0.010919,0.134039,4.564534,3.229004,236.4988,9999,0,1.00000omega,-0.268891 + -0.01676theta + 0.00123omega + 0.00485theta^2 + -0.00039theta omega + 0.01369omega^2 + -0.00464theta^3 + 0.00249theta^2 omega + 0.00340theta omega^2 + 0.01711omega^3,0.197675*omega**3 + 0.001309*omega**2*theta - 0.005352*omega**2 + 3.2e-5*omega*theta**2 - 0.000684*omega*theta + 0.003701*omega - 2.0e-6*theta**3 + 6.6e-5*theta**2 - 0.000756*theta + 0.002438,1.812508e-04,7.050866e-06
51482,2025-02-19 09:55:00,0.003340,0.004246,0.003820,0.062030,1.362824,0.964660,110.7269,6140,0,1.00000omega,-0.106111 + -0.19921theta + 0.10355omega + -0.08622theta^2 + 0.00611theta omega + 0.34627omega^2 + -0.39398theta^3 + -0.03428theta^2 omega + -0.01328theta omega^2 + -0.02528omega^3,-0.169595*omega**3 - 0.00297*omega**2*theta + 0.169571*omega**2 - 0.000256*omega*theta**2 + 0.001099*omega*theta + 0.00228*omega - 9.8e-5*theta**3 + 0.000531*theta**2 - 0.001173*theta + 0.000749,4.344761e-05,9.647001e-06
51483,2025-02-19 10:00:00,0.003618,0.014458,0.010539,0.184794,18.096186,12.796603,81.7197,9999,0,1.00000omega,0.008401 + -0.21782theta + 0.00825omega + 0.04740theta^2 + 0.00926theta omega + -0.00353omega^2 + -0.00315theta^3 + 0.00010theta^2 omega + -0.01123theta omega^2 + 0.01610omega^3,0.06624*omega**3 - 0.00154*omega**2*theta + 0.014452*omega**2 + 0.000105*omega*theta - 0.000847*omega + 3.4e-5*theta**2 - 0.000792*theta + 0.005058,2.845768e-04,1.343514e-05
51484,2025-02-19 10:05:00,0.003361,0.010556,0.007834,0.072117,3.622170,2.561769,170.0336,9999,2,1.00000omega,-0.004991 + -0.00030theta + -0.01559omega + -0.00740theta^2 + -0.00062theta omega + -0.01126omega^2 + -0.00187theta^3 + -0.00085theta^2 omega + -0.00458theta omega^2 + -0.00678omega^3,-0.065782*omega**3 - 0.001481*omega**2*theta + 0.008705*omega**2 - 9.0e-6*omega*theta**2 + 0.000175*omega*theta - 0.001353*omega - 0.e-6*theta**3 + 1.6e-5*theta**2 - 0.000115*theta + 0.00022,2.577999e-04,1.000806e-05
51485,2025-02-19 10:10:00,nan,nan,nan,nan,nan,nan,458523.2188,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
51486,2025-02-19 10:15:00,0.003062,0.006974,0.005386,nan,nan,nan,188.0300,7260,0,1.00000omega,-0.217961 + -0.01714theta + 0.15262omega + -0.00789theta^2 + 0.02833theta omega + -0.00243omega^2 + -0.01129theta^3 + -0.00454theta^2 omega + 0.02097theta omega^2 + 0.02852omega^3,0.382697*omega**3 + 0.00938*omega**2*theta - 0.101612*omega**2 - 6.8e-5*omega*theta**2 + 0.002075*omega*theta - 0.009337*omega - 6.0e-6*theta**3 + 0.000174*theta**2 - 0.001807*theta + 0.005972,1.227227e-04,5.619014e-06
51487,2025-02-19 10:20:00,0.003822,0.008144,0.006361,0.085394,2.812892,1.989932,135.0617,9249,1,1.00000omega,-0.016461 + -0.14759theta + 0.03112omega + 0.06297theta^2 + -0.00335theta omega + -0.57475omega^2 + -0.00500theta^3 + 0.00314theta^2 omega + 0.02451theta omega^2 + 0.22858omega^3,1.40644*omega**3 + 0.005027*omega**2*theta - 0.298458*omega**2 + 2.1e-5*omega*theta**2 - 0.000377*omega*theta + 0.002659*omega - 1.0e-6*theta**3 + 5.8e-5*theta**2 - 0.000842*theta + 0.00353,8.635548e-05,1.246863e-05
51488,2025-02-19 10:25:00,0.003352,0.015499,0.011213,0.064340,3.291850,2.328134,148.0594,9999,0,1.00000omega,0.007831 + 0.00092theta + -0.00291omega + 0.00030theta^2 + 0.00023theta omega + -0.00514omega^2 + -0.00004theta^3 + -0.00011theta^2 omega + 0.00031theta omega^2 + -0.00222omega^3,-0.018684*omega**3 + 8.7e-5*omega**2*theta - 0.004038*omega**2 - 1.0e-6*omega*theta**2 + 3.5e-5*omega*theta - 0.000394*omega + 1.0e-6*theta**2 - 1.3e-5*theta + 8.5e-5,1.527144e-04,1.145813e-05
51489,2025-02-19 10:30:00,0.004104,0.027657,0.019771,nan,nan,nan,524.7735,9999,0,1.00000omega,0.031981 + -0.00074theta + 0.01855omega + 0.00043theta^2 + 0.00175theta omega + 0.00809omega^2 + 0.00023theta^3 + 0.00132theta^2 omega + 0.00068theta omega^2 + 0.00147omega^3,0.028871*omega**3 + 0.000445*omega**2*theta - 0.002506*omega**2 + 2.9e-5*omega*theta**2 - 0.001124*omega*theta + 0.011567*omega - 1.0e-5*theta**2 + 0.000191*theta - 0.001186,2.990747e-04,4.215855e-06
