Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
77220,2025-05-20 04:00:00,0.005802,0.040641,0.029029,0.074706,3.622220,2.561841,344.1641,9999,0,1.00000omega,0.009271 + -0.00702theta + -0.00164omega + 0.00315theta^2 + 0.00275theta omega + 0.00675omega^2 + -0.00001theta^3 + 0.00009theta^2 omega + -0.00180theta omega^2 + -0.00048omega^3,-0.003087*omega**3 - 0.000386*omega**2*theta - 0.006859*omega**2 + 1.0e-6*omega*theta**2 + 7.6e-5*omega*theta + 0.001474*omega + 1.0e-6*theta**2 + 7.1e-5*theta + 0.000864,5.633780e-04,1.066620e-05
77221,2025-05-20 04:05:00,0.004821,0.024725,0.017812,nan,nan,nan,70.4842,9999,0,1.00000omega,-0.118331 + -0.07868theta + -0.00122omega + 0.06627theta^2 + -0.28793theta omega + -0.08022omega^2 + 0.00092theta^3 + 0.09287theta^2 omega + -0.02547theta omega^2 + -0.05621omega^3,-0.114249*omega**3 - 0.001726*omega**2*theta - 0.019533*omega**2 + 0.00021*omega*theta**2 - 0.002826*omega*theta + 0.002037*omega + 1.9e-5*theta**2 - 0.000117*theta - 0.000425,5.009684e-04,1.294453e-05
77222,2025-05-20 04:10:00,0.004110,0.012902,0.009575,nan,nan,nan,61.8387,5631,0,1.00000omega,-0.062761 + -0.59476theta + -0.01248omega + 0.83357theta^2 + 0.70127theta omega + -0.36397omega^2 + -0.21417theta^3 + 0.01703theta^2 omega + 0.03701theta omega^2 + 0.00165omega^3,0.004202*omega**3 + 0.003142*omega**2*theta - 0.125735*omega**2 + 4.8e-5*omega*theta**2 + 0.006207*omega*theta - 0.041194*omega - 2.0e-5*theta**3 + 0.00065*theta**2 - 0.006421*theta + 0.01946,2.439500e-04,1.440290e-05
77223,2025-05-20 04:15:00,0.003707,0.003773,0.003740,0.185220,4.141533,2.931433,50.6160,7291,0,1.00000omega,-0.021981 + -1.87541theta + 0.09163omega + 0.93731theta^2 + 0.06590theta omega + -0.37141omega^2 + -0.10831theta^3 + 0.02614theta^2 omega + 0.48186theta omega^2 + -0.05829omega^3,-0.148871*omega**3 + 0.041022*omega**2*theta - 0.456697*omega**2 + 7.4e-5*omega*theta**2 - 0.000619*omega*theta + 0.00296*omega - 1.0e-5*theta**3 + 0.000565*theta**2 - 0.00946*theta + 0.045792,2.882330e-04,1.376721e-05
77224,2025-05-20 04:20:00,0.004135,0.014779,0.010852,0.088440,2.610334,1.846844,203.4512,9999,0,1.00000omega,-0.048231 + -0.00987theta + 0.00646omega + -0.04386theta^2 + 0.00318theta omega + 0.01100omega^2 + -0.00729theta^3 + 0.00175theta^2 omega + 0.00459theta omega^2 + -0.00543omega^3,-0.042228*omega**3 + 0.00119*omega**2*theta - 0.010331*omega**2 + 1.5e-5*omega*theta**2 - 0.000351*omega*theta + 0.002204*omega - 2.0e-6*theta**3 + 6.0e-5*theta**2 - 0.000476*theta + 0.000633,2.783639e-04,8.793232e-06
77225,2025-05-20 04:25:00,0.006246,0.047909,0.034163,0.098463,5.899237,4.171972,199.1236,9999,0,1.00000omega,-0.008991 + -0.00843theta + -0.00083omega + -0.00205theta^2 + 0.00419theta omega + -0.00045omega^2 + -0.00015theta^3 + -0.00024theta^2 omega + -0.00293theta omega^2 + -0.00243omega^3,-0.007794*omega**3 - 0.000313*omega**2*theta - 0.006325*omega**2 - 0.e-6*omega*theta**2 + 1.2e-5*omega*theta + 0.00054*omega - 2.0e-6*theta**2 - 6.0e-5*theta - 0.000642,6.617907e-04,1.079107e-05
77226,2025-05-20 04:30:00,nan,nan,nan,nan,nan,nan,1116.9344,2464,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
77227,2025-05-20 04:35:00,0.004320,0.014475,0.010681,0.112042,8.840459,6.251650,182.0410,9999,0,1.00000omega,0.012151 + 0.00218theta + -0.11495omega + 0.00441theta^2 + 0.04988theta omega + -0.08352omega^2 + -0.00004theta^3 + -0.00035theta^2 omega + 0.01619theta omega^2 + -0.03631omega^3,-0.234615*omega**3 + 0.003487*omega**2*theta - 0.083988*omega**2 - 3.0e-6*omega*theta**2 + 0.000837*omega*theta - 0.014262*omega + 3.0e-6*theta**2 - 6.1e-5*theta + 0.000401,3.163456e-04,1.040731e-05
77228,2025-05-20 04:40:00,0.004146,0.013183,0.009772,0.064875,2.214469,1.566538,164.1546,9554,3,1.00000omega,0.085901 + -0.71165theta + -0.03743omega + -0.33850theta^2 + 0.04832theta omega + 0.00093omega^2 + -0.00130theta^3 + -0.04583theta^2 omega + 0.02589theta omega^2 + -0.03972omega^3,-0.251319*omega**3 + 0.00546*omega**2*theta - 0.044932*omega**2 - 0.000322*omega*theta**2 + 0.006093*omega*theta - 0.029625*omega - 0.000165*theta**2 + 0.002016*theta - 0.004968,1.639225e-04,9.139684e-06
77229,2025-05-20 04:45:00,0.004828,0.009947,0.007818,0.068676,2.150512,1.521417,263.7361,9999,0,1.00000omega,-0.016711 + -0.00900theta + -0.01064omega + -0.01519theta^2 + 0.00686theta omega + 0.00544omega^2 + -0.00091theta^3 + -0.00005theta^2 omega + 0.00012theta omega^2 + -0.00354omega^3,-0.026489*omega**3 + 3.0e-5*omega**2*theta + 0.003064*omega**2 + 0.000105*omega*theta + 0.000914*omega - 1.7e-5*theta**2 - 0.000307*theta - 0.001682,1.487771e-04,1.046267e-05
77230,2025-05-20 04:50:00,0.004574,0.004624,0.004599,0.132567,6.253722,4.423043,108.2720,5980,0,1.00000omega,0.306921 + -0.31050theta + -0.01037omega + 0.09077theta^2 + 0.00725theta omega + 0.02135omega^2 + -0.02287theta^3 + -0.07303theta^2 omega + -0.00407theta omega^2 + 0.03086omega^3,0.106384*omega**3 - 0.000468*omega**2*theta + 0.007416*omega**2 - 0.00028*omega*theta**2 + 0.000296*omega*theta - 0.000418*omega - 3.0e-6*theta**3 + 3.8e-5*theta**2 - 0.000372*theta + 0.001143,2.107941e-04,1.668552e-05
77231,2025-05-20 04:55:00,0.003608,0.005528,0.004668,0.096674,2.310735,1.635366,75.6787,9063,1,1.00000omega,-0.105971 + -0.20222theta + 0.01361omega + -0.01529theta^2 + 0.03348theta omega + -0.00774omega^2 + -0.02181theta^3 + 0.00797theta^2 omega + -0.01037theta omega^2 + -0.01782omega^3,-0.069781*omega**3 - 0.001354*omega**2*theta - 0.004356*omega**2 + 3.5e-5*omega*theta**2 + 0.000483*omega*theta + 0.000964*omega - 3.0e-6*theta**3 - 1.7e-5*theta**2 - 0.000251*theta - 0.000598,1.617988e-04,1.406972e-05
77232,2025-05-20 05:00:00,0.004602,0.010592,0.008166,0.129628,6.848711,4.843638,125.3267,9999,0,1.00000omega,0.135321 + 0.00434theta + -0.01244omega + -0.00342theta^2 + -0.00628theta omega + 0.00288omega^2 + -0.00739theta^3 + 0.00132theta^2 omega + 0.00519theta omega^2 + -0.00398omega^3,-0.015808*omega**3 + 0.000687*omega**2*theta + 0.00815*omega**2 + 6.0e-6*omega*theta**2 + 4.4e-5*omega*theta - 0.00058*omega - 1.0e-6*theta**3 - 3.5e-5*theta**2 - 0.000372*theta - 0.000885,2.078621e-04,1.211553e-05
77233,2025-05-20 05:05:00,nan,nan,nan,nan,nan,nan,58232.6992,1949,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
77234,2025-05-20 05:10:00,0.004056,0.005239,0.004685,0.062408,1.075792,0.761979,98.8088,6571,0,1.00000omega,-0.097761 + -0.92410theta + -0.71142omega + 0.20771theta^2 + -0.01738theta omega + -0.17318omega^2 + -0.00870theta^3 + 0.00482theta^2 omega + 0.01158theta omega^2 + -0.10815omega^3,-0.44378*omega**3 + 0.001584*omega**2*theta - 0.048737*omega**2 + 2.2e-5*omega*theta**2 + 0.000211*omega*theta - 0.023732*omega - 1.0e-6*theta**3 + 4.7e-5*theta**2 + 0.000253*theta - 0.003438,7.560665e-05,1.291898e-05
