Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
14895,2024-10-07 14:40:00,0.001036,0.017315,0.012266,6.9932,9999,1,1.00000omega,0.035791 + -0.07966theta + 0.03774omega + 0.01161theta^2 + 0.00110theta omega + 0.00679omega^2 + -0.00164theta^3 + -0.00011theta^2 omega + 0.00049theta omega^2 + 0.00463omega^3
14896,2024-10-07 14:45:00,nan,nan,nan,15721.9844,1221,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14897,2024-10-07 14:50:00,0.000618,0.011560,0.008185,-3.6431,6127,0,1.00000omega,0.017701 + -0.12179theta + -0.01839omega + -0.14349theta^2 + 0.10725theta omega + 0.04043omega^2 + -0.00379theta^3 + 0.03687theta^2 omega + 0.00327theta omega^2 + -0.06578omega^3
14898,2024-10-07 14:55:00,0.000801,0.017208,0.012181,0.4908,5843,0,1.00000omega,0.138001 + -0.09118theta + -0.00778omega + 0.00660theta^2 + 0.01076theta omega + 0.01898omega^2 + -0.00070theta^3 + -0.00041theta^2 omega + 0.00001theta omega^2 + 0.00437omega^3
14899,2024-10-07 15:00:00,nan,nan,nan,957116.6875,1550,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14900,2024-10-07 15:05:00,nan,nan,nan,41217.9961,1695,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14901,2024-10-07 15:10:00,0.000585,0.024879,0.017597,3.5804,7128,5,1.00000omega,-0.033651 + -0.02170theta + -0.09224omega + -0.00973theta^2 + -0.00246theta omega + 0.00134omega^2 + -0.00161theta^3 + -0.00063theta^2 omega + 0.00086theta omega^2 + 0.00061omega^3
14902,2024-10-07 15:15:00,0.000909,0.007653,0.005450,-2.3278,8796,0,1.00000omega,0.019471 + -0.00556theta + 0.25523omega + 0.09005theta^2 + -0.15811theta omega + -0.17650omega^2 + -0.04141theta^3 + -0.00334theta^2 omega + 0.06421theta omega^2 + 0.00151omega^3
14903,2024-10-07 15:20:00,0.000319,0.008493,0.006010,-4.0277,9037,0,1.00000omega,0.009081 + -0.01208theta + 0.00082omega + 0.02874theta^2 + -0.36110theta omega + 0.01427omega^2 + -0.39831theta^3 + 0.22588theta^2 omega + 0.09465theta omega^2 + -0.12629omega^3
14904,2024-10-07 15:25:00,0.000359,0.011450,0.008100,-1.1971,6296,0,1.00000omega,0.043661 + -1.95625theta + 0.01994omega + 0.17127theta^2 + -0.72578theta omega + -0.23319omega^2 + -0.11938theta^3 + -0.04491theta^2 omega + 0.25108theta omega^2 + 0.01567omega^3
14905,2024-10-07 15:30:00,nan,nan,nan,129935.6953,818,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14906,2024-10-07 15:35:00,0.000804,0.018211,0.012890,13.5789,9999,0,1.00000omega,-0.035761 + -0.01660theta + 0.02624omega + 0.01147theta^2 + 0.02433theta omega + -0.01042omega^2 + -0.00022theta^3 + 0.00018theta^2 omega + 0.00021theta omega^2 + 0.00068omega^3
14907,2024-10-07 15:40:00,0.000618,0.015079,0.010671,0.7153,9999,2,1.00000omega,-0.035821 + -0.00112theta + 0.02100omega + 0.01679theta^2 + 0.00187theta omega + -0.02506omega^2 + -0.00870theta^3 + -0.00018theta^2 omega + 0.02345theta omega^2 + -0.01750omega^3
14908,2024-10-07 15:45:00,0.000939,0.016148,0.011438,10.8247,9999,0,1.00000omega,0.026151 + -0.07977theta + 0.04052omega + -0.01966theta^2 + -0.00082theta omega + 0.02994omega^2 + -0.00033theta^3 + -0.00613theta^2 omega + 0.00018theta omega^2 + 0.00909omega^3
14909,2024-10-07 15:50:00,0.000791,0.013462,0.009535,2.1577,9999,0,1.00000omega,2.492851 + 0.06618theta + 0.93845omega + -0.21197theta^2 + 0.16027theta omega + -0.02579omega^2 + -0.02440theta^3 + -0.05235theta^2 omega + 0.08075theta omega^2 + 0.02018omega^3
14910,2024-10-07 15:55:00,0.000340,0.011828,0.008367,-2.5134,6833,0,1.00000omega,-0.292191 + -0.01522theta + 0.59904omega + 0.27549theta^2 + -0.19345theta omega + -0.41357omega^2 + -0.06690theta^3 + -0.22084theta^2 omega + -0.09535theta omega^2 + 0.06872omega^3
14911,2024-10-07 16:00:00,0.000941,0.015555,0.011019,-0.3601,9999,0,1.00000omega,0.053851 + -0.04210theta + 0.00356omega + 0.04615theta^2 + 0.00003theta omega + 0.00911omega^2 + -0.01183theta^3 + -0.00012theta^2 omega + -0.00106theta omega^2 + -0.00211omega^3
14912,2024-10-07 16:05:00,nan,nan,nan,15553.2256,1169,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14913,2024-10-07 16:10:00,nan,nan,nan,37399.9023,1416,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14914,2024-10-07 16:15:00,nan,nan,nan,8865.2500,1110,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14915,2024-10-07 16:20:00,nan,nan,nan,2976.6650,1008,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14916,2024-10-07 16:25:00,0.000580,0.010237,0.007251,8.8625,9999,0,1.00000omega,0.015261 + -0.00064theta + 0.00267omega + -0.00453theta^2 + -0.00954theta omega + -0.00009omega^2 + 0.00002theta^3 + -0.00008theta^2 omega + -0.00331theta omega^2 + -0.00011omega^3
14917,2024-10-07 16:30:00,0.002106,0.019893,0.014145,586.6793,8633,5,1.00000omega,0.014411 + 0.00867theta + -0.00064omega + 0.00141theta^2 + 0.00704theta omega + -0.00014omega^2 + -0.00037theta^3 + 0.00000theta^2 omega + 0.00076theta omega^2 + -0.00019omega^3
14918,2024-10-07 16:35:00,nan,nan,nan,38896.0352,2788,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14919,2024-10-07 16:40:00,nan,nan,nan,175963.1562,1725,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14920,2024-10-07 16:45:00,nan,nan,nan,5119.5078,1070,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14921,2024-10-07 16:50:00,nan,nan,nan,10441.6738,1369,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14922,2024-10-07 16:55:00,nan,nan,nan,8193.8193,704,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14923,2024-10-07 17:00:00,nan,nan,nan,1357.1521,1002,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14924,2024-10-07 17:05:00,nan,nan,nan,1744268.8750,775,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
14925,2024-10-07 17:10:00,0.000595,0.012059,0.008537,-3.5232,9999,0,1.00000omega,-0.136441 + -0.20331theta + 0.01182omega + -0.06529theta^2 + 0.29238theta omega + -0.00662omega^2 + -0.00219theta^3 + 0.11301theta^2 omega + 0.00173theta omega^2 + -0.00517omega^3
