Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
28797,2024-11-28 04:55:00,0.001019,0.015781,0.011182,2.1323,9346,5,1.00000omega,-1.031491 + -1.74931theta + 0.10816omega + -0.10433theta^2 + 1.08985theta omega + 0.07966omega^2 + 0.00291theta^3 + -0.02749theta^2 omega + -0.00256theta omega^2 + 0.28968omega^3
28798,2024-11-28 05:00:00,nan,nan,nan,13532.4639,1199,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28799,2024-11-28 05:05:00,0.000542,0.014009,0.009913,5.6524,9999,0,1.00000omega,-0.042491 + 0.00069theta + -0.00907omega + -0.00035theta^2 + -0.00010theta omega + -0.00197omega^2 + 0.00039theta^3 + -0.00004theta^2 omega + -0.00014theta omega^2 + -0.00049omega^3
28800,2024-11-28 05:10:00,0.000468,0.019240,0.013609,2.8080,6694,0,1.00000omega,-0.010311 + 0.00067theta + 0.00338omega + 0.00094theta^2 + 0.00190theta omega + -0.00192omega^2 + 0.00015theta^3 + 0.00005theta^2 omega + 0.00025theta omega^2 + -0.00003omega^3
28801,2024-11-28 05:15:00,nan,nan,nan,34238.6719,1879,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28802,2024-11-28 05:20:00,nan,nan,nan,25816.1855,1194,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28803,2024-11-28 05:25:00,0.000663,0.016707,0.011823,5.2463,4902,5,1.00000omega,-0.072701 + 0.01296theta + 0.01682omega + 0.02578theta^2 + 0.01405theta omega + -0.00976omega^2 + -0.01006theta^3 + -0.00169theta^2 omega + 0.00442theta omega^2 + 0.00474omega^3
28804,2024-11-28 05:30:00,nan,nan,nan,145060.9531,1403,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28805,2024-11-28 05:35:00,nan,nan,nan,62890.4609,1198,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28806,2024-11-28 05:40:00,nan,nan,nan,99199.1328,1171,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28807,2024-11-28 05:45:00,nan,nan,nan,68575.8516,2323,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28808,2024-11-28 05:50:00,0.000783,0.018479,0.013078,5.1637,9999,0,1.00000omega,0.005781 + 0.00046theta + 0.01894omega + 0.00271theta^2 + -0.03444theta omega + -0.04760omega^2 + -0.00296theta^3 + 0.01325theta^2 omega + 0.01339theta omega^2 + -0.02130omega^3
28809,2024-11-28 05:55:00,nan,nan,nan,43331.7188,1124,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28810,2024-11-28 06:00:00,nan,nan,nan,363.8149,990,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28811,2024-11-28 06:05:00,0.000368,0.007606,0.005385,0.0576,5709,0,1.00000omega,0.608171 + -1.53162theta + 0.04719omega + -0.31308theta^2 + 0.39890theta omega + -0.00929omega^2 + -0.02322theta^3 + -0.10370theta^2 omega + 0.38713theta omega^2 + 0.08627omega^3
28812,2024-11-28 06:10:00,0.000777,0.023381,0.016542,10.8450,8414,0,1.00000omega,-0.022021 + -0.00032theta + -0.00271omega + 0.00142theta^2 + -0.00093theta omega + 0.00282omega^2 + 0.00211theta^3 + -0.00025theta^2 omega + -0.03619theta omega^2 + 0.00223omega^3
28813,2024-11-28 06:15:00,0.000552,0.009645,0.006831,2.4481,8186,0,1.00000omega,0.019761 + 0.01068theta + 0.01144omega + 0.00141theta^2 + 0.00382theta omega + 0.05423omega^2 + 0.00003theta^3 + -0.02345theta^2 omega + 0.00140theta omega^2 + 0.03778omega^3
28814,2024-11-28 06:20:00,nan,nan,nan,2222.2090,2073,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28815,2024-11-28 06:25:00,nan,nan,nan,33615.0195,1235,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28816,2024-11-28 06:30:00,nan,nan,nan,3333.9126,1126,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28817,2024-11-28 06:35:00,nan,nan,nan,10459.3408,1367,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28818,2024-11-28 06:40:00,0.000487,0.011641,0.008238,0.9773,4281,0,1.00000omega,-0.109801 + -0.02893theta + 0.05709omega + 0.12301theta^2 + -0.10615theta omega + -0.06035omega^2 + -0.04040theta^3 + -0.00251theta^2 omega + 0.02865theta omega^2 + 0.00206omega^3
28819,2024-11-28 06:45:00,0.000572,0.009247,0.006551,-1.1912,8356,1,1.00000omega,0.225731 + -0.22976theta + 0.23359omega + -0.23534theta^2 + 0.20811theta omega + 0.01650omega^2 + -0.00131theta^3 + 0.00878theta^2 omega + -0.04602theta omega^2 + -0.02464omega^3
28820,2024-11-28 06:50:00,0.000517,0.013695,0.009690,1.4925,3545,0,1.00000omega,0.049531 + -0.23608theta + -0.00116omega + -0.17576theta^2 + 0.00966theta omega + 0.01908omega^2 + -0.03440theta^3 + 0.02701theta^2 omega + -0.00417theta omega^2 + -0.00626omega^3
28821,2024-11-28 06:55:00,0.000354,0.009074,0.006421,0.3519,6370,0,1.00000omega,-2.136851 + -0.73248theta + -0.18487omega + 0.61521theta^2 + -0.02536theta omega + 0.19841omega^2 + 0.01617theta^3 + -0.00616theta^2 omega + -0.40326theta omega^2 + -0.12133omega^3
28822,2024-11-28 07:00:00,0.000513,0.011383,0.008057,1.2584,7013,0,1.00000omega,0.047771 + -0.05130theta + -0.02036omega + 0.00304theta^2 + -0.00293theta omega + -0.02504omega^2 + -0.00405theta^3 + 0.00162theta^2 omega + 0.00216theta omega^2 + -0.05038omega^3
28823,2024-11-28 07:05:00,0.000261,0.009471,0.006699,1.3381,9999,1,1.00000omega,0.148451 + -0.05642theta + -0.00238omega + 0.00111theta^2 + -0.01689theta omega + 0.12162omega^2 + -0.00395theta^3 + 0.00709theta^2 omega + -0.12775theta omega^2 + -0.01291omega^3
28824,2024-11-28 07:10:00,0.000694,0.015798,0.011182,3.7209,9999,1,1.00000omega,0.119891 + -0.00335theta + -0.01467omega + -0.03029theta^2 + -0.09909theta omega + 0.00736omega^2 + -0.00044theta^3 + -0.00270theta^2 omega + 0.00150theta omega^2 + 0.00135omega^3
28825,2024-11-28 07:15:00,0.000565,0.009006,0.006381,2.1006,9999,0,1.00000omega,-0.010601 + -0.03786theta + -0.00822omega + -0.01797theta^2 + -0.00161theta omega + 0.00659omega^2 + -0.00116theta^3 + 0.00007theta^2 omega + 0.00144theta omega^2 + -0.00242omega^3
28826,2024-11-28 07:20:00,0.000560,0.012230,0.008657,-3.8455,8989,0,1.00000omega,-0.750791 + -0.24158theta + 0.01259omega + 0.36512theta^2 + 0.02847theta omega + -0.15034omega^2 + -0.05131theta^3 + 0.00383theta^2 omega + -0.03408theta omega^2 + -0.16711omega^3
28827,2024-11-28 07:25:00,nan,nan,nan,24295.5488,773,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28828,2024-11-28 07:30:00,0.000643,0.013464,0.009531,0.9506,6524,0,1.00000omega,0.197241 + -0.04157theta + 0.04506omega + 0.00426theta^2 + -0.00715theta omega + 0.04017omega^2 + -0.00327theta^3 + -0.01685theta^2 omega + -0.00359theta omega^2 + 0.01497omega^3
28829,2024-11-28 07:35:00,0.000747,0.020337,0.014390,2.0873,9705,0,1.00000omega,0.059371 + 0.00519theta + -0.04184omega + -0.14802theta^2 + -0.00093theta omega + 0.16724omega^2 + -0.05141theta^3 + 0.00075theta^2 omega + 0.11659theta omega^2 + -0.00749omega^3
28830,2024-11-28 07:40:00,0.000347,0.008651,0.006122,4.9443,9999,0,1.00000omega,-0.124071 + 0.01611theta + -0.00625omega + 0.03772theta^2 + -0.13836theta omega + -0.00326omega^2 + -0.01053theta^3 + 0.00025theta^2 omega + 0.00049theta omega^2 + 0.00257omega^3
28831,2024-11-28 07:45:00,0.000511,0.013682,0.009681,4.5350,8203,0,1.00000omega,0.009241 + -0.01751theta + 0.02011omega + 0.00177theta^2 + -0.01746theta omega + -0.00230omega^2 + -0.00177theta^3 + 0.00122theta^2 omega + 0.00182theta omega^2 + -0.00114omega^3
28832,2024-11-28 07:50:00,0.000432,0.011263,0.007970,-3.4216,9853,1,1.00000omega,-1.054361 + -0.26529theta + -0.68141omega + 0.21319theta^2 + -0.15340theta omega + -0.04347omega^2 + -0.03845theta^3 + 0.11823theta^2 omega + 0.08733theta omega^2 + -0.03925omega^3
28833,2024-11-28 07:55:00,0.000436,0.009305,0.006587,-2.8631,8166,0,1.00000omega,0.019321 + -2.22845theta + 0.66967omega + 0.07398theta^2 + -0.03363theta omega + -0.31027omega^2 + 0.37190theta^3 + 0.02778theta^2 omega + 0.01461theta omega^2 + -0.00174omega^3
28834,2024-11-28 08:00:00,nan,nan,nan,15521.8242,1087,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28835,2024-11-28 08:05:00,nan,nan,nan,1918.1628,1100,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28836,2024-11-28 08:10:00,0.000564,0.013015,0.009212,1.3358,9099,0,1.00000omega,-0.048691 + -0.09759theta + -0.01535omega + -0.01795theta^2 + -0.00339theta omega + -0.00294omega^2 + -0.00080theta^3 + -0.00012theta^2 omega + -0.00089theta omega^2 + -0.00416omega^3
28837,2024-11-28 08:15:00,0.000698,0.017461,0.012357,-1.6503,9999,0,1.00000omega,-0.106071 + -0.24091theta + 0.31010omega + 0.06370theta^2 + -0.00035theta omega + -0.05841omega^2 + -0.00183theta^3 + -0.01753theta^2 omega + 0.00136theta omega^2 + 0.00246omega^3
28838,2024-11-28 08:20:00,nan,nan,nan,26156.8730,967,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
28839,2024-11-28 08:25:00,nan,nan,nan,101810.9219,1287,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
