Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
25818,2024-11-17 19:05:00,0.000723,0.018023,0.012755,16.0792,7753,0,1.00000omega,-0.006601 + -0.00126theta + 0.00489omega + 0.00030theta^2 + 0.00272theta omega + -0.00340omega^2 + 0.00007theta^3 + -0.00073theta^2 omega + -0.00298theta omega^2 + 0.00055omega^3
25819,2024-11-17 19:10:00,0.000945,0.015411,0.010918,-0.1962,9999,0,1.00000omega,-0.022051 + -0.07527theta + 0.00397omega + 0.02406theta^2 + -0.22092theta omega + -0.04601omega^2 + -0.00315theta^3 + 0.00865theta^2 omega + 0.13740theta omega^2 + -0.00593omega^3
25820,2024-11-17 19:15:00,nan,nan,nan,15870.6973,1204,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
25821,2024-11-17 19:20:00,nan,nan,nan,45.7443,1752,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
25822,2024-11-17 19:25:00,nan,nan,nan,11579.2930,1192,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
25823,2024-11-17 19:30:00,0.001061,0.020751,0.014692,-1.7000,9999,0,1.00000omega,-1.906811 + -0.29081theta + -0.00425omega + 0.67735theta^2 + -0.03659theta omega + 0.76743omega^2 + -0.13945theta^3 + 0.00004theta^2 omega + -0.00738theta omega^2 + -0.05586omega^3
25824,2024-11-17 19:35:00,0.000955,0.019215,0.013604,-0.6645,5435,0,1.00000omega,-0.057311 + -0.15072theta + -0.01169omega + -0.05235theta^2 + 0.00462theta omega + 0.03122omega^2 + -0.00466theta^3 + 0.00122theta^2 omega + 0.00295theta omega^2 + -0.02343omega^3
25825,2024-11-17 19:40:00,nan,nan,nan,149632.2188,851,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
25826,2024-11-17 19:45:00,0.000776,0.022958,0.016243,-5.1175,9999,0,1.00000omega,0.004731 + 0.04727theta + -0.04797omega + 0.08692theta^2 + -0.35262theta omega + -0.14149omega^2 + -0.14585theta^3 + -0.07297theta^2 omega + 0.08309theta omega^2 + 0.03419omega^3
25827,2024-11-17 19:50:00,0.002061,0.023163,0.016443,10.7979,9999,0,1.00000omega,0.113171 + 0.02265theta + 0.49056omega + -0.08261theta^2 + -0.00240theta omega + 0.18482omega^2 + -0.02592theta^3 + -0.02256theta^2 omega + 0.05786theta omega^2 + -0.10923omega^3
