Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
18867,2024-10-24 12:40:00,0.000231,0.008391,0.005935,-1.4451,7309,1,1.00000omega,-0.028641 + 0.01165theta + 0.00697omega + 0.33080theta^2 + 0.23989theta omega + 0.01602omega^2 + -0.10548theta^3 + -0.20230theta^2 omega + 0.00076theta omega^2 + 0.02834omega^3
18868,2024-10-24 12:45:00,0.000293,0.012015,0.008498,6.0143,9432,0,1.00000omega,0.006751 + 0.01725theta + 0.01399omega + 0.00208theta^2 + 0.00364theta omega + 0.00444omega^2 + 0.00002theta^3 + 0.00100theta^2 omega + 0.00059theta omega^2 + 0.00098omega^3
18869,2024-10-24 12:50:00,0.000386,0.017672,0.012499,0.4995,4406,3,1.00000omega,-0.139661 + -0.20900theta + -0.00824omega + -0.04289theta^2 + -0.00056theta omega + -0.06204omega^2 + -0.02954theta^3 + -0.00370theta^2 omega + -0.08337theta omega^2 + -0.00120omega^3
18870,2024-10-24 12:55:00,0.000253,0.009767,0.006908,-0.2918,6989,0,1.00000omega,-0.462951 + 0.06236theta + 0.04044omega + 0.10397theta^2 + -0.02942theta omega + -0.10987omega^2 + -0.02665theta^3 + 0.05498theta^2 omega + -0.01215theta omega^2 + -0.01160omega^3
18871,2024-10-24 13:00:00,0.000655,0.017205,0.012175,-1.5012,9999,1,1.00000omega,-0.024921 + -0.12875theta + 0.15114omega + -0.00910theta^2 + 0.00118theta omega + -0.00563omega^2 + -0.00045theta^3 + -0.00022theta^2 omega + -0.00029theta omega^2 + 0.00681omega^3
18872,2024-10-24 13:05:00,nan,nan,nan,1100.7001,900,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18873,2024-10-24 13:10:00,0.000464,0.013068,0.009246,1.4204,6431,0,1.00000omega,0.226821 + 0.06954theta + 0.08100omega + -0.50281theta^2 + -0.03939theta omega + 0.06938omega^2 + -0.28070theta^3 + 0.01530theta^2 omega + 0.01583theta omega^2 + 0.03315omega^3
18874,2024-10-24 13:15:00,0.000461,0.010782,0.007631,-1.3001,7114,0,1.00000omega,0.067731 + -0.02294theta + 0.14011omega + -0.02666theta^2 + -0.14273theta omega + 0.24798omega^2 + -0.17160theta^3 + -0.12805theta^2 omega + 0.02353theta omega^2 + 0.00207omega^3
18875,2024-10-24 13:20:00,0.000624,0.013087,0.009265,-0.0409,6625,0,1.00000omega,0.124761 + -1.04532theta + -0.14824omega + -0.24791theta^2 + 0.07191theta omega + 0.17272omega^2 + -0.01964theta^3 + -0.02874theta^2 omega + 0.48685theta omega^2 + -0.00127omega^3
18876,2024-10-24 13:25:00,0.000375,0.009433,0.006675,6.7686,8504,1,1.00000omega,0.013791 + 0.00325theta + 0.00056omega + -0.00231theta^2 + -0.00044theta omega + 0.00250omega^2 + 0.00009theta^3 + -0.00115theta^2 omega + -0.00079theta omega^2 + 0.00015omega^3
18877,2024-10-24 13:30:00,0.000506,0.013602,0.009625,-0.5060,5455,0,1.00000omega,-0.005081 + -1.23918theta + 0.05158omega + -0.01088theta^2 + 0.08237theta omega + 0.17766omega^2 + 0.07482theta^3 + -0.57699theta^2 omega + -0.35328theta omega^2 + 0.02818omega^3
18878,2024-10-24 13:35:00,nan,nan,nan,9123.5225,1024,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18879,2024-10-24 13:40:00,0.000500,0.010287,0.007283,-1.8613,5430,0,1.00000omega,1.548411 + 0.39849theta + 0.19416omega + -0.53063theta^2 + -0.05813theta omega + -0.61277omega^2 + -0.37498theta^3 + -0.43146theta^2 omega + -0.11721theta omega^2 + 0.15709omega^3
18880,2024-10-24 13:45:00,0.000406,0.013385,0.009469,2.6858,7419,2,1.00000omega,0.040161 + -0.02120theta + 0.14060omega + -0.00920theta^2 + -0.00585theta omega + 0.04105omega^2 + 0.00063theta^3 + -0.03383theta^2 omega + -0.02452theta omega^2 + 0.00881omega^3
18881,2024-10-24 13:50:00,0.000441,0.012851,0.009092,0.1792,7094,0,1.00000omega,0.672321 + 1.55948theta + 0.42303omega + -0.09631theta^2 + 0.18147theta omega + -0.01900omega^2 + -0.50286theta^3 + -0.20088theta^2 omega + -0.43913theta omega^2 + 0.04455omega^3
18882,2024-10-24 13:55:00,0.000806,0.018609,0.013171,1.2510,9999,0,1.00000omega,0.053141 + -0.01495theta + 0.05524omega + -0.08166theta^2 + 0.05620theta omega + 0.09260omega^2 + -0.00689theta^3 + 0.05653theta^2 omega + 0.00752theta omega^2 + -0.13438omega^3
18883,2024-10-24 14:00:00,0.008607,0.137741,0.097588,454.0665,7230,5,1.00000omega,0.010431 + -0.01889theta + -0.17490omega + 0.00055theta^2 + 0.01712theta omega + 0.00466omega^2 + -0.00001theta^3 + -0.00020theta^2 omega + -0.00123theta omega^2 + 0.00105omega^3
18884,2024-10-24 14:05:00,0.000949,0.018230,0.012908,0.1338,9999,0,1.00000omega,-0.027061 + -0.22552theta + -0.01546omega + -0.00666theta^2 + 0.12914theta omega + -0.02600omega^2 + -0.00781theta^3 + 0.00147theta^2 omega + -0.00316theta omega^2 + -0.02522omega^3
18885,2024-10-24 14:10:00,nan,nan,nan,2685.2122,1473,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18886,2024-10-24 14:15:00,0.000415,0.009278,0.006567,3.5999,5356,0,1.00000omega,0.070451 + -0.25569theta + 0.00019omega + 0.14400theta^2 + 0.08482theta omega + -0.00400omega^2 + -0.51558theta^3 + 0.03701theta^2 omega + 0.40368theta omega^2 + 0.01503omega^3
18887,2024-10-24 14:20:00,0.000497,0.009324,0.006602,-0.7312,4740,0,1.00000omega,-0.146211 + -0.58127theta + -0.14859omega + 0.20974theta^2 + -0.45135theta omega + -0.04042omega^2 + -0.59157theta^3 + 0.35965theta^2 omega + -0.01054theta omega^2 + -0.05296omega^3
18888,2024-10-24 14:25:00,0.000389,0.007593,0.005376,0.7721,9999,0,1.00000omega,-0.808051 + 1.35638theta + -0.75479omega + -0.02888theta^2 + -0.21012theta omega + 0.14693omega^2 + -0.12791theta^3 + 0.13751theta^2 omega + -0.00407theta omega^2 + 0.03330omega^3
18889,2024-10-24 14:30:00,0.000970,0.012242,0.008684,7.4544,9999,0,1.00000omega,-0.008931 + -0.00661theta + -0.00059omega + 0.00330theta^2 + -0.00365theta omega + -0.00182omega^2 + -0.00412theta^3 + -0.00009theta^2 omega + -0.00368theta omega^2 + -0.00179omega^3
18890,2024-10-24 14:35:00,0.000511,0.007069,0.005012,-1.9761,8338,0,1.00000omega,-1.971411 + -1.11532theta + 1.05705omega + 1.39987theta^2 + 0.16193theta omega + 0.62902omega^2 + 0.00630theta^3 + 0.09562theta^2 omega + -0.31587theta omega^2 + -0.51855omega^3
18891,2024-10-24 14:40:00,0.000408,0.014058,0.009945,-0.4169,6074,0,1.00000omega,0.073111 + -0.65088theta + -0.15832omega + -0.16850theta^2 + 0.01364theta omega + -0.00325omega^2 + -0.00105theta^3 + -0.01004theta^2 omega + 0.01164theta omega^2 + -0.01679omega^3
18892,2024-10-24 14:45:00,0.000514,0.020876,0.014766,6.7611,9999,0,1.00000omega,0.012061 + 0.01238theta + 0.00008omega + -0.00805theta^2 + 0.00471theta omega + -0.00061omega^2 + -0.00066theta^3 + -0.00065theta^2 omega + 0.00096theta omega^2 + 0.00116omega^3
18893,2024-10-24 14:50:00,0.000403,0.013437,0.009506,-2.8715,6712,0,1.00000omega,-0.534921 + -0.37732theta + -0.05365omega + 0.28979theta^2 + -0.08337theta omega + 0.14607omega^2 + -0.58678theta^3 + 0.19432theta^2 omega + 0.48905theta omega^2 + -0.00871omega^3
18894,2024-10-24 14:55:00,0.001647,0.019549,0.013872,18.5825,9999,1,1.00000omega,-0.457211 + -0.04182theta + 0.00035omega + 0.08669theta^2 + -0.00553theta omega + -0.00127omega^2 + -0.01093theta^3 + 0.00133theta^2 omega + 0.00434theta omega^2 + -0.01554omega^3
18895,2024-10-24 15:00:00,0.000495,0.010020,0.007094,-3.5329,6560,0,1.00000omega,0.103271 + -0.18036theta + -0.12298omega + 0.03580theta^2 + 0.50330theta omega + 0.07385omega^2 + -0.07182theta^3 + -0.02915theta^2 omega + -0.01914theta omega^2 + -0.00188omega^3
18896,2024-10-24 15:05:00,0.000408,0.014877,0.010524,7.0775,6982,0,1.00000omega,-0.007451 + 0.01781theta + -0.00896omega + -0.01182theta^2 + 0.00502theta omega + 0.01800omega^2 + -0.00546theta^3 + -0.00147theta^2 omega + 0.02002theta omega^2 + 0.01420omega^3
18897,2024-10-24 15:10:00,0.000675,0.006580,0.004677,5.5229,9999,0,1.00000omega,0.216951 + 0.39438theta + -0.03622omega + 0.01464theta^2 + -0.07977theta omega + 0.00997omega^2 + -0.15145theta^3 + 0.02306theta^2 omega + -0.02325theta omega^2 + -0.02104omega^3
18898,2024-10-24 15:15:00,0.000547,0.012951,0.009166,-0.1906,6203,1,1.00000omega,-0.027141 + 0.01618theta + -0.06244omega + -0.13812theta^2 + 0.22022theta omega + 0.04269omega^2 + -0.10638theta^3 + -0.01915theta^2 omega + 0.20311theta omega^2 + -0.01662omega^3
18899,2024-10-24 15:20:00,0.000554,0.010426,0.007383,-2.8251,6827,0,1.00000omega,1.242491 + 2.79671theta + 0.41842omega + -0.06965theta^2 + 0.03443theta omega + 0.04296omega^2 + -0.52689theta^3 + -0.02080theta^2 omega + -0.36906theta omega^2 + -0.20892omega^3
18900,2024-10-24 15:25:00,0.001477,0.017878,0.012684,1.2554,9999,0,1.00000omega,0.057231 + 0.00983theta + 0.12616omega + -0.09818theta^2 + 0.22824theta omega + 0.02892omega^2 + -0.11110theta^3 + -0.12587theta^2 omega + 0.06088theta omega^2 + -0.00259omega^3
18901,2024-10-24 15:30:00,0.000629,0.022487,0.015907,-2.6651,4179,0,1.00000omega,0.079101 + -0.09560theta + -0.02197omega + 0.10311theta^2 + 0.11454theta omega + 0.00104omega^2 + -0.02876theta^3 + -0.01253theta^2 omega + 0.00574theta omega^2 + 0.02886omega^3
18902,2024-10-24 15:35:00,0.000533,0.013261,0.009384,-4.1849,7335,0,1.00000omega,0.081561 + -0.04430theta + -0.04032omega + -0.33298theta^2 + -0.01653theta omega + -0.03443omega^2 + 0.01389theta^3 + -0.05571theta^2 omega + -0.41657theta omega^2 + 0.00995omega^3
18903,2024-10-24 15:40:00,0.000505,0.015209,0.010760,-0.9879,4112,0,1.00000omega,0.187821 + -0.08797theta + -0.02590omega + 0.01669theta^2 + 0.00625theta omega + 0.02202omega^2 + -0.00044theta^3 + -0.00457theta^2 omega + -0.06822theta omega^2 + -0.00226omega^3
18904,2024-10-24 15:45:00,nan,nan,nan,11985.4473,1276,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18905,2024-10-24 15:50:00,0.000523,0.021496,0.015205,4.8591,7450,0,1.00000omega,0.059771 + 0.00514theta + -0.08583omega + -0.00338theta^2 + -0.00689theta omega + -0.00371omega^2 + -0.00649theta^3 + -0.00930theta^2 omega + -0.00033theta omega^2 + -0.00033omega^3
18906,2024-10-24 15:55:00,0.000826,0.018716,0.013247,8.4208,4583,5,1.00000omega,-0.017561 + -0.00812theta + 0.01237omega + -0.02306theta^2 + -0.01650theta omega + 0.01302omega^2 + -0.01767theta^3 + 0.00166theta^2 omega + 0.02279theta omega^2 + -0.00711omega^3
18907,2024-10-24 16:00:00,nan,nan,nan,25034.3613,1134,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18908,2024-10-24 16:05:00,0.000460,0.012443,0.008804,4.0613,7581,4,1.00000omega,0.186111 + -0.09208theta + -0.01429omega + 0.00235theta^2 + 0.00442theta omega + 0.02306omega^2 + -0.00244theta^3 + -0.00320theta^2 omega + -0.00387theta omega^2 + 0.00284omega^3
18909,2024-10-24 16:10:00,0.000388,0.012992,0.009191,-0.7271,9999,0,1.00000omega,-0.013381 + -0.00011theta + -0.00589omega + -0.00073theta^2 + -0.00464theta omega + 0.03239omega^2 + -0.00208theta^3 + -0.00972theta^2 omega + 0.00444theta omega^2 + 0.02681omega^3
18910,2024-10-24 16:15:00,0.000446,0.015704,0.011109,0.0093,7351,0,1.00000omega,0.053431 + -1.17113theta + 0.03725omega + -0.49527theta^2 + 0.19541theta omega + -0.04383omega^2 + -0.02777theta^3 + 0.15133theta^2 omega + 0.21506theta omega^2 + -0.00858omega^3
18911,2024-10-24 16:20:00,nan,nan,nan,95.5791,1230,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18912,2024-10-24 16:25:00,0.000801,0.011536,0.008177,0.1882,8221,0,1.00000omega,0.317851 + -0.25611theta + -0.21087omega + -0.09682theta^2 + 0.09505theta omega + -0.00566omega^2 + -0.18932theta^3 + 0.26288theta^2 omega + -0.19579theta omega^2 + -0.03112omega^3
18913,2024-10-24 16:30:00,0.002080,0.047752,0.033798,36.5606,3182,5,1.00000omega,0.013141 + 0.00325theta + 0.08387omega + 0.03817theta^2 + -0.01156theta omega + -0.26701omega^2 + -0.01178theta^3 + 0.02208theta^2 omega + 0.01482theta omega^2 + 0.00142omega^3
18914,2024-10-24 16:35:00,0.000602,0.013796,0.009764,0.7531,8056,0,1.00000omega,0.049691 + -0.05223theta + 0.07196omega + 0.00234theta^2 + -0.00971theta omega + 0.00331omega^2 + 0.00005theta^3 + 0.00015theta^2 omega + -0.00293theta omega^2 + 0.00023omega^3
18915,2024-10-24 16:40:00,0.000447,0.011520,0.008152,-1.2353,9890,1,1.00000omega,1.706861 + 0.00666theta + 0.35283omega + -0.38331theta^2 + 0.05677theta omega + 0.01044omega^2 + -0.06462theta^3 + -0.06039theta^2 omega + -0.00256theta omega^2 + 0.12871omega^3
18916,2024-10-24 16:45:00,nan,nan,nan,20.9683,1399,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
18917,2024-10-24 16:50:00,0.000384,0.011397,0.008064,-3.0042,5289,0,1.00000omega,0.152781 + -1.22395theta + -0.01135omega + -0.00085theta^2 + 0.48911theta omega + -0.03651omega^2 + 0.02291theta^3 + 0.00351theta^2 omega + 0.04659theta omega^2 + -0.00195omega^3
