Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
26811,2024-11-21 06:40:00,0.000300,0.007848,0.005554,0.7157,5598,0,1.00000omega,0.035241 + 0.13937theta + 0.06810omega + 0.00186theta^2 + 0.36399theta omega + -0.03180omega^2 + -0.43010theta^3 + 0.03620theta^2 omega + 0.13921theta omega^2 + -0.00191omega^3
26812,2024-11-21 06:45:00,nan,nan,nan,30393.4453,1230,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
26813,2024-11-21 06:50:00,0.001511,0.035997,0.025476,91.2316,1516,5,1.00000omega,0.002751 + -0.00219theta + 0.00375omega + -0.00031theta^2 + -0.00100theta omega + 0.01244omega^2 + -0.00019theta^3 + -0.00089theta^2 omega + 0.00011theta omega^2 + -0.00080omega^3
26814,2024-11-21 06:55:00,nan,nan,nan,12804.5967,1343,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
26815,2024-11-21 07:00:00,nan,nan,nan,99.2812,969,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
26816,2024-11-21 07:05:00,0.000344,0.008246,0.005836,-0.6550,7330,1,1.00000omega,0.474931 + 0.65643theta + -0.01215omega + -0.55805theta^2 + -0.02977theta omega + 0.19263omega^2 + -0.33707theta^3 + -0.11832theta^2 omega + 0.05564theta omega^2 + -0.00102omega^3
26817,2024-11-21 07:10:00,0.000668,0.015122,0.010703,0.2659,8279,3,1.00000omega,-1.034681 + -0.01803theta + 0.10373omega + 0.21973theta^2 + -0.00732theta omega + -0.02703omega^2 + -0.04055theta^3 + -0.00397theta^2 omega + 0.00043theta omega^2 + 0.09263omega^3
26818,2024-11-21 07:15:00,0.000467,0.011713,0.008289,-1.1055,8989,0,1.00000omega,-0.018991 + 0.00131theta + 0.06910omega + -0.00715theta^2 + -0.26016theta omega + 0.08323omega^2 + -0.00967theta^3 + 0.00089theta^2 omega + 0.10176theta omega^2 + 0.00171omega^3
26819,2024-11-21 07:20:00,0.000563,0.011370,0.008050,-3.8582,8245,0,1.00000omega,-0.046451 + -0.01511theta + 0.24281omega + 0.26813theta^2 + 0.01251theta omega + -0.38998omega^2 + -0.05853theta^3 + 0.00033theta^2 omega + 0.01994theta omega^2 + -0.00139omega^3
26820,2024-11-21 07:25:00,0.001147,0.023645,0.016739,48.1168,9999,0,1.00000omega,-0.013041 + -0.00062theta + -0.00509omega + -0.00042theta^2 + -0.00083theta omega + 0.00019omega^2 + -0.00033theta^3 + 0.00002theta^2 omega + -0.00058theta omega^2 + 0.00034omega^3
26821,2024-11-21 07:30:00,nan,nan,nan,34493.0547,937,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
