Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
22839,2024-11-07 09:15:00,0.000316,0.008628,0.006105,3.2628,6887,1,1.00000omega,0.061291 + 0.04047theta + 0.01572omega + -0.02403theta^2 + 0.06131theta omega + 0.05334omega^2 + -0.01694theta^3 + 0.00527theta^2 omega + 0.00990theta omega^2 + -0.01282omega^3
22840,2024-11-07 09:20:00,0.000426,0.009506,0.006729,2.9965,8461,0,1.00000omega,0.040411 + 0.01038theta + -0.00764omega + -0.00036theta^2 + 0.01843theta omega + 0.00822omega^2 + -0.01467theta^3 + 0.00887theta^2 omega + -0.00144theta omega^2 + -0.04034omega^3
22841,2024-11-07 09:25:00,0.000471,0.010355,0.007330,4.6542,6049,0,1.00000omega,-0.054031 + -0.01007theta + 0.00345omega + -0.00095theta^2 + -0.00100theta omega + -0.00050omega^2 + -0.01665theta^3 + -0.00156theta^2 omega + -0.01323theta omega^2 + 0.00008omega^3
22842,2024-11-07 09:30:00,nan,nan,nan,2323.1709,954,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
22843,2024-11-07 09:35:00,0.000398,0.010280,0.007274,16.0759,9999,0,1.00000omega,0.031031 + -0.01563theta + 0.02090omega + -0.00036theta^2 + -0.00094theta omega + 0.00125omega^2 + 0.00077theta^3 + -0.00223theta^2 omega + 0.00027theta omega^2 + -0.00087omega^3
22844,2024-11-07 09:40:00,0.000295,0.008470,0.005993,0.9510,7899,0,1.00000omega,-1.537171 + -1.31787theta + 1.42823omega + 0.63443theta^2 + 1.00354theta omega + -0.18022omega^2 + 0.00821theta^3 + -0.56412theta^2 omega + -0.01789theta omega^2 + -0.00157omega^3
22845,2024-11-07 09:45:00,0.000298,0.011575,0.008187,4.1335,9725,0,1.00000omega,0.020191 + 0.02054theta + -0.00218omega + 0.00001theta^2 + 0.01436theta omega + 0.00130omega^2 + 0.00020theta^3 + -0.00021theta^2 omega + 0.00174theta omega^2 + -0.00060omega^3
22846,2024-11-07 09:50:00,0.000381,0.010923,0.007729,-0.3118,5816,0,1.00000omega,-0.018211 + -0.24772theta + -0.12449omega + -0.05165theta^2 + 0.00641theta omega + -0.01559omega^2 + -0.00138theta^3 + 0.00032theta^2 omega + 0.00017theta omega^2 + -0.00758omega^3
22847,2024-11-07 09:55:00,0.000324,0.009562,0.006765,8.6242,7551,0,1.00000omega,0.078381 + -0.09517theta + 0.00722omega + -0.03048theta^2 + -0.01142theta omega + 0.00230omega^2 + -0.00130theta^3 + 0.00142theta^2 omega + -0.00589theta omega^2 + -0.00125omega^3
22848,2024-11-07 10:00:00,nan,nan,nan,30776.7871,1138,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
