Combo_Index,Sigma,Degree,Threshold,Mean_RMSE_Omega,Median_RMSE_Omega,Std_RMSE_Omega,Mean_RMSE_Theta,Mean_RMSE_Total,Num_Success,Num_Total
50,15,2,1.0e-10,0.080204,0.034271,0.235486,4.349842,3.076435,230,300
