Combo_Index,Sigma,Degree,Threshold,Mean_RMSE_Omega,Median_RMSE_Omega,Std_RMSE_Omega,Mean_RMSE_Theta,Mean_RMSE_Total,Num_Success,Num_Total
46,15,1,1.0e-05,0.055792,0.037801,0.085674,3.131927,2.215028,300,300
