Combo_Index,Sigma,Degree,Threshold,Mean_RMSE_Omega,Median_RMSE_Omega,Std_RMSE_Omega,Mean_RMSE_Theta,Mean_RMSE_Total,Num_Success,Num_Total
21,5,2,1.0e-05,0.107773,0.068819,0.224982,4.668310,3.302075,247,300
