Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
39380,2025-01-08 07:50:00,0.007192,0.066869,0.047556,0.165142,26.640384,18.837958,-0.0304,1063,0,1.00000omega,0.002511 + 0.00521theta + 0.00110omega + -0.00426theta^2 + 0.00182theta omega + 0.00115omega^2,0.000426*omega**2 + 2.2e-5*omega*theta - 3.3e-5*omega - 2.0e-6*theta**2 + 1.7e-5*theta - 2.7e-5,1.602237e-04,3.594391e-05
39381,2025-01-08 07:55:00,0.008371,0.103812,0.073644,0.121535,16.500026,11.667597,2.1708,1533,0,1.00000omega,-0.000051 + -0.00209theta + 0.00242omega + -0.00058theta^2 + -0.00038theta omega + -0.00083omega^2,-0.000354*omega**2 - 5.0e-6*omega*theta + 9.7e-5*omega - 0.e-6*theta + 4.0e-6,1.814600e-04,2.834735e-05
39382,2025-01-08 08:00:00,0.007940,0.092227,0.065455,0.048680,1.898056,1.342570,10.8770,1645,0,1.00000omega,0.001561 + -0.00041theta + -0.00078omega + 0.00075theta^2 + -0.00178theta omega + -0.00219omega^2,-0.001507*omega**2 - 4.1e-5*omega*theta - 0.000396*omega + 1.0e-6*theta**2 + 1.0e-5*theta + 4.6e-5,1.575329e-04,1.845745e-05
39383,2025-01-08 08:05:00,0.029374,0.218650,0.155998,0.088605,4.980842,3.522544,64.1422,662,1,1.00000omega,-0.002551 + -0.06165theta + 0.00277omega + -0.00191theta^2 + 0.00298theta omega + 0.02060omega^2,0.008139*omega**2 + 3.9e-5*omega*theta + 2.3e-5*omega - 0.e-6*theta**2 - 6.6e-5*theta + 0.000111,6.883071e-02,7.784351e-05
39384,2025-01-08 08:10:00,0.008212,0.089786,0.063754,0.088204,2.374018,1.679842,2.4798,1164,0,1.00000omega,-0.003651 + -1.05587theta + -0.00880omega + 0.01867theta^2 + 0.02796theta omega + -0.00665omega^2,-0.002886*omega**2 + 0.000405*omega*theta + 0.000873*omega + 9.0e-6*theta**2 - 0.001121*theta - 0.003317,3.778983e-04,3.468317e-05
39385,2025-01-08 08:15:00,nan,nan,nan,nan,nan,nan,255.3154,41,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
39386,2025-01-08 08:20:00,0.008869,0.021697,0.016574,0.179803,18.564320,13.127572,6.1303,1428,0,1.00000omega,-0.000301 + -0.00424theta + 0.00011omega + 0.00441theta^2 + 0.00455theta omega + 0.00225omega^2,0.001139*omega**2 + 7.7e-5*omega*theta - 0.000208*omega + 2.0e-6*theta**2 - 1.8e-5*theta + 3.1e-5,1.598457e-04,3.819757e-05
39387,2025-01-08 08:25:00,0.008686,0.035323,0.025721,0.075045,5.401432,3.819758,4.2983,2084,1,1.00000omega,0.001411 + -0.00090theta + 0.00025omega + 0.00116theta^2 + 0.00494theta omega + 0.00121omega^2,0.000558*omega**2 + 7.6e-5*omega*theta + 0.000375*omega + 1.0e-6*theta**2 + 5.0e-6*theta + 1.2e-5,2.236546e-04,3.947147e-05
39388,2025-01-08 08:30:00,0.008642,0.042756,0.030845,0.125720,3.328641,2.355383,7.0285,910,0,1.00000omega,-0.034851 + -1.23362theta + -0.02303omega + 0.01575theta^2 + -0.60723theta omega + -0.00922omega^2,-0.004984*omega**2 - 0.010942*omega*theta - 0.053286*omega + 9.0e-6*theta**2 - 0.00128*theta - 0.006433,1.046595e-03,1.780338e-05
39389,2025-01-08 08:35:00,0.008059,0.095178,0.067542,0.080716,3.812373,2.696359,2.9721,1103,0,1.00000omega,-0.000001 + 0.00127theta + -0.00383omega + -0.00033theta^2 + -0.00266theta omega + -0.00117omega^2,-0.000531*omega**2 - 4.0e-5*omega*theta - 0.000375*omega - 0.e-6*theta + 2.0e-6,1.040148e-03,3.947189e-05
39390,2025-01-08 08:40:00,0.013025,0.050014,0.036545,0.068519,1.751276,1.239286,6.3246,1032,1,1.00000omega,0.003321 + -0.42220theta + 0.00085omega + 0.00772theta^2 + 0.00079theta omega + 0.00164omega^2,0.000582*omega**2 + 9.0e-6*omega*theta + 8.6e-5*omega + 3.0e-6*theta**2 - 0.000431*theta - 0.002776,1.840172e-03,2.011254e-05
39391,2025-01-08 08:45:00,0.017193,0.124708,0.089016,0.108844,15.827485,11.191986,37.8195,48,5,1.00000omega,-0.002791 + -0.00184theta + 0.00052omega + -0.00116theta^2 + -0.00019theta omega + -0.00643omega^2,-0.003366*omega**2 - 3.0e-6*omega*theta + 3.4e-5*omega - 0.e-6*theta**2 + 5.0e-6*theta - 1.3e-5,2.081031e-03,2.614978e-05
