Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
67320,2025-04-15 16:20:00,0.012436,0.158230,0.112231,0.139715,10.203603,7.215713,3.3784,1300,0,1.00000omega,0.000071 + -0.00114theta + -0.00081omega + -0.00014theta^2 + -0.00315theta omega + 0.00209omega^2,0.000637*omega**2 - 3.2e-5*omega*theta + 0.000525*omega + 8.0e-6,1.341717e-03,5.843067e-05
67321,2025-04-15 16:25:00,0.010395,0.116141,0.082453,0.193986,7.765562,5.492795,5.0608,1467,0,1.00000omega,0.014001 + -0.43836theta + -0.00730omega + 0.00505theta^2 + 0.07689theta omega + -0.00211omega^2,-0.000867*omega**2 + 0.001053*omega*theta - 0.009503*omega + 2.0e-6*theta**2 - 0.000528*theta + 0.004501,2.074397e-04,4.092439e-05
67322,2025-04-15 16:30:00,0.014183,0.042523,0.031697,0.107571,1.944567,1.377119,4.8394,875,0,1.00000omega,0.020111 + -2.46202theta + 0.01937omega + 0.01838theta^2 + -0.12070theta omega + -0.00626omega^2,-0.00187*omega**2 - 0.001202*omega*theta - 0.002327*omega + 6.0e-6*theta**2 - 0.002705*theta - 0.006653,5.978422e-04,6.936515e-05
67323,2025-04-15 16:35:00,0.012810,0.077003,0.055198,0.125442,14.046049,9.932453,4.7139,952,0,1.00000omega,-0.001171 + -0.00003theta + 0.00019omega + -0.00060theta^2 + 0.00023theta omega + -0.00024omega^2,-7.8e-5*omega**2 + 2.0e-6*omega*theta - 1.0e-5*omega + 3.0e-6*theta - 1.3e-5,9.667946e-04,4.433897e-05
67324,2025-04-15 16:40:00,0.012875,0.029983,0.023073,nan,nan,nan,1.8284,782,0,1.00000omega,0.023041 + -0.75771theta + -0.05334omega + -0.47785theta^2 + 0.01108theta omega + 0.06705omega^2,0.016866*omega**2 + 9.3e-5*omega*theta - 0.002071*omega - 0.000134*theta**2 + 0.001429,4.459342e-03,6.093687e-05
67325,2025-04-15 16:45:00,0.013622,0.099072,0.070713,0.138921,15.066926,10.654379,5.6763,1239,0,1.00000omega,0.000321 + 0.00145theta + -0.00439omega + -0.00023theta^2 + 0.00223theta omega + 0.00212omega^2,0.000682*omega**2 + 2.4e-5*omega*theta + 0.000102*omega + 9.0e-6,1.379352e-03,7.515706e-05
67326,2025-04-15 16:50:00,0.015133,0.089308,0.064050,0.177918,21.900315,15.486372,6.0674,1132,0,1.00000omega,-0.000361 + -0.00037theta + 0.00196omega + 0.00019theta^2 + 0.00166theta omega + 0.00016omega^2,4.8e-5*omega**2 + 1.7e-5*omega*theta + 0.000216*omega + 1.0e-6*theta,5.043555e-04,5.768640e-05
67327,2025-04-15 16:55:00,0.014544,0.083059,0.059625,0.087756,2.097867,1.484713,-34624588.0000,1029,0,1.00000omega,-0.029281 + -2.62016theta + -0.01538omega + -0.14518theta^2 + 0.00239theta omega + 0.36436omega^2,0.100173*omega**2 + 2.2e-5*omega*theta - 0.000439*omega - 4.4e-5*theta**2 - 0.003211*theta - 0.010457,2.715990e-02,5.979412e-05
67328,2025-04-15 17:00:00,0.013255,0.363276,0.257046,0.180098,30.032880,21.236835,2.6245,1673,0,1.00000omega,0.002351 + -0.00167theta + -0.00061omega + 0.00065theta^2 + 0.00110theta omega + 0.00119omega^2,0.000323*omega**2 + 1.0e-5*omega*theta + 0.00023*omega + 8.0e-6*theta + 8.7e-5,2.319528e-03,5.385020e-05
67329,2025-04-15 17:05:00,0.013190,0.062397,0.045096,0.159692,8.512888,6.020580,4.5861,934,0,1.00000omega,0.008861 + -0.45187theta + 0.00889omega + -0.00143theta^2 + -0.00310theta omega + 0.00375omega^2,0.001165*omega**2 - 3.2e-5*omega*theta + 0.000645*omega - 0.000491*theta + 0.00542,9.058694e-04,6.787465e-05
