Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
82060,2025-06-05 23:40:00,nan,nan,nan,nan,nan,nan,66.5904,36,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82061,2025-06-05 23:45:00,nan,nan,nan,nan,nan,nan,28.3931,76,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82062,2025-06-05 23:50:00,0.011695,0.074099,0.053044,0.134693,13.457841,9.516607,2.2101,1904,0,1.00000omega,0.003671 + 0.00276theta + -0.00203omega + -0.00126theta^2 + -0.00448theta omega + 0.00525omega^2,0.001479*omega**2 - 4.2e-5*omega*theta - 0.000401*omega - 3.0e-6*theta + 1.4e-5,5.998470e-03,6.809535e-05
82063,2025-06-05 23:55:00,0.013999,0.139130,0.098876,0.154600,19.946799,14.104941,4.1291,1163,0,1.00000omega,0.002831 + -0.00980theta + 0.00001omega + -0.00094theta^2 + -0.00154theta omega + -0.00185omega^2,-0.000529*omega**2 - 1.5e-5*omega*theta - 0.000224*omega - 2.0e-5*theta - 0.000225,8.427561e-04,8.875321e-05
82064,2025-06-06 00:00:00,nan,nan,nan,nan,nan,nan,43.3635,91,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82065,2025-06-06 00:05:00,0.014156,0.075455,0.054286,0.159223,5.568265,3.938967,5.9682,1128,0,1.00000omega,-0.004191 + -0.71556theta + -0.00626omega + 0.00004theta^2 + -0.01056theta omega + 0.01312omega^2,0.004126*omega**2 - 0.000111*omega*theta + 0.000532*omega - 0.000795*theta + 0.005304,4.448548e-04,1.005496e-04
82066,2025-06-06 00:10:00,0.015018,0.129932,0.092487,0.173066,17.740453,12.544992,2.6209,1165,0,1.00000omega,-0.001711 + -0.00759theta + 0.00008omega + 0.00090theta^2 + -0.00034theta omega + -0.00001omega^2,-2.0e-6*omega**2 - 3.0e-6*omega*theta - 3.1e-5*omega - 3.0e-6*theta - 7.3e-5,2.728127e-03,6.772883e-05
82067,2025-06-06 00:15:00,0.012844,0.075893,0.054428,0.125734,10.080949,7.128862,4.5188,927,0,1.00000omega,-0.000301 + -0.00048theta + 0.00181omega + 0.00224theta^2 + 0.00117theta omega + -0.00038omega^2,-0.000122*omega**2 + 1.2e-5*omega*theta + 0.000171*omega + 1.0e-6*theta**2 + 1.4e-5*theta + 5.7e-5,2.215753e-04,7.744201e-05
82068,2025-06-06 00:20:00,0.012801,0.074212,0.053251,0.126092,15.373739,10.871241,4.9011,944,0,1.00000omega,-0.001511 + -0.00032theta + 0.00266omega + 0.00050theta^2 + -0.00014theta omega + -0.00361omega^2,-0.001162*omega**2 - 2.0e-6*omega*theta + 9.3e-5*omega - 1.0e-6*theta - 3.0e-6,9.512649e-04,1.113074e-04
82069,2025-06-06 00:25:00,nan,nan,nan,nan,nan,nan,327.1676,44,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82070,2025-06-06 00:30:00,0.013771,0.031319,0.024192,0.107854,5.035577,3.561507,7.5724,1224,0,1.00000omega,0.000601 + -0.49685theta + -0.00962omega + 0.00611theta^2 + -0.00269theta omega + -0.00199omega^2,-0.000694*omega**2 - 3.1e-5*omega*theta - 0.000495*omega + 2.0e-6*theta**2 - 0.000526*theta - 0.00301,1.584256e-03,4.803119e-05
82071,2025-06-06 00:35:00,0.011869,0.063033,0.045355,0.088682,2.616851,1.851455,6.4980,1311,0,1.00000omega,-0.009211 + -0.99301theta + 0.00622omega + 0.00021theta^2 + 0.02360theta omega + 0.01100omega^2,0.004225*omega**2 + 0.000302*omega*theta - 0.000111*omega - 0.001104*theta + 0.001134,1.397703e-03,6.018441e-05
82072,2025-06-06 00:40:00,0.010552,0.156200,0.110702,0.097871,6.597854,4.665900,3.1742,1963,0,1.00000omega,-0.000521 + 0.00013theta + -0.00036omega + -0.00010theta^2 + -0.00003theta omega + -0.00141omega^2,-0.000484*omega**2 - 1.8e-5*omega - 1.0e-6*theta - 1.1e-5,3.837120e-04,8.624047e-05
82073,2025-06-06 00:45:00,0.015877,0.123485,0.088036,0.188530,19.104046,13.509258,4.6570,1267,0,1.00000omega,0.003771 + -0.00194theta + 0.00401omega + -0.00003theta^2 + 0.00140theta omega + -0.02632omega^2,-0.006921*omega**2 + 1.2e-5*omega*theta + 0.000129*omega - 2.0e-6*theta + 1.7e-5,6.595548e-04,7.622750e-05
82074,2025-06-06 00:50:00,0.017306,0.410231,0.290335,0.211571,27.335123,19.329430,-1.9460,1498,0,1.00000omega,0.000391 + -0.00137theta + 0.00922omega + 0.00042theta^2 + -0.00203theta omega + -0.00526omega^2,-0.001631*omega**2 - 2.1e-5*omega*theta + 0.000267*omega - 0.e-6*theta - 0.e-6,3.329615e-03,7.474177e-05
82075,2025-06-06 00:55:00,0.015080,0.220868,0.156541,0.121726,6.776519,4.792496,12.0963,1219,0,1.00000omega,0.005181 + -0.08978theta + -0.00246omega + 0.01344theta^2 + -0.00076theta omega + -0.00571omega^2,-0.00224*omega**2 - 1.0e-5*omega*theta + 8.2e-5*omega + 6.0e-6*theta**2 - 0.000293*theta + 0.003253,1.131451e-03,5.040745e-05
82076,2025-06-06 01:00:00,0.013657,0.101855,0.072667,0.067242,1.502698,1.063632,1.2262,1051,0,1.00000omega,0.006261 + -0.38721theta + -0.01651omega + 0.01373theta^2 + -0.00017theta omega + -0.00265omega^2,-0.000618*omega**2 - 1.0e-6*omega*theta - 0.000547*omega + 4.0e-6*theta**2 - 0.000449*theta + 0.001198,6.918623e-04,8.758678e-05
82077,2025-06-06 01:05:00,nan,nan,nan,nan,nan,nan,954.9594,86,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82078,2025-06-06 01:10:00,0.017802,0.049828,0.037415,0.546025,49.391922,34.927497,-1012604.0625,959,0,1.00000omega,-0.005181 + -0.01843theta + -0.00107omega + 0.00796theta^2 + 0.00091theta omega + -0.00957omega^2,-0.002277*omega**2 + 7.0e-6*omega*theta - 0.00011*omega + 2.0e-6*theta**2 - 6.4e-5*theta + 0.000408,3.838189e-03,6.271941e-05
82079,2025-06-06 01:15:00,0.011833,0.075544,0.054069,0.093739,2.687797,1.901715,3.0185,1056,0,1.00000omega,-0.009001 + -0.57949theta + 0.01687omega + -0.00019theta^2 + -0.00272theta omega + -0.00062omega^2,-0.000192*omega**2 - 2.8e-5*omega*theta + 0.000452*omega - 0.000644*theta - 0.002559,4.234837e-04,7.778950e-05
82080,2025-06-06 01:20:00,nan,nan,nan,nan,nan,nan,787.5560,19,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82081,2025-06-06 01:25:00,0.012098,0.028519,0.021906,0.096430,14.438403,10.209721,23.7726,1521,0,1.00000omega,0.002321 + -0.00082theta + 0.00085omega + 0.00012theta^2 + -0.00022theta omega + 0.00034omega^2,0.000214*omega**2 - 5.0e-6*omega*theta + 7.6e-5*omega - 3.0e-6*theta + 2.2e-5,9.870937e-04,3.590578e-05
82082,2025-06-06 01:30:00,0.058491,1.149364,0.813775,0.084605,3.597040,2.544195,304.3138,69,5,1.00000omega,-0.002331 + -0.00048theta + -0.00517omega + -0.00003theta^2 + -0.00036theta omega + -0.00306omega^2,-0.001168*omega**2 - 5.0e-6*omega*theta - 5.1e-5*omega - 2.0e-6,nan,nan
82083,2025-06-06 01:35:00,nan,nan,nan,nan,nan,nan,125.2868,99,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82084,2025-06-06 01:40:00,0.017349,0.217652,0.154391,0.155744,8.352851,5.907384,4.0124,1847,0,1.00000omega,-0.001431 + 0.00058theta + -0.00008omega + -0.00058theta^2 + 0.00139theta omega + 0.00045omega^2,0.000107*omega**2 + 1.1e-5*omega*theta + 6.0e-6*omega - 6.0e-6,7.690363e-04,6.908255e-05
82085,2025-06-06 01:45:00,nan,nan,nan,nan,nan,nan,719.2242,41,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82086,2025-06-06 01:50:00,0.015832,0.119089,0.084950,0.214350,34.831326,24.629933,12.8606,1937,0,1.00000omega,0.000171 + -0.01353theta + -0.00851omega + -0.00016theta^2 + 0.00006theta omega + 0.00110omega^2,0.000409*omega**2 + 1.0e-6*omega*theta - 0.000289*omega - 1.4e-5*theta + 0.000103,3.849488e-04,7.794647e-05
82087,2025-06-06 01:55:00,0.014934,0.186286,0.132147,0.093765,4.582947,3.241311,6.2907,1196,0,1.00000omega,-0.006291 + -0.09168theta + -0.00222omega + -0.00164theta^2 + -0.00332theta omega + -0.00454omega^2,-0.001369*omega**2 - 3.3e-5*omega*theta + 0.000541*omega - 0.e-6*theta**2 - 8.2e-5*theta + 0.001667,5.729699e-04,7.542005e-05
82088,2025-06-06 02:00:00,nan,nan,nan,nan,nan,nan,232.5457,44,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82089,2025-06-06 02:05:00,0.015983,0.036674,0.028288,0.397265,51.608240,36.493618,10.2461,1018,0,1.00000omega,0.000531 + 0.00046theta + -0.00018omega + 0.00205theta^2 + -0.00015theta omega + 0.00022omega^2,7.4e-5*omega**2 - 2.0e-6*omega*theta + 5.0e-6*omega + 1.0e-6*theta**2 - 1.0e-5*theta + 3.3e-5,1.232043e-03,5.039917e-05
82090,2025-06-06 02:10:00,0.015280,0.046535,0.034634,0.098601,2.653997,1.877954,13.7856,1925,0,1.00000omega,-0.041381 + -0.38984theta + 0.00660omega + 0.01404theta^2 + 0.00674theta omega + 0.00011omega^2,4.4e-5*omega**2 + 9.0e-5*omega*theta + 0.000122*omega + 6.0e-6*theta**2 - 0.000447*theta + 0.000364,1.567016e-03,5.816358e-05
82091,2025-06-06 02:15:00,nan,nan,nan,nan,nan,nan,41.1081,66,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
82092,2025-06-06 02:20:00,0.016971,0.131966,0.094082,0.197388,29.134641,20.601775,5.4935,1859,0,1.00000omega,0.002571 + -0.01747theta + 0.00081omega + -0.00027theta^2 + 0.00172theta omega + -0.00046omega^2,-0.00012*omega**2 + 1.5e-5*omega*theta - 5.6e-5*omega - 1.9e-5*theta + 0.000117,9.967982e-04,7.174981e-05
82093,2025-06-06 02:25:00,0.014621,0.054905,0.040176,0.185289,23.809709,16.836516,4.8689,1330,0,1.00000omega,0.000081 + -0.00569theta + 0.00283omega + 0.00082theta^2 + 0.00349theta omega + 0.00576omega^2,0.001653*omega**2 + 3.3e-5*omega*theta + 0.000109*omega - 6.0e-6*theta - 2.0e-6,1.059249e-03,4.844244e-05
82094,2025-06-06 02:30:00,0.012414,0.059644,0.043079,0.101660,2.194579,1.553466,3.5603,1370,0,1.00000omega,0.001801 + -0.79192theta + -0.01516omega + 0.00414theta^2 + 0.01277theta omega + 0.01066omega^2,0.003385*omega**2 + 0.000135*omega*theta - 0.000607*omega + 1.0e-6*theta**2 - 0.000882*theta + 0.00067,9.383257e-04,5.988830e-05
82095,2025-06-06 02:35:00,0.013154,0.073670,0.052916,0.234342,7.321996,5.180084,2.9558,842,0,1.00000omega,-0.010191 + -0.73905theta + 0.00571omega + -0.00418theta^2 + 0.00109theta omega + -0.00323omega^2,-0.000912*omega**2 + 1.0e-5*omega*theta + 0.000258*omega - 1.0e-6*theta**2 - 0.000838*theta - 0.005518,4.493246e-04,9.331347e-05
