Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
92840,2025-07-13 11:45:00,0.011647,0.032100,0.024146,0.074682,1.360514,0.963477,9.1361,1679,0,1.00000omega,-0.006581 + -2.00175theta + 0.01152omega + -0.00631theta^2 + -0.04171theta omega + -0.02881omega^2,-0.01267*omega**2 - 0.000611*omega*theta + 0.000388*omega - 3.0e-6*theta**2 - 0.002224*theta - 0.e-6,3.481111e-04,5.387677e-05
92841,2025-07-13 11:50:00,0.014210,0.048728,0.035891,0.080266,9.989684,7.064001,32.4460,2008,0,1.00000omega,0.000181 + -0.00180theta + -0.00044omega + 0.00035theta^2 + 0.00746theta omega + -0.00084omega^2,-0.000519*omega**2 + 0.000154*omega*theta - 0.000133*omega - 2.0e-6*theta + 2.0e-6,4.778288e-04,4.369058e-05
92842,2025-07-13 11:55:00,0.007500,0.070234,0.049945,0.059548,2.211573,1.564385,5.1966,2152,1,1.00000omega,0.002661 + 0.00007theta + 0.00636omega + -0.00011theta^2 + 0.00004theta omega + -0.00025omega^2,-0.000141*omega**2 + 1.0e-6*omega*theta + 0.000207*omega + 1.0e-6*theta + 2.0e-6,1.367313e-04,3.228110e-05
92843,2025-07-13 12:00:00,0.017469,0.654763,0.463152,0.052715,1.498021,1.059917,58.4855,934,0,1.00000omega,0.001921 + -0.06043theta + 0.00444omega + -0.00009theta^2 + -0.00083theta omega + 0.00091omega^2,0.000598*omega**2 - 1.8e-5*omega*theta + 0.000628*omega - 6.4e-5*theta + 0.001731,1.159487e-03,1.326786e-05
92844,2025-07-13 12:05:00,0.023226,0.432641,0.306364,0.040522,4.088521,2.891163,267.2693,417,1,1.00000omega,0.002311 + -0.00008theta + -0.00536omega + -0.00001theta^2 + -0.00000theta omega + -0.00023omega^2,-0.000214*omega**2 - 0.000179*omega - 3.0e-6,2.718133e-02,2.717152e-05
92845,2025-07-13 12:10:00,0.014579,0.195482,0.138611,0.096683,9.349328,6.611327,19.2445,1946,0,1.00000omega,0.000571 + -0.00045theta + 0.01275omega + -0.00001theta^2 + -0.00071theta omega + 0.00011omega^2,5.2e-5*omega**2 - 1.1e-5*omega*theta + 0.000647*omega + 9.0e-6,5.439135e-04,3.889493e-05
92846,2025-07-13 12:15:00,0.012770,0.358247,0.253480,0.100514,13.184614,9.323201,29.2926,2589,0,1.00000omega,0.002711 + 0.00002theta + -0.00025omega + 0.00002theta^2 + 0.00003theta omega + 0.00006omega^2,3.9e-5*omega**2 + 1.0e-6*omega*theta - 2.2e-5*omega - 0.e-6*theta + 1.1e-5,9.027006e-04,1.625570e-05
92847,2025-07-13 12:20:00,0.030269,1.025901,0.725737,0.100418,18.004753,12.731481,546.5261,52,5,1.00000omega,-0.002241 + -0.00054theta + -0.00114omega + 0.00002theta^2 + -0.00007theta omega + 0.00006omega^2,4.7e-5*omega**2 - 2.0e-6*omega*theta + 2.9e-5*omega - 2.0e-6*theta + 4.1e-5,nan,nan
92848,2025-07-13 12:25:00,0.012121,0.172588,0.122339,0.046952,5.585459,3.949655,55.6158,2706,0,1.00000omega,0.001541 + 0.00019theta + -0.00237omega + -0.00005theta^2 + 0.00005theta omega + -0.00219omega^2,-0.001976*omega**2 + 2.0e-6*omega*theta - 0.000111*omega + 2.0e-6*theta - 2.5e-5,8.172365e-04,9.661600e-06
92849,2025-07-13 12:30:00,nan,nan,nan,nan,nan,nan,329.0250,36,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
