Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
105160,2025-08-25 09:45:00,0.010361,0.035706,0.026289,0.118209,2.864831,2.027465,6.7112,1333,0,1.00000omega,0.052551 + -2.31599theta + -0.02392omega + -0.82603theta^2 + 0.03036theta omega + -0.01976omega^2,-0.00881*omega**2 + 0.000451*omega*theta - 0.002994*omega - 0.000409*theta**2 + 0.001412*theta + 0.002959,2.910063e-04,4.996861e-05
105161,2025-08-25 09:50:00,0.008719,0.027703,0.020536,0.086114,11.593880,8.198337,8.5900,989,0,1.00000omega,-0.003581 + -0.01463theta + -0.00167omega + -0.00107theta^2 + 0.00198theta omega + -0.00021omega^2,-0.00012*omega**2 + 3.8e-5*omega*theta - 1.0e-5*omega - 0.e-6*theta**2 - 1.8e-5*theta - 2.8e-5,3.510032e-03,8.519948e-05
105162,2025-08-25 09:55:00,nan,nan,nan,nan,nan,nan,31.7693,59,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105163,2025-08-25 10:00:00,0.024783,0.309399,0.219479,0.063142,1.401388,0.991937,-1602.8331,359,0,1.00000omega,0.005331 + -0.37948theta + -0.00117omega + 0.00145theta^2 + -0.02277theta omega + 0.00615omega^2,0.003312*omega**2 - 0.000409*omega*theta - 0.000381*omega + 1.0e-6*theta**2 - 0.00042*theta - 0.000341,3.170771e-03,2.878588e-05
105164,2025-08-25 10:05:00,0.006439,0.023362,0.017136,0.061176,7.475157,5.285911,5.4215,1525,0,1.00000omega,-0.002681 + -0.00559theta + -0.00160omega + -0.00677theta^2 + -0.00341theta omega + -0.00443omega^2,-0.00286*omega**2 - 7.3e-5*omega*theta + 9.0e-5*omega - 5.0e-6*theta**2 + 1.3e-5*theta - 1.1e-5,3.809958e-04,3.419541e-05
105165,2025-08-25 10:10:00,0.019922,0.249541,0.177014,0.065634,5.374564,3.800674,61.9372,660,1,1.00000omega,0.000191 + 0.00013theta + -0.00492omega + -0.00084theta^2 + 0.00073theta omega + 0.00294omega^2,0.001597*omega**2 + 1.3e-5*omega*theta - 1.7e-5*omega - 0.e-6*theta**2 - 1.1e-5*theta - 6.1e-5,2.457162e-01,3.611390e-04
105166,2025-08-25 10:15:00,0.007513,0.156600,0.110861,0.104174,11.185362,7.909588,2.0504,1088,0,1.00000omega,-0.000341 + 0.00108theta + -0.00987omega + -0.00011theta^2 + -0.00031theta omega + 0.00003omega^2,1.3e-5*omega**2 - 5.0e-6*omega*theta - 0.000394*omega + 5.0e-6,6.389153e-04,3.595848e-05
105167,2025-08-25 10:20:00,0.024839,0.232711,0.165486,0.073368,4.848475,3.428782,53.1301,66,5,1.00000omega,-0.000131 + -0.08122theta + 0.00015omega + 0.00162theta^2 + -0.00852theta omega + -0.00421omega^2,-0.001809*omega**2 - 0.000122*omega*theta + 0.000112*omega + 1.0e-6*theta**2 - 9.2e-5*theta + 7.9e-5,7.421878e-03,1.572439e-05
105168,2025-08-25 10:25:00,0.008988,0.095558,0.067868,0.089979,10.530865,7.446718,8.8747,725,0,1.00000omega,0.001221 + 0.00374theta + 0.00012omega + 0.00092theta^2 + -0.00109theta omega + -0.00171omega^2,-0.000965*omega**2 - 2.1e-5*omega*theta + 7.0e-5*omega + 1.0e-6*theta**2 - 5.0e-6,1.450816e-03,2.542779e-05
105169,2025-08-25 10:30:00,0.014678,0.149977,0.106557,0.106922,14.852190,10.502356,-399.1725,671,0,1.00000omega,0.001221 + -0.00231theta + 0.00064omega + -0.00110theta^2 + 0.00287theta omega + -0.00067omega^2,-0.000365*omega**2 + 5.2e-5*omega*theta - 0.000362*omega - 0.e-6*theta**2 + 7.0e-6*theta - 1.5e-5,8.065289e-02,6.732115e-05
105170,2025-08-25 10:35:00,0.010814,0.192455,0.136301,0.102966,13.070342,9.242414,10.8210,1761,0,1.00000omega,-0.000681 + -0.00006theta + -0.00132omega + 0.00036theta^2 + 0.00114theta omega + -0.00054omega^2,-0.000275*omega**2 + 1.9e-5*omega*theta - 0.000192*omega - 3.0e-6*theta + 1.1e-5,1.564255e-03,2.987555e-05
105171,2025-08-25 10:40:00,0.030072,0.280154,0.199237,0.074462,10.149020,7.176634,137.8834,550,1,1.00000omega,-0.041491 + -0.06837theta + -0.05027omega + 0.00049theta^2 + -0.00100theta omega + -0.01248omega^2,-0.007134*omega**2 - 1.9e-5*omega*theta - 0.001715*omega - 7.5e-5*theta - 0.000237,1.144820e-01,1.293797e-04
105172,2025-08-25 10:45:00,0.006969,0.021472,0.015963,0.055948,6.398671,4.524717,10.9232,1307,0,1.00000omega,0.004411 + 0.00139theta + 0.00230omega + 0.00700theta^2 + -0.00070theta omega + -0.00041omega^2,-0.00032*omega**2 - 1.8e-5*omega*theta + 3.0e-5*omega + 6.0e-6*theta**2 + 3.3e-5*theta + 5.1e-5,1.488234e-04,2.804015e-05
105173,2025-08-25 10:50:00,nan,nan,nan,nan,nan,nan,318.6590,23,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105174,2025-08-25 10:55:00,0.007585,0.051825,0.037036,0.211510,5.274117,3.732362,0.5117,1236,0,1.00000omega,-0.013981 + -1.19631theta + 0.00876omega + 0.00273theta^2 + 0.00745theta omega + -0.01779omega^2,-0.006765*omega**2 + 9.4e-5*omega*theta - 0.000264*omega + 1.0e-6*theta**2 - 0.001343*theta + 0.007825,1.433791e-03,3.368129e-05
105175,2025-08-25 11:00:00,nan,nan,nan,nan,nan,nan,190.0495,29,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105176,2025-08-25 11:05:00,0.009011,0.097487,0.069228,0.068223,7.940530,5.615010,6.7495,1592,0,1.00000omega,-0.015231 + 0.00044theta + 0.00255omega + 0.00063theta^2 + 0.00217theta omega + -0.00686omega^2,-0.003559*omega**2 + 3.8e-5*omega*theta - 2.3e-5*omega - 2.0e-6*theta - 3.1e-5,1.097147e-04,3.764651e-05
105177,2025-08-25 11:10:00,nan,nan,nan,nan,nan,nan,227.1250,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105178,2025-08-25 11:15:00,0.034991,0.422324,0.299651,0.058419,2.784655,1.969482,242.7989,39,5,1.00000omega,-0.000141 + 0.00191theta + 0.00071omega + -0.00476theta^2 + 0.00350theta omega + -0.00237omega^2,-0.001436*omega**2 + 7.1e-5*omega*theta + 0.00012*omega - 3.0e-6*theta**2 - 7.0e-6*theta - 3.0e-6,3.319469e-03,1.216491e-05
105179,2025-08-25 11:20:00,0.008243,0.074565,0.053047,0.119478,8.399357,5.939843,0.9363,1148,0,1.00000omega,-0.002911 + -0.00042theta + 0.00076omega + 0.00138theta^2 + -0.00072theta omega + -0.00042omega^2,-0.000147*omega**2 - 8.0e-6*omega*theta - 4.3e-5*omega + 1.0e-6*theta**2 + 8.0e-6*theta + 2.3e-5,9.340313e-04,5.007517e-05
105180,2025-08-25 11:25:00,nan,nan,nan,nan,nan,nan,498.7695,19,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105181,2025-08-25 11:30:00,nan,nan,nan,nan,nan,nan,323.4728,23,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
105182,2025-08-25 11:35:00,0.009499,0.101244,0.071905,0.092195,4.312937,3.050404,11.2124,1820,0,1.00000omega,-0.044951 + -0.25497theta + -0.00518omega + 0.08075theta^2 + 0.00454theta omega + -0.00121omega^2,-0.000706*omega**2 + 8.8e-5*omega*theta + 0.000611*omega + 5.2e-5*theta**2 + 0.000645*theta + 0.001521,1.255974e-04,2.751255e-05
105183,2025-08-25 11:40:00,0.009954,0.071202,0.050837,0.098225,15.801071,11.173260,8.9427,1781,0,1.00000omega,0.002401 + -0.00451theta + 0.00699omega + 0.00007theta^2 + -0.00017theta omega + -0.00078omega^2,-0.000399*omega**2 - 3.0e-6*omega*theta + 0.000237*omega - 5.0e-6*theta + 1.2e-5,9.219382e-04,2.910899e-05
105184,2025-08-25 11:45:00,0.006784,0.061930,0.044053,0.069131,6.064560,4.288570,1.9597,1635,0,1.00000omega,0.002371 + -0.00239theta + 0.00881omega + -0.00030theta^2 + 0.00020theta omega + 0.00232omega^2,0.001135*omega**2 + 3.0e-6*omega*theta + 0.000294*omega - 3.0e-6*theta + 5.0e-6,8.679298e-04,3.106442e-05
105185,2025-08-25 11:50:00,0.010555,0.075268,0.053744,0.064741,3.609547,2.552745,11.6546,2456,0,1.00000omega,0.000291 + -0.00004theta + -0.00047omega + -0.00135theta^2 + -0.00020theta omega + 0.00270omega^2,0.001432*omega**2 - 4.0e-6*omega*theta + 3.0e-6*omega - 0.e-6*theta**2 + 8.0e-6*theta - 2.1e-5,1.916781e-04,3.954602e-05
105186,2025-08-25 11:55:00,0.008989,0.053217,0.038163,0.106688,4.066659,2.876552,6.4505,738,0,1.00000omega,-0.001541 + -0.54680theta + -0.00780omega + 0.00089theta^2 + 0.00377theta omega + -0.00157omega^2,-0.0008*omega**2 + 6.4e-5*omega*theta - 0.000536*omega + 1.0e-6*theta**2 - 0.000612*theta + 0.002628,2.905343e-04,5.003579e-05
