Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
23760,2024-11-10 14:15:00,0.011057,0.169634,0.120204,0.095822,11.335543,8.015726,12.0133,1506,0,1.00000omega,-0.000621 + -0.00345theta + 0.00537omega + 0.00014theta^2 + -0.00005theta omega + -0.00030omega^2,-0.00015*omega**2 - 0.e-6*omega*theta + 0.000192*omega - 6.0e-6*theta + 7.6e-5,1.757187e-03,3.022445e-05
23761,2024-11-10 14:20:00,0.053130,1.409331,0.997255,0.064442,3.868760,2.736006,414.1056,136,5,1.00000omega,-0.021381 + 0.00105theta + -0.02072omega + -0.00006theta^2 + 0.00022theta omega + -0.01834omega^2,-0.00788*omega**2 + 3.0e-6*omega*theta - 0.000768*omega + 3.0e-6*theta - 0.000101,nan,nan
23762,2024-11-10 14:25:00,0.016259,0.163800,0.116393,0.088249,7.739842,5.473250,20.3982,445,5,1.00000omega,0.002181 + -0.00249theta + -0.00215omega + 0.00010theta^2 + 0.00019theta omega + -0.00512omega^2,-0.002172*omega**2 + 3.0e-6*omega*theta - 0.000117*omega - 4.0e-6*theta + 6.5e-5,nan,nan
23763,2024-11-10 14:30:00,0.012326,0.066229,0.047635,0.273540,30.494298,21.563592,0.8798,1459,0,1.00000omega,-0.001161 + -0.00688theta + -0.00327omega + 0.00339theta^2 + -0.00067theta omega + -0.00252omega^2,-0.000632*omega**2 - 6.0e-6*omega*theta - 9.4e-5*omega + 1.0e-6*theta**2 - 1.3e-5*theta + 2.2e-5,2.703662e-03,5.665196e-05
23764,2024-11-10 14:35:00,nan,nan,nan,nan,nan,nan,183.5446,20,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
23765,2024-11-10 14:40:00,0.010931,0.118330,0.084028,0.122323,13.294223,9.400833,0.7977,1233,0,1.00000omega,0.003121 + -0.00050theta + 0.00270omega + 0.00082theta^2 + -0.00101theta omega + 0.00273omega^2,0.000758*omega**2 - 9.0e-6*omega*theta + 5.4e-5*omega + 1.0e-6*theta + 1.4e-5,4.547787e-03,9.306591e-05
23766,2024-11-10 14:45:00,0.013129,0.071262,0.051238,0.178174,18.911791,13.373249,3.5687,2056,0,1.00000omega,-0.006571 + -0.00249theta + -0.00128omega + -0.00024theta^2 + 0.00009theta omega + -0.00019omega^2,-5.6e-5*omega**2 + 1.0e-6*omega*theta - 6.4e-5*omega + 1.0e-6*theta - 4.0e-6,2.409098e-03,3.278408e-05
23767,2024-11-10 14:50:00,0.011465,0.218583,0.154774,0.224292,33.720297,23.844378,6.4214,1194,0,1.00000omega,-0.000201 + -0.00012theta + 0.00013omega + 0.00013theta^2 + 0.00003theta omega + 0.00132omega^2,0.00052*omega**2 + 2.0e-6*omega - 0.e-6*theta + 1.0e-6,1.112857e-03,5.515539e-05
23768,2024-11-10 14:55:00,0.010815,0.616309,0.435863,0.053921,3.667008,2.593246,14.1026,2745,0,1.00000omega,0.006901 + 0.00003theta + -0.00478omega + -0.00003theta^2 + 0.00014theta omega + 0.00033omega^2,0.000206*omega**2 + 3.0e-6*omega*theta - 0.000223*omega + 1.0e-6*theta + 2.0e-6,1.352152e-03,3.394167e-05
23769,2024-11-10 15:00:00,0.041633,0.638592,0.452511,0.083708,10.788139,7.628596,170.4306,87,5,1.00000omega,0.002961 + -0.00110theta + -0.00171omega + 0.00001theta^2 + -0.02289theta omega + 0.00071omega^2,0.000302*omega**2 - 0.000324*omega*theta + 0.006122*omega - 1.0e-6*theta + 3.3e-5,nan,nan
