Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
20853,2024-10-31 10:55:00,nan,nan,nan,52064.3398,1253,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20854,2024-10-31 11:00:00,nan,nan,nan,996214.5625,1966,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20855,2024-10-31 11:05:00,nan,nan,nan,162998.2031,1415,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20856,2024-10-31 11:10:00,nan,nan,nan,1661038.1250,1274,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20857,2024-10-31 11:15:00,nan,nan,nan,36649.8789,1736,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20858,2024-10-31 11:20:00,nan,nan,nan,13016.3213,1131,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20859,2024-10-31 11:25:00,0.000314,0.007534,0.005332,-3.1691,7045,0,1.00000omega,0.558071 + -0.00356theta + 0.02468omega + -0.28460theta^2 + -0.35739theta omega + -0.18717omega^2 + -0.41003theta^3 + 0.14204theta^2 omega + 0.32865theta omega^2 + -0.15474omega^3
20860,2024-10-31 11:30:00,nan,nan,nan,1240.5471,894,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20861,2024-10-31 11:35:00,nan,nan,nan,611.5504,900,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
20862,2024-10-31 11:40:00,0.000561,0.020544,0.014532,3.0353,6384,0,1.00000omega,-0.002451 + -0.02320theta + 0.01027omega + 0.00631theta^2 + -0.01520theta omega + -0.00937omega^2 + -0.00079theta^3 + -0.01775theta^2 omega + 0.00376theta omega^2 + 0.00897omega^3
