Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
15888,2024-10-14 03:40:00,0.001251,0.014349,0.010185,38.9361,9999,1,1.00000omega,0.218191 + 0.08675theta + -0.17349omega + -0.03625theta^2 + 0.00049theta omega + 0.02687omega^2 + -0.01053theta^3 + -0.00067theta^2 omega + 0.01557theta omega^2 + 0.00080omega^3
15889,2024-10-14 03:45:00,0.000888,0.015316,0.010848,5.2601,9999,0,1.00000omega,-0.007081 + -0.00682theta + 0.67229omega + -0.00252theta^2 + -0.14072theta omega + -0.46882omega^2 + -0.00975theta^3 + 0.00718theta^2 omega + 0.09828theta omega^2 + 0.00317omega^3
15890,2024-10-14 03:50:00,0.000652,0.015454,0.010937,-3.2570,7831,0,1.00000omega,-0.014451 + -0.09854theta + 0.02822omega + 0.23416theta^2 + -0.27936theta omega + 0.01987omega^2 + -0.02819theta^3 + 0.00026theta^2 omega + 0.00255theta omega^2 + -0.00491omega^3
15891,2024-10-14 03:55:00,0.000359,0.011234,0.007948,-1.9814,8513,0,1.00000omega,-0.020061 + -0.02063theta + 0.11282omega + 0.20862theta^2 + -0.05122theta omega + -0.19311omega^2 + -0.40450theta^3 + -0.38416theta^2 omega + 0.06868theta omega^2 + -0.00221omega^3
15892,2024-10-14 04:00:00,0.000373,0.012461,0.008815,-5.1024,7176,0,1.00000omega,0.142731 + -2.63305theta + 0.04926omega + 0.71234theta^2 + -0.07168theta omega + -0.32205omega^2 + 0.63256theta^3 + -0.00011theta^2 omega + 0.74718theta omega^2 + -0.00178omega^3
15893,2024-10-14 04:05:00,0.000774,0.011408,0.008085,-2.8657,8863,0,1.00000omega,0.202071 + 0.12829theta + -0.67449omega + -0.12745theta^2 + -0.01266theta omega + 0.20007omega^2 + -0.04217theta^3 + 0.14859theta^2 omega + -0.00500theta omega^2 + -0.03186omega^3
15894,2024-10-14 04:10:00,0.000374,0.009278,0.006566,-1.5580,8299,0,1.00000omega,-0.641291 + -0.95055theta + 0.04874omega + 0.52095theta^2 + 0.28720theta omega + 0.19949omega^2 + -0.81269theta^3 + 0.05389theta^2 omega + 0.71490theta omega^2 + -0.01526omega^3
15895,2024-10-14 04:15:00,nan,nan,nan,9331.9395,1213,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
15896,2024-10-14 04:20:00,0.000256,0.008831,0.006247,0.2319,5626,0,1.00000omega,-0.132891 + 0.05976theta + -0.08638omega + 0.18624theta^2 + -0.02797theta omega + -0.01801omega^2 + -0.53404theta^3 + -0.14506theta^2 omega + 0.26287theta omega^2 + -0.00687omega^3
15897,2024-10-14 04:25:00,0.000291,0.008168,0.005779,-1.7354,5468,0,1.00000omega,0.420661 + -0.07351theta + 0.26803omega + -0.36522theta^2 + 0.06757theta omega + 0.26203omega^2 + -0.25016theta^3 + 0.00136theta^2 omega + 0.11370theta omega^2 + -0.01656omega^3
15898,2024-10-14 04:30:00,0.000510,0.008603,0.006094,7.7465,9999,0,1.00000omega,-0.013201 + 0.00454theta + -0.18485omega + 0.00903theta^2 + 0.00109theta omega + -0.02881omega^2 + -0.00137theta^3 + 0.00014theta^2 omega + 0.00090theta omega^2 + -0.00315omega^3
15899,2024-10-14 04:35:00,nan,nan,nan,1582.6589,878,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
15900,2024-10-14 04:40:00,0.001309,0.012567,0.008934,89.7764,9999,0,1.00000omega,-0.008791 + -0.00259theta + -0.00319omega + -0.00015theta^2 + -0.00106theta omega + -0.00035omega^2 + -0.00009theta^3 + -0.00002theta^2 omega + -0.00046theta omega^2 + -0.00001omega^3
15901,2024-10-14 04:45:00,nan,nan,nan,3786.4075,931,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
