Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
10923,2024-09-22 01:45:00,nan,nan,nan,267767.0000,822,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
10924,2024-09-22 01:50:00,0.000597,0.014189,0.010042,-1.5305,9999,2,1.00000omega,0.216371 + -0.04803theta + 0.00669omega + 0.00389theta^2 + -0.00136theta omega + 0.00128omega^2 + -0.00012theta^3 + 0.00022theta^2 omega + -0.00034theta omega^2 + -0.00091omega^3
10925,2024-09-22 01:55:00,0.000829,0.015203,0.010766,8.8135,9999,0,1.00000omega,-0.013871 + -0.14785theta + 0.00527omega + -0.03375theta^2 + 0.00052theta omega + 0.04136omega^2 + -0.00044theta^3 + -0.00057theta^2 omega + 0.02254theta omega^2 + 0.00799omega^3
10926,2024-09-22 02:00:00,0.000576,0.012293,0.008702,-0.1824,5616,0,1.00000omega,0.012001 + -0.16427theta + 0.19568omega + -0.01472theta^2 + -0.00954theta omega + -0.04592omega^2 + -0.00206theta^3 + -0.00141theta^2 omega + 0.00032theta omega^2 + 0.00748omega^3
10927,2024-09-22 02:05:00,0.000503,0.009450,0.006692,4.0136,7783,0,1.00000omega,-0.070521 + -0.01706theta + 0.00310omega + 0.02145theta^2 + 0.02412theta omega + 0.00113omega^2 + 0.00004theta^3 + -0.00075theta^2 omega + -0.00318theta omega^2 + -0.00110omega^3
10928,2024-09-22 02:10:00,0.000414,0.007241,0.005129,-4.1807,7696,0,1.00000omega,0.005851 + -0.07478theta + -0.03337omega + -0.00372theta^2 + -0.24994theta omega + -0.01017omega^2 + -0.18965theta^3 + 0.21897theta^2 omega + -0.00598theta omega^2 + -0.00317omega^3
10929,2024-09-22 02:15:00,0.001604,0.023725,0.016814,22.1969,9999,0,1.00000omega,0.004661 + 0.00285theta + -0.00415omega + -0.03332theta^2 + 0.00328theta omega + 0.06501omega^2 + -0.01059theta^3 + 0.00038theta^2 omega + 0.05654theta omega^2 + 0.00228omega^3
10930,2024-09-22 02:20:00,nan,nan,nan,424627.1250,1220,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
10931,2024-09-22 02:25:00,0.001273,0.014440,0.010250,20.2117,9999,0,1.00000omega,-0.019601 + 0.01251theta + 0.00589omega + 0.00031theta^2 + -0.00261theta omega + -0.00011omega^2 + 0.00022theta^3 + -0.00012theta^2 omega + 0.00049theta omega^2 + 0.00067omega^3
10932,2024-09-22 02:30:00,nan,nan,nan,5239.5298,1034,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
10933,2024-09-22 02:35:00,0.000350,0.006772,0.004795,-2.8695,6324,1,1.00000omega,0.511481 + -0.11477theta + -0.25468omega + -0.30649theta^2 + 0.05874theta omega + -0.01033omega^2 + -0.30734theta^3 + -0.00602theta^2 omega + -0.25255theta omega^2 + 0.00287omega^3
10934,2024-09-22 02:40:00,0.001627,0.032513,0.023019,66.9859,9999,0,1.00000omega,0.015251 + 0.00078theta + -0.00132omega + 0.00024theta^2 + -0.00128theta omega + -0.00044omega^2 + -0.00000theta^3 + 0.00035theta^2 omega + -0.00159theta omega^2 + -0.00019omega^3
10935,2024-09-22 02:45:00,nan,nan,nan,23157.3730,1165,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
10936,2024-09-22 02:50:00,nan,nan,nan,1975.7993,1318,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
