const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.233790,0.448718,0.283985,0.541681,0.094162,0.177718,0.131101,0.244550,0.085438,0.161237,0.073143,0.131153,0.072677,0.188992,0.050458,0.116676,0.064230,0.140095,0.029113,0.057912
