Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
27804,2024-11-24 17:30:00,0.000464,0.008146,0.005769,-3.5014,7643,0,1.00000omega,2.837011 + -1.47858theta + 0.14307omega + -0.58256theta^2 + 0.14026theta omega + -0.24783omega^2 + -0.00214theta^3 + 0.02162theta^2 omega + -0.04530theta omega^2 + -0.41978omega^3
27805,2024-11-24 17:35:00,0.001099,0.018433,0.013057,37.1801,9999,0,1.00000omega,-0.013641 + 0.19445theta + 0.00221omega + -0.00001theta^2 + 0.00302theta omega + -0.00386omega^2 + -0.00340theta^3 + -0.00043theta^2 omega + -0.00018theta omega^2 + -0.00149omega^3
27806,2024-11-24 17:40:00,0.000840,0.017617,0.012471,0.8477,9999,2,1.00000omega,0.144161 + 0.01934theta + -0.00171omega + 0.01152theta^2 + -0.17836theta omega + -0.08979omega^2 + -0.01337theta^3 + -0.00409theta^2 omega + 0.13721theta omega^2 + -0.00010omega^3
27807,2024-11-24 17:45:00,0.000508,0.018476,0.013069,-0.9760,9999,0,1.00000omega,0.011641 + -0.19129theta + 0.25054omega + -0.00356theta^2 + 0.00333theta omega + -0.00061omega^2 + -0.00567theta^3 + 0.00153theta^2 omega + 0.00249theta omega^2 + -0.00277omega^3
27808,2024-11-24 17:50:00,0.000786,0.020686,0.014638,-3.0337,9999,0,1.00000omega,0.123721 + -0.04619theta + -0.10274omega + -0.11102theta^2 + -0.02317theta omega + 0.33540omega^2 + -0.01902theta^3 + 0.06494theta^2 omega + 0.00515theta omega^2 + -0.21322omega^3
27809,2024-11-24 17:55:00,0.000449,0.012883,0.009115,7.6598,7160,0,1.00000omega,0.015971 + -0.00715theta + 0.00272omega + 0.00299theta^2 + -0.00597theta omega + -0.00052omega^2 + -0.00039theta^3 + 0.00106theta^2 omega + -0.00293theta omega^2 + -0.00073omega^3
27810,2024-11-24 18:00:00,0.000566,0.012145,0.008597,-1.0495,6523,0,1.00000omega,0.044591 + -0.09626theta + 0.00828omega + -0.00011theta^2 + 0.05284theta omega + 0.25342omega^2 + -0.10265theta^3 + -0.00036theta^2 omega + -0.11538theta omega^2 + 0.00360omega^3
27811,2024-11-24 18:05:00,0.000871,0.016198,0.011470,0.7678,9999,0,1.00000omega,0.302841 + -0.34158theta + 0.00589omega + -0.14474theta^2 + -0.01596theta omega + -0.04143omega^2 + -0.01907theta^3 + -0.00400theta^2 omega + 0.00221theta omega^2 + 0.08528omega^3
27812,2024-11-24 18:10:00,nan,nan,nan,6.3256,2430,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
27813,2024-11-24 18:15:00,0.000644,0.015033,0.010640,-1.0072,9221,0,1.00000omega,-0.022971 + -0.02662theta + -0.29764omega + 0.69810theta^2 + 0.01228theta omega + 0.02002omega^2 + -0.89077theta^3 + 0.32908theta^2 omega + 0.00644theta omega^2 + -0.01836omega^3
27814,2024-11-24 18:20:00,0.000932,0.018363,0.013001,-2.1232,7310,0,1.00000omega,0.112691 + -0.14263theta + 0.05239omega + -0.33436theta^2 + 0.00853theta omega + 0.12660omega^2 + -0.06712theta^3 + 0.00170theta^2 omega + 0.00398theta omega^2 + -0.00213omega^3
27815,2024-11-24 18:25:00,nan,nan,nan,1404.3760,1220,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
27816,2024-11-24 18:30:00,0.000688,0.010276,0.007283,-2.4807,7688,0,1.00000omega,-0.401361 + -0.23218theta + 0.27312omega + 0.32132theta^2 + 0.16415theta omega + 0.02205omega^2 + -0.16632theta^3 + -0.15403theta^2 omega + 0.09107theta omega^2 + 0.01421omega^3
27817,2024-11-24 18:35:00,0.000877,0.022489,0.015914,-1.2376,4054,5,1.00000omega,0.014711 + -0.19192theta + 0.03481omega + -0.02533theta^2 + -0.03184theta omega + 0.06544omega^2 + -0.06641theta^3 + -0.15089theta^2 omega + -0.02817theta omega^2 + 0.06940omega^3
