Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
27804,2024-11-24 17:30:00,0.000554,0.012143,0.008595,-1.8335,9999,0,1.00000omega,3.066781 + -1.49408theta + 0.27405omega + -0.64096theta^2 + 0.03654theta omega + -0.41423omega^2 + -0.00932theta^3 + 0.02401theta^2 omega + -0.00900theta omega^2 + -0.39908omega^3
27805,2024-11-24 17:35:00,0.000405,0.015882,0.011234,7.8166,8842,1,1.00000omega,0.010371 + 0.06244theta + -0.00696omega + 0.00026theta^2 + 0.01028theta omega + -0.00502omega^2 + -0.00207theta^3 + -0.00003theta^2 omega + 0.00147theta omega^2 + -0.00136omega^3
27806,2024-11-24 17:40:00,0.001190,0.021353,0.015122,6.9601,5196,5,1.00000omega,0.071081 + -0.00387theta + 0.02381omega + 0.01180theta^2 + -0.09930theta omega + -0.09139omega^2 + -0.01199theta^3 + -0.00002theta^2 omega + 0.09193theta omega^2 + -0.00297omega^3
27807,2024-11-24 17:45:00,0.000506,0.013012,0.009208,-2.2918,9999,0,1.00000omega,0.005221 + -0.20564theta + 0.26730omega + -0.00364theta^2 + 0.00088theta omega + 0.00272omega^2 + -0.00685theta^3 + 0.00488theta^2 omega + 0.00381theta omega^2 + -0.00314omega^3
27808,2024-11-24 17:50:00,0.001826,0.023540,0.016695,6.2624,9999,0,1.00000omega,0.064611 + -0.05538theta + -0.28213omega + -0.10263theta^2 + -0.02176theta omega + 0.31347omega^2 + -0.01766theta^3 + 0.06410theta^2 omega + 0.00721theta omega^2 + -0.09765omega^3
27809,2024-11-24 17:55:00,0.000680,0.014020,0.009925,15.4994,9999,0,1.00000omega,0.002401 + -0.00408theta + 0.00483omega + 0.00271theta^2 + -0.00780theta omega + -0.00413omega^2 + -0.00055theta^3 + 0.00128theta^2 omega + -0.00248theta omega^2 + -0.00073omega^3
27810,2024-11-24 18:00:00,0.000350,0.011772,0.008328,-2.7701,6442,0,1.00000omega,0.048401 + -0.08583theta + 0.00038omega + 0.00346theta^2 + 0.05610theta omega + 0.25512omega^2 + -0.10468theta^3 + 0.00248theta^2 omega + -0.11460theta omega^2 + -0.00031omega^3
27811,2024-11-24 18:05:00,0.000507,0.016262,0.011504,-1.9716,9507,1,1.00000omega,-0.008521 + -0.31040theta + 0.02304omega + -0.05133theta^2 + -0.02622theta omega + -0.02499omega^2 + -0.00212theta^3 + -0.00116theta^2 omega + 0.00337theta omega^2 + 0.02723omega^3
27812,2024-11-24 18:10:00,0.000855,0.018237,0.012910,2.8411,9999,0,1.00000omega,-0.638251 + 1.21794theta + 0.30541omega + 0.28540theta^2 + 0.02448theta omega + 0.22347omega^2 + -0.40212theta^3 + -0.01247theta^2 omega + -0.23821theta omega^2 + -0.00237omega^3
27813,2024-11-24 18:15:00,0.000503,0.011791,0.008345,-2.4884,5770,0,1.00000omega,-0.018981 + -0.10461theta + -0.27589omega + 0.65146theta^2 + 0.02994theta omega + 0.01250omega^2 + -0.84717theta^3 + 0.31988theta^2 omega + 0.01778theta omega^2 + -0.02949omega^3
27814,2024-11-24 18:20:00,0.000700,0.022711,0.016067,-2.5498,6838,0,1.00000omega,0.083431 + -0.08767theta + 0.02702omega + -0.32974theta^2 + 0.01164theta omega + 0.14735omega^2 + -0.07235theta^3 + 0.00372theta^2 omega + 0.00150theta omega^2 + 0.00308omega^3
27815,2024-11-24 18:25:00,nan,nan,nan,337.4956,2515,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
27816,2024-11-24 18:30:00,0.000550,0.012879,0.009115,-2.8211,6277,0,1.00000omega,-0.348391 + -0.26083theta + 0.08014omega + 0.28433theta^2 + 0.15738theta omega + 0.01066omega^2 + -0.14273theta^3 + -0.12811theta^2 omega + 0.06303theta omega^2 + 0.10837omega^3
27817,2024-11-24 18:35:00,0.000482,0.010036,0.007105,-5.3819,7994,0,1.00000omega,-0.001241 + -0.09586theta + 0.01592omega + -0.02891theta^2 + -0.03853theta omega + 0.06877omega^2 + -0.12474theta^3 + -0.22261theta^2 omega + -0.02719theta omega^2 + 0.16837omega^3
27818,2024-11-24 18:40:00,0.000491,0.011322,0.008014,-1.8501,6068,0,1.00000omega,-0.013891 + 0.00635theta + 0.00479omega + 0.18865theta^2 + 0.09462theta omega + -0.06415omega^2 + -0.04570theta^3 + -0.11708theta^2 omega + 0.10371theta omega^2 + 0.01593omega^3
27819,2024-11-24 18:45:00,nan,nan,nan,109.4753,1586,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3
