Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
14960,2024-10-07 20:10:00,0.006480,0.030497,0.022046,0.072763,5.145175,3.638552,172.3224,9999,0,1.00000omega,-0.008771 + -0.18884theta + 0.00511omega + -0.05624theta^2 + 0.00404theta omega + 0.00307omega^2 + -0.00030theta^3 + -0.00123theta^2 omega + -0.00396theta omega^2 + 0.00597omega^3,0.016142*omega**3 - 0.000357*omega**2*theta - 0.000441*omega**2 - 4.0e-6*omega*theta**2 + 1.2e-5*omega*theta + 0.000271*omega - 1.9e-5*theta**2 - 0.000354*theta - 0.001109
14961,2024-10-07 20:15:00,0.005562,0.025273,0.018299,nan,nan,nan,192.3972,9999,0,1.00000omega,0.091281 + -0.12078theta + -0.00299omega + 0.00250theta^2 + -0.00023theta omega + 0.01346omega^2 + -0.00454theta^3 + -0.00305theta^2 omega + 0.00394theta omega^2 + 0.02736omega^3,0.110913*omega**3 + 0.000532*omega**2*theta - 0.0037*omega**2 - 1.4e-5*omega*theta**2 + 0.000443*omega*theta - 0.003679*omega - 0.e-6*theta**3 + 3.4e-5*theta**2 - 0.000707*theta + 0.005647
14962,2024-10-07 20:20:00,0.003962,0.007854,0.006220,0.047144,1.801846,1.274533,242.6703,9999,0,1.00000omega,-0.051871 + 0.00339theta + -0.23406omega + -0.00005theta^2 + 0.02061theta omega + 0.00784omega^2 + -0.01830theta^3 + -0.00638theta^2 omega + 0.01783theta omega^2 + -0.00587omega^3,-0.059553*omega**3 + 0.00603*omega**2*theta - 0.058785*omega**2 - 7.2e-5*omega*theta**2 + 0.001911*omega*theta - 0.019936*omega - 7.0e-6*theta**3 + 0.000217*theta**2 - 0.002272*theta + 0.00783
14963,2024-10-07 20:25:00,0.004376,0.005155,0.004781,0.126779,6.597924,4.666298,251.6549,7989,0,1.00000omega,0.112951 + -0.00333theta + 0.04832omega + 0.00481theta^2 + -0.01607theta omega + -0.02866omega^2 + -0.01624theta^3 + 0.00300theta^2 omega + -0.01458theta omega^2 + -0.01869omega^3,-0.161485*omega**3 - 0.004199*omega**2*theta + 0.017197*omega**2 + 2.9e-5*omega*theta**2 - 0.000734*omega*theta + 0.005574*omega - 5.0e-6*theta**3 + 0.000124*theta**2 - 0.000987*theta + 0.002862
14964,2024-10-07 20:30:00,0.003637,0.004218,0.003938,nan,nan,nan,133.4439,5244,0,1.00000omega,0.093651 + -2.50840theta + 0.52913omega + 0.03756theta^2 + -0.01228theta omega + -0.19382omega^2 + -0.07030theta^3 + -0.01788theta^2 omega + 0.06268theta omega^2 + 0.58172omega^3,3.897254*omega**3 + 0.013998*omega**2*theta - 0.080609*omega**2 - 0.000133*omega*theta**2 - 0.000402*omega*theta + 0.017404*omega - 1.7e-5*theta**3 - 2.1e-5*theta**2 - 0.002788*theta - 0.001963
14965,2024-10-07 20:35:00,0.004093,0.005516,0.004857,0.063667,1.890124,1.337277,201.0479,8477,0,1.00000omega,0.035351 + -0.00298theta + -0.00156omega + -0.00020theta^2 + -0.00467theta omega + -0.00754omega^2 + -0.00104theta^3 + 0.00064theta^2 omega + -0.00111theta omega^2 + -0.00052omega^3,-0.004147*omega**3 - 0.000295*omega**2*theta - 0.000159*omega**2 + 6.0e-6*omega*theta**2 - 0.000224*omega*theta + 0.001868*omega + 1.2e-5*theta**2 - 0.000148*theta + 0.00072
14966,2024-10-07 20:40:00,0.004466,0.016876,0.012344,0.069818,4.848259,3.428592,304.5653,7603,0,1.00000omega,-0.007651 + 0.00039theta + 0.00593omega + -0.00106theta^2 + 0.00268theta omega + 0.00452omega^2 + -0.00011theta^3 + -0.00012theta^2 omega + -0.00003theta omega^2 + -0.00011omega^3,-0.001114*omega**3 - 1.0e-5*omega**2*theta + 0.002768*omega**2 - 1.0e-6*omega*theta**2 + 9.0e-5*omega*theta - 0.000795*omega + 1.0e-6*theta**2 - 5.0e-6*theta - 4.2e-5
14967,2024-10-07 20:45:00,0.004889,0.032770,0.023428,0.247021,30.929573,21.871208,46.1559,9999,0,1.00000omega,-0.016671 + -0.00860theta + -0.00064omega + -0.00140theta^2 + -0.00276theta omega + -0.01154omega^2 + 0.00010theta^3 + 0.00110theta^2 omega + -0.00228theta omega^2 + 0.00142omega^3,0.001835*omega**3 - 9.8e-5*omega**2*theta - 0.002424*omega**2 + 2.0e-6*omega*theta**2 - 1.8e-5*omega*theta - 2.7e-5*omega - 1.0e-5*theta - 9.2e-5
14968,2024-10-07 20:50:00,0.004476,0.018784,0.013654,0.102783,3.927132,2.777853,139.8059,9765,1,1.00000omega,0.244521 + -0.00162theta + -0.02293omega + 0.00307theta^2 + 0.01213theta omega + 0.04923omega^2 + -0.00059theta^3 + -0.00076theta^2 omega + -0.00147theta omega^2 + -0.00329omega^3,-0.015205*omega**3 - 0.000226*omega**2*theta + 0.015863*omega**2 - 4.0e-6*omega*theta**2 + 3.9e-5*omega*theta + 0.000749*omega - 3.0e-6*theta**2 - 3.2e-5*theta + 0.000617
14969,2024-10-07 20:55:00,0.004106,0.006369,0.005358,nan,nan,nan,138.9641,9412,0,1.00000omega,0.235631 + -0.01151theta + 0.02537omega + 0.00551theta^2 + -0.04265theta omega + -0.09003omega^2 + -0.00323theta^3 + -0.00134theta^2 omega + 0.01827theta omega^2 + 0.20499omega^3,1.155585*omega**3 + 0.003433*omega**2*theta + 0.010626*omega**2 - 8.0e-6*omega*theta**2 - 0.000859*omega*theta - 0.009823*omega - 0.e-6*theta**3 - 2.7e-5*theta**2 - 0.000359*theta - 0.001066
14970,2024-10-07 21:00:00,0.003981,0.006988,0.005687,0.083314,4.927791,3.484973,131.8415,5627,0,1.00000omega,-0.008631 + -0.45573theta + -0.09806omega + -0.29278theta^2 + -0.02357theta omega + -0.06018omega^2 + -0.01378theta^3 + -0.01780theta^2 omega + -0.13618theta omega^2 + 0.01055omega^3,0.059206*omega**3 - 0.025474*omega**2*theta + 0.177348*omega**2 - 0.000111*omega*theta**2 + 0.001432*omega*theta - 0.00763*omega - 3.0e-6*theta**3 - 7.2e-5*theta**2 + 0.001193*theta - 0.00349
14971,2024-10-07 21:05:00,0.006022,0.022026,0.016146,3.003179,56.726648,40.167970,97.7009,9999,0,1.00000omega,0.006611 + -0.17398theta + -0.01670omega + 0.61058theta^2 + -0.10727theta omega + -0.52739omega^2 + -0.23021theta^3 + 0.37992theta^2 omega + 0.89589theta omega^2 + -0.65988omega^3,-1.196678*omega**3 + 0.054156*omega**2*theta + 0.552413*omega**2 + 0.000766*omega*theta**2 + 0.018404*omega*theta + 0.109805*omega - 1.5e-5*theta**3 - 0.000417*theta**2 - 0.00335*theta - 0.006837
