Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
68860,2025-04-21 00:45:00,0.004869,0.006067,0.005501,0.075299,2.198780,1.555684,195.2806,5428,0,1.00000omega,0.124501 + -0.95206theta + -0.08010omega + 0.07538theta^2 + -0.08715theta omega + 0.06638omega^2 + -0.10323theta^3 + 0.01678theta^2 omega + 0.08637theta omega^2 + -0.00457omega^3,-0.025326*omega**3 + 0.015955*omega**2*theta + 0.111152*omega**2 + 0.000103*omega*theta**2 - 0.000178*omega*theta - 0.006365*omega - 2.1e-5*theta**3 - 0.000293*theta**2 - 0.00239*theta - 0.007133
68861,2025-04-21 00:50:00,nan,nan,nan,nan,nan,nan,2553.9067,1530,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
68862,2025-04-21 00:55:00,0.004615,0.004632,0.004623,0.153522,4.226945,2.990872,91.7050,6983,0,1.00000omega,0.011821 + 0.02897theta + -0.07999omega + 0.45019theta^2 + -0.06540theta omega + -0.25554omega^2 + -1.02049theta^3 + 0.08886theta^2 omega + 0.80587theta omega^2 + -0.06688omega^3,-0.196601*omega**3 + 0.078965*omega**2*theta + 0.177615*omega**2 + 0.00029*omega*theta**2 + 0.001211*omega*theta - 0.001804*omega - 0.000111*theta**3 - 0.000931*theta**2 - 0.002494*theta - 0.002044
68863,2025-04-21 01:00:00,0.004415,0.007639,0.006239,0.163366,4.857028,3.436379,49.1204,8529,0,1.00000omega,-0.380051 + -0.73343theta + 0.03887omega + -0.03458theta^2 + -0.14920theta omega + 0.03985omega^2 + -0.47662theta^3 + 0.02851theta^2 omega + 0.28016theta omega^2 + -0.36805omega^3,-0.655223*omega**3 + 0.016625*omega**2*theta + 0.192207*omega**2 + 5.6e-5*omega*theta**2 + 2.7e-5*omega*theta - 0.005208*omega - 3.1e-5*theta**3 - 0.001044*theta**2 - 0.012381*theta - 0.053376
68864,2025-04-21 01:05:00,0.004338,0.004610,0.004476,nan,nan,nan,97.9701,6270,2,1.00000omega,0.093701 + -0.53910theta + -0.09586omega + -0.21444theta^2 + -0.00873theta omega + -0.42142omega^2 + -0.52051theta^3 + 0.90586theta^2 omega + -0.05621theta omega^2 + 0.02187omega^3,0.076557*omega**3 - 0.006559*omega**2*theta - 0.160833*omega**2 + 0.003523*omega*theta**2 + 0.018036*omega*theta + 0.019885*omega - 6.7e-5*theta**3 - 0.000602*theta**2 - 0.002359*theta - 0.002926
68865,2025-04-21 01:10:00,0.003925,0.005400,0.004720,nan,nan,nan,70.8483,5809,0,1.00000omega,-0.277341 + -1.53714theta + -0.06843omega + 0.10586theta^2 + -0.69510theta omega + 0.23257omega^2 + -0.12473theta^3 + 0.51646theta^2 omega + -0.07857theta omega^2 + -0.02864omega^3,-0.091551*omega**3 - 0.008372*omega**2*theta + 0.034413*omega**2 + 0.001834*omega*theta**2 + 0.010624*omega*theta + 0.005307*omega - 1.5e-5*theta**3 - 0.000181*theta**2 - 0.002416*theta - 0.010267
68866,2025-04-21 01:15:00,0.004383,0.018009,0.013106,0.124503,14.077898,9.954966,102.8903,9999,0,1.00000omega,0.009851 + -0.00365theta + -0.00160omega + 0.00039theta^2 + 0.00207theta omega + -0.00521omega^2 + -0.00062theta^3 + 0.00122theta^2 omega + -0.00003theta omega^2 + -0.00216omega^3,-0.007513*omega**3 - 3.0e-6*omega**2*theta - 0.001827*omega**2 + 5.0e-6*omega*theta**2 + 0.000166*omega*theta + 0.001387*omega - 3.0e-6*theta**2 - 5.5e-5*theta - 0.000274
68867,2025-04-21 01:20:00,0.004413,0.006882,0.005781,0.162838,8.755750,6.192321,98.1656,9999,0,1.00000omega,0.003361 + 0.07829theta + -0.02489omega + -0.00303theta^2 + 0.00923theta omega + -0.08428omega^2 + -0.03631theta^3 + -0.02487theta^2 omega + 0.00093theta omega^2 + 0.00406omega^3,0.013871*omega**3 + 0.000106*omega**2*theta - 0.027661*omega**2 - 9.4e-5*omega*theta**2 - 0.001289*omega*theta - 0.005201*omega - 5.0e-6*theta**3 - 0.000103*theta**2 - 0.00068*theta - 0.001253
68868,2025-04-21 01:25:00,0.004109,0.005690,0.004963,nan,nan,nan,79.9452,4959,0,1.00000omega,0.431941 + -3.80707theta + 0.09892omega + -1.11328theta^2 + -0.35316theta omega + 0.01410omega^2 + 0.02619theta^3 + 0.14048theta^2 omega + -0.00552theta omega^2 + 0.04150omega^3,0.131572*omega**3 - 0.000583*omega**2*theta + 0.003104*omega**2 + 0.000495*omega*theta**2 - 0.001317*omega*theta - 0.003225*omega + 3.0e-6*theta**3 - 0.000379*theta**2 - 0.00621*theta - 0.011788
68869,2025-04-21 01:30:00,nan,nan,nan,nan,nan,nan,16314.4570,1016,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
