Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
75460,2025-05-14 01:10:00,0.005807,0.036185,0.025914,0.061074,6.327032,4.474096,86.7160,9999,0,1.00000omega,-0.155431 + -0.03831theta + -0.00424omega + -0.01758theta^2 + 0.00186theta omega + 0.01316omega^2 + -0.00016theta^3 + 0.00000theta^2 omega + 0.00148theta omega^2 + -0.00268omega^3,-0.004572*omega**3 + 8.4e-5*omega**2*theta + 0.003343*omega**2 + 1.5e-5*omega*theta - 0.000105*omega - 5.0e-6*theta**2 - 6.5e-5*theta - 0.000855
75461,2025-05-14 01:15:00,nan,nan,nan,nan,nan,nan,6606.5464,930,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
75462,2025-05-14 01:20:00,0.005748,0.017129,0.012776,0.276223,19.672923,13.912229,68.5970,9999,0,1.00000omega,0.435901 + 0.04260theta + -0.07097omega + -0.14979theta^2 + 0.19664theta omega + 0.10110omega^2 + -0.00001theta^3 + 0.06736theta^2 omega + -0.27681theta omega^2 + -0.01710omega^3,-0.024324*omega**3 - 0.013125*omega**2*theta - 0.097555*omega**2 + 0.000106*omega*theta**2 + 0.003367*omega*theta + 0.019473*omega - 3.6e-5*theta**2 - 0.000613*theta - 0.000353
75463,2025-05-14 01:25:00,nan,nan,nan,nan,nan,nan,67525.1797,1440,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
75464,2025-05-14 01:30:00,0.017407,0.070781,0.051541,0.097816,5.151602,3.643389,2154.6509,9999,0,1.00000omega,0.003001 + -0.00022theta + -0.00155omega + -0.00041theta^2 + 0.00101theta omega + -0.00001omega^2 + 0.00001theta^3 + 0.00005theta^2 omega + -0.00039theta omega^2 + 0.00029omega^3,0.001351*omega**3 - 6.1e-5*omega**2*theta - 0.001764*omega**2 + 2.8e-5*omega*theta + 0.000552*omega - 6.0e-6*theta - 0.000108
75465,2025-05-14 01:35:00,0.006070,0.016371,0.012346,0.167396,5.899160,4.173015,97.5687,7596,0,1.00000omega,-0.072201 + -1.08713theta + -0.01529omega + 0.56199theta^2 + -0.17507theta omega + -0.23111omega^2 + -0.01113theta^3 + 0.00409theta^2 omega + 0.03725theta omega^2 + -0.01833omega^3,-0.033429*omega**3 + 0.002264*omega**2*theta - 0.030916*omega**2 + 8.0e-6*omega*theta**2 - 0.001248*omega*theta - 0.015974*omega - 0.e-6*theta**3 + 0.000128*theta**2 + 0.002038*theta + 0.005023
75466,2025-05-14 01:40:00,0.005234,0.004954,0.005096,0.114472,2.908005,2.057862,113.9239,6814,0,1.00000omega,-0.065171 + -0.67262theta + -0.00647omega + -0.21858theta^2 + 0.19098theta omega + 0.01958omega^2 + -0.60696theta^3 + 0.00277theta^2 omega + 0.54344theta omega^2 + 0.00342omega^3,0.009636*omega**3 + 0.051041*omega**2*theta - 0.000656*omega**2 + 9.0e-6*omega*theta**2 + 0.001949*omega*theta - 0.00047*omega - 6.3e-5*theta**3 - 5.0e-5*theta**2 - 0.000731*theta - 0.00014
75467,2025-05-14 01:45:00,0.004502,0.005696,0.005134,0.110229,4.554170,3.221227,136.0628,6364,0,1.00000omega,0.197381 + -0.04031theta + -0.04205omega + 0.03358theta^2 + -0.09103theta omega + -0.22235omega^2 + -0.08436theta^3 + -0.03320theta^2 omega + 0.00549theta omega^2 + -0.02967omega^3,-0.131965*omega**3 + 0.000814*omega**2*theta - 0.091518*omega**2 - 0.000164*omega*theta**2 + 0.001212*omega*theta - 0.001559*omega - 1.4e-5*theta**3 + 0.000317*theta**2 - 0.002447*theta + 0.006953
75468,2025-05-14 01:50:00,0.004991,0.007418,0.006322,0.085209,2.857665,2.021572,131.4448,7124,0,1.00000omega,0.086321 + -0.10856theta + -0.18452omega + -0.11486theta^2 + -0.62715theta omega + 0.00873omega^2 + -0.28306theta^3 + -0.15765theta^2 omega + 0.31954theta omega^2 + -0.00160omega^3,-0.005709*omega**3 + 0.038006*omega**2*theta - 0.125252*omega**2 - 0.000625*omega*theta**2 - 0.002991*omega*theta + 0.011062*omega - 3.7e-5*theta**3 + 0.000335*theta**2 - 0.001102*theta + 0.001622
75469,2025-05-14 01:55:00,0.004695,0.005272,0.004992,0.124599,5.287031,3.739534,112.3710,5937,0,1.00000omega,0.084321 + -0.00033theta + 0.05235omega + 0.03201theta^2 + -0.03827theta omega + 0.07198omega^2 + -0.41111theta^3 + 0.05670theta^2 omega + 0.20019theta omega^2 + -0.07321omega^3,-0.24972*omega**3 + 0.022762*omega**2*theta - 0.046605*omega**2 + 0.000215*omega*theta**2 - 0.001768*omega*theta + 0.005168*omega - 5.2e-5*theta**3 + 0.000497*theta**2 - 0.001586*theta + 0.001963
75470,2025-05-14 02:00:00,0.004154,0.006707,0.005579,0.137470,5.171826,3.658325,70.7774,7375,1,1.00000omega,-0.017331 + -0.08989theta + -0.01280omega + 0.00210theta^2 + 0.00175theta omega + -0.08228omega^2 + -0.01283theta^3 + 0.00482theta^2 omega + 0.00109theta omega^2 + -0.02693omega^3,-0.075197*omega**3 + 0.000101*omega**2*theta - 0.026963*omega**2 + 1.5e-5*omega*theta**2 - 0.000531*omega*theta + 0.004277*omega - 1.0e-6*theta**3 + 7.4e-5*theta**2 - 0.001465*theta + 0.010194
