Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
63360,2025-04-01 18:20:00,0.004022,0.006918,0.005658,0.086809,6.227953,4.404256,45.6854,9999,2,1.00000omega,0.004881 + -0.07118theta + -0.02629omega + 0.00588theta^2 + 0.00246theta omega + -0.05566omega^2 + -0.00544theta^3 + -0.00061theta^2 omega + -0.02807theta omega^2 + -0.02961omega^3,-0.058666*omega**3 - 0.001854*omega**2*theta + 0.012224*omega**2 - 1.0e-6*omega*theta**2 + 6.0e-5*omega*theta - 0.001453*omega + 1.9e-5*theta**2 - 0.000372*theta + 0.002666
63361,2025-04-01 18:25:00,0.004463,0.006678,0.005680,nan,nan,nan,95.8395,7667,3,1.00000omega,0.096561 + -0.22667theta + 0.05183omega + 0.07263theta^2 + -0.00738theta omega + 0.01887omega^2 + -0.01168theta^3 + 0.02228theta^2 omega + -0.00163theta omega^2 + 0.00182omega^3,0.005979*omega**3 - 0.000178*omega**2*theta + 0.005199*omega**2 + 8.1e-5*omega*theta**2 + 0.000872*omega*theta + 0.004043*omega - 1.0e-6*theta**3 + 2.0e-6*theta**2 - 8.5e-5*theta - 0.000521
63362,2025-04-01 18:30:00,0.004610,0.016027,0.011793,0.138853,17.507288,12.379911,123.7358,9999,0,1.00000omega,-0.008831 + -0.00817theta + 0.00063omega + 0.00960theta^2 + -0.01202theta omega + 0.00131omega^2 + -0.00087theta^3 + 0.00242theta^2 omega + -0.01701theta omega^2 + 0.00055omega^3,0.002109*omega**3 - 0.002175*omega**2*theta + 0.03039*omega**2 + 1.0e-5*omega*theta**2 - 0.000427*omega*theta + 0.003945*omega + 9.0e-6*theta**2 - 0.000184*theta + 0.001141
63363,2025-04-01 18:35:00,0.005299,0.028912,0.020784,0.196000,14.088210,9.962833,153.8158,9999,0,1.00000omega,-0.050641 + -0.01323theta + 0.01295omega + 0.00630theta^2 + -0.00373theta omega + -0.00251omega^2 + -0.00031theta^3 + 0.00257theta^2 omega + 0.00075theta omega^2 + -0.00023omega^3,-0.000824*omega**3 + 9.0e-5*omega**2*theta - 0.0026*omega**2 + 1.0e-5*omega*theta**2 - 0.000439*omega*theta + 0.005088*omega + 5.0e-6*theta**2 - 0.000154*theta + 0.001323
63364,2025-04-01 18:40:00,0.004251,0.005536,0.004935,0.075787,2.102117,1.487387,132.7560,8174,0,1.00000omega,0.010631 + -0.12280theta + -0.27072omega + -0.12127theta^2 + -0.00792theta omega + 0.11008omega^2 + -0.00671theta^3 + -0.01023theta^2 omega + 0.01029theta omega^2 + -0.03246omega^3,-0.159786*omega**3 + 0.001688*omega**2*theta + 0.051151*omega**2 - 5.6e-5*omega*theta**2 - 0.000542*omega*theta - 0.010284*omega - 1.0e-6*theta**3 - 6.9e-5*theta**2 - 0.000616*theta - 0.001397
63365,2025-04-01 18:45:00,nan,nan,nan,nan,nan,nan,2461362.7500,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
63366,2025-04-01 18:50:00,nan,nan,nan,nan,nan,nan,18072.3027,1035,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
63367,2025-04-01 18:55:00,0.004215,0.005594,0.004953,0.110193,5.192148,3.672230,132.8136,7194,0,1.00000omega,-0.032131 + -0.02282theta + 0.06173omega + -0.09009theta^2 + 0.26076theta omega + -0.00791omega^2 + -0.03880theta^3 + 0.03923theta^2 omega + -0.04487theta omega^2 + 0.02515omega^3,0.127035*omega**3 - 0.007555*omega**2*theta - 0.031779*omega**2 + 0.00022*omega*theta**2 + 0.00523*omega*theta + 0.018669*omega - 7.0e-6*theta**3 - 0.000123*theta**2 - 0.000646*theta - 0.00116
63368,2025-04-01 19:00:00,0.003984,0.035675,0.025383,0.122732,2.750797,1.947043,230.1263,9999,0,1.00000omega,0.658731 + -0.02160theta + -0.26218omega + 0.01221theta^2 + 0.10988theta omega + -0.01349omega^2 + -0.00808theta^3 + -0.00243theta^2 omega + 0.00986theta omega^2 + -0.01265omega^3,-0.111746*omega**3 + 0.002903*omega**2*theta - 0.054695*omega**2 - 2.4e-5*omega*theta**2 + 0.002766*omega*theta - 0.047521*omega - 3.0e-6*theta**3 + 0.000137*theta**2 - 0.002376*theta + 0.015186
63369,2025-04-01 19:05:00,0.003654,0.005001,0.004380,0.084121,5.674057,4.012605,105.9079,8521,0,1.00000omega,0.011431 + -0.00449theta + -0.11372omega + -0.00570theta^2 + -0.02016theta omega + -0.05555omega^2 + -0.00151theta^3 + 0.00005theta^2 omega + -0.02471theta omega^2 + -0.12715omega^3,-0.68115*omega**3 - 0.004412*omega**2*theta + 0.019741*omega**2 - 0.00029*omega*theta - 0.000981*omega + 6.0e-6*theta**2 - 3.9e-5*theta + 0.000104
