Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
95260,2025-07-21 21:45:00,0.004185,0.021635,0.015582,0.251743,14.447657,10.217587,148.9711,9999,0,1.00000omega,0.237691 + -0.11582theta + -0.00154omega + -0.08125theta^2 + -0.00970theta omega + 0.01392omega^2 + -0.00342theta^3 + -0.02177theta^2 omega + -0.18256theta omega^2 + -0.00051omega^3,-0.002827*omega**3 - 0.033727*omega**2*theta + 0.419108*omega**2 - 0.000134*omega*theta**2 + 0.003145*omega*theta - 0.018464*omega - 0.e-6*theta**3 - 1.3e-5*theta**2 + 0.000506*theta - 0.002341
95261,2025-07-21 21:50:00,0.004238,0.015217,0.011170,0.141127,6.124232,4.331636,66.1319,8536,0,1.00000omega,0.344651 + -0.08264theta + 0.06669omega + 0.00925theta^2 + 0.03885theta omega + -0.05283omega^2 + -0.01842theta^3 + -0.00831theta^2 omega + 0.05423theta omega^2 + -0.00757omega^3,-0.019774*omega**3 + 0.004722*omega**2*theta - 0.01933*omega**2 - 2.4e-5*omega*theta**2 + 0.00042*omega*theta + 0.001905*omega - 2.0e-6*theta**3 + 7.0e-6*theta**2 - 0.0001*theta + 0.001373
95262,2025-07-21 21:55:00,0.004116,0.005229,0.004706,nan,nan,nan,172.5152,4943,0,1.00000omega,-0.032421 + -0.26614theta + 0.13340omega + 0.01302theta^2 + -0.01236theta omega + -0.37441omega^2 + -0.33882theta^3 + 0.08945theta^2 omega + 0.07290theta omega^2 + 0.05566omega^3,0.379677*omega**3 + 0.016576*omega**2*theta - 0.191792*omega**2 + 0.000678*omega*theta**2 - 0.001281*omega*theta + 0.005037*omega - 8.6e-5*theta**3 + 0.000212*theta**2 - 0.000471*theta + 0.000209
95263,2025-07-21 22:00:00,nan,nan,nan,nan,nan,nan,4020.2534,782,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
95264,2025-07-21 22:05:00,0.004901,0.011766,0.009013,0.040502,3.434933,2.429033,837.3192,9999,0,1.00000omega,-0.128961 + -0.00591theta + -0.01551omega + -0.00043theta^2 + 0.00204theta omega + 0.02222omega^2 + 0.00026theta^3 + -0.00004theta^2 omega + -0.00043theta omega^2 + -0.00719omega^3,-0.164924*omega**3 - 0.000329*omega**2*theta + 0.012328*omega**2 - 1.0e-6*omega*theta**2 + 1.5e-5*omega*theta + 0.000292*omega + 1.4e-5*theta**2 + 0.000285*theta + 0.001726
95265,2025-07-21 22:10:00,nan,nan,nan,nan,nan,nan,24074.1602,1211,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
95266,2025-07-21 22:15:00,nan,nan,nan,nan,nan,nan,12589.0547,1134,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
95267,2025-07-21 22:20:00,0.004056,0.005726,0.004962,0.344392,13.642243,9.649596,159.0303,8884,0,1.00000omega,0.044201 + -0.10229theta + -0.00220omega + 0.03633theta^2 + 0.00308theta omega + 0.07740omega^2 + -0.01605theta^3 + 0.02059theta^2 omega + -0.02486theta omega^2 + -0.00643omega^3,-0.041357*omega**3 - 0.00533*omega**2*theta + 0.081548*omega**2 + 0.000147*omega*theta**2 - 0.002476*omega*theta + 0.010342*omega - 4.0e-6*theta**3 + 0.000117*theta**2 - 0.001278*theta + 0.004867
95268,2025-07-21 22:25:00,0.003679,0.004908,0.004338,0.061299,1.793149,1.268689,107.5216,9747,0,1.00000omega,0.235671 + -0.08254theta + -0.03754omega + 0.01322theta^2 + 0.00581theta omega + -0.03135omega^2 + -0.00000theta^3 + 0.00052theta^2 omega + 0.00037theta omega^2 + -0.03504omega^3,-0.187217*omega**3 + 6.6e-5*omega**2*theta - 0.013504*omega**2 + 3.0e-6*omega*theta**2 + 5.6e-5*omega*theta - 0.001538*omega + 6.0e-6*theta**2 - 0.000143*theta + 0.001108
95269,2025-07-21 22:30:00,nan,nan,nan,nan,nan,nan,1055.4484,3038,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
