Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
45980,2025-01-31 07:00:00,nan,nan,nan,nan,nan,nan,4016.3191,1138,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45981,2025-01-31 07:05:00,0.003851,0.017401,0.012602,nan,nan,nan,325.8417,9999,0,1.00000omega,0.100551 + 0.00369theta + 0.28989omega + 0.02878theta^2 + 0.01246theta omega + -0.05495omega^2 + -0.00025theta^3 + -0.00100theta^2 omega + -0.00153theta omega^2 + 0.01992omega^3,0.284202*omega**3 - 0.000728*omega**2*theta - 0.047079*omega**2 - 1.6e-5*omega*theta**2 - 0.000114*omega*theta + 0.010753*omega + 1.7e-5*theta**2 + 0.000498*theta + 0.003462
45982,2025-01-31 07:10:00,0.003037,0.003017,0.003027,0.080701,1.839849,1.302220,86.8173,4718,0,1.00000omega,-0.004201 + -0.68386theta + -0.10900omega + -0.02597theta^2 + 0.13592theta omega + 0.07122omega^2 + -0.24124theta^3 + -0.09505theta^2 omega + -0.19981theta omega^2 + 0.01386omega^3,0.089357*omega**3 - 0.04294*omega**2*theta - 0.11034*omega**2 - 0.000681*omega*theta**2 - 0.002446*omega*theta - 0.00421*omega - 5.8e-5*theta**3 - 0.00059*theta**2 - 0.002775*theta - 0.004839
45983,2025-01-31 07:15:00,0.003228,0.003089,0.003159,0.077205,2.943800,2.082297,160.6571,7120,1,1.00000omega,0.201791 + -0.40933theta + 0.02780omega + -0.38600theta^2 + 0.42577theta omega + 0.23671omega^2 + -0.17441theta^3 + -0.01233theta^2 omega + 0.07107theta omega^2 + -0.04642omega^3,-0.477753*omega**3 + 0.024382*omega**2*theta + 0.051546*omega**2 - 0.000141*omega*theta**2 + 0.00932*omega*theta - 0.030568*omega - 6.6e-5*theta**3 + 0.000461*theta**2 - 0.001205*theta + 0.001833
45984,2025-01-31 07:20:00,0.003116,0.005340,0.004372,0.078372,3.777221,2.671473,61.4367,9221,0,1.00000omega,-0.183131 + -0.02881theta + -0.04121omega + -0.00595theta^2 + 0.00558theta omega + -0.18339omega^2 + -0.08131theta^3 + 0.00608theta^2 omega + 0.11469theta omega^2 + -0.03763omega^3,-0.161601*omega**3 + 0.016418*omega**2*theta - 0.206255*omega**2 + 2.9e-5*omega*theta**2 - 0.000413*omega*theta + 5.6e-5*omega - 1.3e-5*theta**3 + 0.000321*theta**2 - 0.002687*theta + 0.007048
45985,2025-01-31 07:25:00,0.003637,0.008141,0.006305,0.071711,3.808019,2.693153,206.3841,9999,0,1.00000omega,0.085861 + -0.03341theta + -0.20908omega + 0.00287theta^2 + -0.00751theta omega + 0.01192omega^2 + -0.00057theta^3 + -0.00231theta^2 omega + -0.00468theta omega^2 + -0.00106omega^3,-0.010924*omega**3 - 0.001608*omega**2*theta - 0.014159*omega**2 - 2.6e-5*omega*theta**2 - 0.000843*omega*theta - 0.013475*omega - 7.0e-6*theta**2 - 0.000101*theta - 0.000497
45986,2025-01-31 07:30:00,0.003086,0.004455,0.003832,0.059416,2.055090,1.453775,176.9441,7084,1,1.00000omega,0.050041 + -0.01946theta + -0.00012omega + -0.00171theta^2 + 0.00897theta omega + 0.06894omega^2 + -0.00213theta^3 + 0.00274theta^2 omega + -0.00508theta omega^2 + -0.00902omega^3,-0.110519*omega**3 - 0.002075*omega**2*theta + 0.028456*omega**2 + 3.7e-5*omega*theta**2 + 0.000752*omega*theta + 0.003542*omega - 0.e-6*theta**3 - 2.3e-5*theta**2 - 0.000204*theta - 0.000555
45987,2025-01-31 07:35:00,nan,nan,nan,nan,nan,nan,829.7484,2732,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45988,2025-01-31 07:40:00,0.003220,0.003281,0.003251,0.090961,1.817808,1.286992,121.2871,4370,0,1.00000omega,0.009341 + -0.82144theta + -0.03926omega + 0.39673theta^2 + -0.00892theta omega + -0.01265omega^2 + -1.58562theta^3 + 0.34624theta^2 omega + -0.29982theta omega^2 + -0.10578omega^3,-0.827025*omega**3 - 0.078137*omega**2*theta - 0.088437*omega**2 + 0.003008*omega*theta**2 + 0.00616*omega*theta + 0.001843*omega - 0.000459*theta**3 - 0.00122*theta**2 - 0.001957*theta - 0.00122
45989,2025-01-31 07:45:00,0.003160,0.024043,0.017147,0.158993,7.893769,5.582870,77.1200,9999,0,1.00000omega,0.085911 + -0.01327theta + 0.01759omega + -0.04222theta^2 + -0.05946theta omega + 0.01403omega^2 + -0.02551theta^3 + -0.01388theta^2 omega + 0.00920theta omega^2 + -0.01462omega^3,-0.072616*omega**3 + 0.001523*omega**2*theta + 0.024821*omega**2 - 7.7e-5*omega*theta**2 - 0.002729*omega*theta - 0.021592*omega - 5.0e-6*theta**3 - 0.000196*theta**2 - 0.00271*theta - 0.012226
