Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
87780,2025-06-25 21:00:00,0.008213,0.234571,0.165968,-66783884.0000,1975,0,1.00000omega,-0.000931 + -0.00240theta + -0.00049omega + 0.00005theta^2 + 0.00061theta omega + 0.00038omega^2
87781,2025-06-25 21:05:00,0.017444,0.506488,0.358353,94.1212,1765,0,1.00000omega,0.001701 + -0.00050theta + -0.00010omega + 0.00001theta^2 + 0.00001theta omega + 0.00001omega^2
87782,2025-06-25 21:10:00,0.030717,0.651393,0.461116,340.4444,479,0,1.00000omega,-0.000211 + -0.00010theta + -0.00043omega + -0.00000theta^2 + -0.00000theta omega + 0.00011omega^2
87783,2025-06-25 21:15:00,0.020257,0.339214,0.240288,49.0467,1550,0,1.00000omega,-0.001401 + 0.00033theta + 0.00400omega + -0.00000theta^2 + 0.00009theta omega + -0.00036omega^2
87784,2025-06-25 21:20:00,0.021848,0.946713,0.669605,13.4987,1111,0,1.00000omega,0.201931 + -0.00181theta + 0.00176omega + 0.00140theta^2 + -0.00002theta omega + 0.00198omega^2
87785,2025-06-25 21:25:00,0.005270,0.054632,0.038810,-0.2407,1095,0,1.00000omega,-0.000601 + 0.00013theta + 0.00097omega + -0.00783theta^2 + -0.00053theta omega + -0.00054omega^2
87786,2025-06-25 21:30:00,0.005181,0.088741,0.062856,1.3492,1599,0,1.00000omega,0.005591 + -0.00173theta + 0.00211omega + -0.00120theta^2 + 0.00259theta omega + 0.00594omega^2
87787,2025-06-25 21:35:00,0.019910,0.093181,0.067376,45.1844,103,5,1.00000omega,-0.001051 + -0.04122theta + 0.00256omega + 0.00229theta^2 + 0.00354theta omega + -0.00181omega^2
87788,2025-06-25 21:40:00,0.011394,0.817730,0.578278,-170.3403,2595,0,1.00000omega,-0.001051 + 0.00365theta + -0.00508omega + -0.00009theta^2 + 0.00023theta omega + 0.00059omega^2
87789,2025-06-25 21:45:00,0.007172,0.207236,0.146626,3.8797,1995,0,1.00000omega,-0.004251 + -0.00173theta + -0.00000omega + -0.00006theta^2 + -0.00036theta omega + 0.00002omega^2
87790,2025-06-25 21:50:00,nan,nan,nan,67.3738,113,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
87791,2025-06-25 21:55:00,nan,nan,nan,22.0168,72,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
87792,2025-06-25 22:00:00,nan,nan,nan,1107.3409,21,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
87793,2025-06-25 22:05:00,0.005916,0.165300,0.116959,2.2770,1962,0,1.00000omega,0.000041 + -0.00013theta + 0.00385omega + 0.00056theta^2 + -0.00012theta omega + -0.00037omega^2
87794,2025-06-25 22:10:00,0.005413,0.150200,0.106276,-0.4817,2122,0,1.00000omega,0.007501 + -0.00327theta + 0.00133omega + -0.00131theta^2 + 0.00095theta omega + -0.00094omega^2
87795,2025-06-25 22:15:00,0.004868,0.056143,0.039848,-1.0126,1902,0,1.00000omega,0.001841 + -0.00118theta + 0.00894omega + 0.00033theta^2 + -0.00713theta omega + -0.00601omega^2
87796,2025-06-25 22:20:00,0.006657,0.177106,0.125321,-0.2152,2760,0,1.00000omega,0.000391 + -0.00050theta + -0.00088omega + 0.00008theta^2 + 0.00029theta omega + -0.00002omega^2
87797,2025-06-25 22:25:00,0.005440,0.148739,0.105245,-2.2023,1745,0,1.00000omega,-0.001951 + -0.00365theta + -0.00536omega + 0.00008theta^2 + -0.00033theta omega + -0.00121omega^2
87798,2025-06-25 22:30:00,nan,nan,nan,59.5283,39,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
87799,2025-06-25 22:35:00,0.006734,0.355585,0.251482,-1600.7284,1872,0,1.00000omega,-0.000051 + 0.00309theta + -0.00217omega + 0.00004theta^2 + 0.00005theta omega + -0.00117omega^2
87800,2025-06-25 22:40:00,0.011758,0.283534,0.200661,-1227595798114668227067904.0000,2651,1,1.00000omega,0.000331 + -0.00022theta + 0.00115omega + 0.00007theta^2 + 0.00006theta omega + -0.00032omega^2
87801,2025-06-25 22:45:00,0.006061,0.064781,0.046007,-0.6775,1823,0,1.00000omega,0.000351 + -0.00039theta + -0.00174omega + 0.00050theta^2 + -0.00343theta omega + -0.00262omega^2
87802,2025-06-25 22:50:00,0.035321,0.391322,0.277831,103.7187,54,5,1.00000omega,0.013661 + -0.00066theta + -0.00094omega + 0.00080theta^2 + -0.00022theta omega + 0.00304omega^2
87803,2025-06-25 22:55:00,0.009423,0.326391,0.230890,-1.7755,2719,0,1.00000omega,-0.012021 + -0.02057theta + -0.00115omega + -0.00066theta^2 + -0.00080theta omega + 0.00104omega^2
87804,2025-06-25 23:00:00,nan,nan,nan,822.5681,55,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
