const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.000909,0.050820,0.000287,0.009484,0.001451,0.043164,0.000023,0.000840,0.000276,0.002770,0.004878,0.030742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
