chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef
26,26,3600,(x1 + x1) * -0.0011704370015981856,2.322472039070251e-23,5,True,1.4678288716433523e-09,1.0567899672554423e-09,3.1017479334302995e-06,1.1428773320150457e-06,,-0.0023408740031963,,,,,,,,
27,27,3600,(x1 - x1) * x0,1.3678475834864054e-27,5,True,5.962462744982357e-11,1.4252303075825525e-11,1.1302024663108357e-07,6.404620745620006e-08,0.0,,,,,,,,,
28,28,3600,-5.45108714949995e-19,4.8059618493147126e-36,1,True,1.0550320532787561e-15,5.21854174203467e-16,3.8981527142241927e-11,1.926160001350765e-11,-5.45108714949995e-19,,,,,,,,,
29,29,3600,((x0 - x1) + (0.11862305750969937 * x1)) - x0,0.0,9,True,0.0,0.0,3.608954109201576e-11,1.805525070346024e-11,,-0.8813769424903006,,,,,,,,
30,30,3600,((x1 - (x1 * 1.0090904666213538)) - (x0 * 1.5386250463669527e-5)) + -0.005573744102755278,6.887697042186399e-13,11,True,0.0002086565978287,0.000208656032499,0.1327676214748905,0.1327662820073168,-0.0055737441027552,-0.0090904666213538,-1.5386250463669527e-05,,,,,,,
31,31,3600,((x1 + -0.002252617195184936) - x1) * x1,9.501236722879869e-22,7,True,5.606773742533165e-10,3.9954512625193385e-10,0.0003287410849916,7.844249415090423e-05,,-0.0022526171951849,,,,,,,,
32,32,3600,(-0.09598610804227406 * x1) * (x1 + (0.9643866730428952 * 0.021970857074384526)),1.4279346548916392e-22,9,True,4.0427287336880676e-09,2.8135982874913803e-09,8.32043916647591e-06,3.214929866678333e-06,,-0.0020337922203736,,,-0.095986108042274,,,,,
33,33,3600,1.836172711331128e-14,1.030694575788199e-27,1,True,2.790567189925138e-11,1.2688282322296722e-11,6.13757435348854e-08,3.0119908960621725e-08,1.836172711331128e-14,,,,,,,,,
34,34,3600,x1 * x1,5.102847098640797e-36,3,True,1.9118103902670564e-15,2.305905101312078e-16,4.0977009195227416e-11,2.0517340210609383e-11,,,,,1.0,,,,,
35,35,3600,x1 * x1,9.533954136506392e-56,3,True,6.415930034751947e-25,3.2086189891895144e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,1.0,,,,,
36,36,3600,(x0 * -1.5386250467906352e-5) + ((x1 * -0.009090466636883445) + 0.0055737441097055175),6.88769704240577e-13,9,True,0.0002086568326152,0.0002086562675091,0.1327675868421152,0.1327662479343056,0.0055737441097055,-0.0090904666368834,-1.5386250467906352e-05,,,,,,,
37,37,3600,((x1 * (0.9977473827058547 - x1)) + (x1 * x1)) - x1,9.501221879687993e-22,11,True,5.550428061071251e-10,3.955236857640024e-10,0.0003287524912121,7.844659914003182e-05,,-0.0022526172941453,,,,,,,,
38,38,3600,-0.002882856929174965 * ((0.26150991884611524 - -0.5187728287062852) * x1),3.012581535976e-26,7,True,5.45650912497718e-11,3.893338000937599e-11,2.2733337439183973e-08,2.1400642939812465e-08,,-0.0022494435254971,,,,,,,,
