chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef
39,39,3600,((x0 - x0) * x0) * 1.7282771987647494,1.3678475834864054e-27,7,True,5.962462744982357e-11,1.4252303075825525e-11,1.1302024663108357e-07,6.404620745620006e-08,0.0,,,,,,,,,
40,40,3600,-5.447447554804717e-19,4.80596180934462e-36,1,True,1.0554305684389472e-15,5.215086996482212e-16,3.898154419222687e-11,1.9261606737383e-11,-5.447447554804717e-19,,,,,,,,,
41,41,3600,x1 - x1,0.0,3,True,0.0,0.0,3.608954109201576e-11,1.805525070346024e-11,0.0,,,,,,,,,
42,42,3600,(x0 * -1.538625059691832e-5) + ((x1 * -0.009090466714069536) + -0.005573744157140237),6.887697043867937e-13,9,True,0.0002086568162102,0.0002086562511278,0.1327677877869491,0.1327664489933096,-0.0055737441571402,-0.0090904667140695,-1.538625059691832e-05,,,,,,,
43,43,3600,x1 * -0.0022526174989696557,9.501211679962929e-22,3,True,5.433806166070917e-10,3.87200295062952e-10,0.0003287760993945,7.845509564813463e-05,,-0.0022526174989696,,,,,,,,
44,44,3600,(-0.0021379146208861635 * x1) * 1.0569578335793317,1.4903811843893478e-25,5,True,1.2056534061586492e-10,8.611593088588004e-11,3.459217699592423e-07,1.1577028552097074e-07,,-0.0022596856060694,,,,,,,,
45,45,3600,x1 * (x1 + x1),1.3678474764163673e-27,5,True,5.962461058641275e-11,1.4252296303805929e-11,1.1302024601447825e-07,6.404620712571311e-08,,,,,2.0,,,,,
46,46,3600,5.455884797052758e-19,4.805962306791708e-36,1,True,1.0545073365362618e-15,5.22309641842093e-16,3.898148507560305e-11,1.926157044285028e-11,5.455884797052758e-19,,,,,,,,,
47,47,3600,(x1 - x1) * 0.18920546551677006,0.0,5,True,0.0,0.0,3.608954109201576e-11,1.805525070346024e-11,0.0,,,,,,,,,
48,48,3600,(x1 * -0.009090466616982026) + ((x0 * -1.53862504581989e-5) + 0.005573744100552554),6.887697042189133e-13,9,True,0.0002086565727577,0.0002086560074192,0.1327676125893566,0.1327662731344638,0.0055737441005525,-0.009090466616982,-1.53862504581989e-05,,,,,,,
49,49,3600,x1 * -0.0022526216041542924,9.506842405210092e-22,3,True,3.0965441277011347e-10,2.2039638049581158e-10,0.0003292492756061,7.862541019815233e-05,,-0.0022526216041542,,,,,,,,
50,50,3600,x1 * (1.3280961654341945 * -0.001473321200520744),2.61073399494438e-22,5,True,5.623769336704539e-09,3.873313993395689e-09,1.1666427677303145e-05,4.539862523260929e-06,,-0.0019567122368645,,,,,,,,
51,51,3600,-1.836172677416723e-14,1.0306945757881999e-27,1,True,2.79056723362484e-11,1.268828208793878e-11,6.137574354912337e-08,3.0119908961600326e-08,-1.836172677416723e-14,,,,,,,,,
52,52,3600,-5.450524666683414e-19,4.805961825829291e-36,1,True,1.055093616400188e-15,5.21800779712575e-16,3.8981527142241927e-11,1.926160001350765e-11,-5.450524666683414e-19,,,,,,,,,
53,53,3600,(x1 * x1) * -1.6643425742118751,2.6409398128584627e-55,5,True,1.0679208064033982e-24,5.340712593961887e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,-1.6643425742118751,,,,,
54,54,3600,((x1 * -0.009090466621353713) + (x0 * -1.5386250463671163e-5)) - 0.005573744102755278,6.887697042185963e-13,9,True,0.0002086565978118,0.0002086560324821,0.1327676214831601,0.1327662820155047,-0.0055737441027552,-0.0090904666213537,-1.5386250463671163e-05,,,,,,,
55,55,3600,x1 * -0.0022526138371153914,9.50556894227337e-22,3,True,7.518813874562845e-10,5.360112112590462e-10,0.0003283540397092,7.830321285908133e-05,,-0.0022526138371153,,,,,,,,
56,56,3600,x1 * ((x1 * x1) + ((x0 * x1) + -0.002501609007331483)),1.1545580536785033e-22,11,True,3.292724197162269e-09,2.3616227894640637e-09,6.845108034599012e-06,2.579869067941076e-06,,-0.0025016090073314,,,,,1.0,,1.0,
57,57,3600,(x1 * (0.3490150365395507 - x0)) * x1,1.3678281714862498e-27,7,True,5.96215702597898e-11,1.4251075417345468e-11,1.1301567872075689e-07,6.404317190400204e-08,,,,,0.3490150365395507,,,,-1.0,
58,58,3600,5.448225104580518e-19,4.8059617956298614e-36,1,True,1.0553453982213213e-15,5.215825017573745e-16,3.898154419222687e-11,1.9261606737383e-11,5.448225104580519e-19,,,,,,,,,
59,59,3600,-3.5403330217269584e-22,1.2533957904730336e-43,1,True,7.356910975980502e-19,3.679221859497843e-19,3.608960171269255e-11,1.805528989153305e-11,-3.5403330217269584e-22,,,,,,,,,
60,60,3600,(((x0 * -9.38495491491024e-6) - -0.0033997455889110805) - (x1 * 0.005544795966177878)) * 1.6394591862277392,6.887697042868399e-13,11,True,0.0002086568203898,0.0002086562551972,0.1327677403468202,0.1327664010380372,0.0055737441365775,-0.0090904666825088,-1.5386250547582764e-05,,,,,,,
61,61,3600,x1 * -0.002252617424976483,9.501212172212697e-22,3,True,5.475935995573777e-10,3.9020712956905557e-10,0.0003287675709174,7.845202628481867e-05,,-0.0022526174249764,,,,,,,,
62,62,3600,x1 * -0.002570426976495592,3.0115507142156643e-22,3,True,4.922980541478946e-09,3.6138215895733478e-09,1.0054603594770664e-05,3.662066544034165e-06,,-0.0025704269764955,,,,,,,,
63,63,3600,-1.8361726775821592e-14,1.0306945757881999e-27,1,True,2.7905672334116725e-11,1.2688282089081995e-11,6.137574354912337e-08,3.0119908961600326e-08,-1.8361726775821592e-14,,,,,,,,,
64,64,3600,x1 * x1,5.102847099391674e-36,3,True,1.911810391666246e-15,2.3059051043981073e-16,4.0977009195227416e-11,2.0517340210609383e-11,,,,,1.0,,,,,
65,65,3600,x1 * x1,9.533954136506392e-56,3,True,6.415930034751947e-25,3.2086189891895144e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,1.0,,,,,
66,66,3600,((x1 * -0.0090904666213619) + (x0 * -1.5386250462921245e-5)) + -0.005573744102757276,6.887697042186233e-13,9,True,0.0002086566042261,0.0002086560389077,0.1327676175829056,0.1327662781556313,-0.0055737441027572,-0.0090904666213619,-1.5386250462921245e-05,,,,,,,
67,67,3600,x1 * -0.0022526174473534444,9.501211642429312e-22,3,True,5.463195118025745e-10,3.892978041896863e-10,0.0003287701499627,7.845295446059175e-05,,-0.0022526174473534,,,,,,,,
68,68,3600,((1.2855917708237183 + (0.4236104376234413 * -0.6788537209719169)) * x1) - x1,2.252687362372818e-22,9,True,5.183145479025069e-09,3.5803436102436343e-09,1.0731056929741314e-05,4.167366773851332e-06,,-0.0019777509994969,,,,,,,,
69,69,3600,(x0 - x0) * (x0 * -0.6376942179609879),1.3678475834864054e-27,7,True,5.962462744982357e-11,1.4252303075825525e-11,1.1302024663108357e-07,6.404620745620006e-08,0.0,,,,,,,,,
70,70,3600,-1.5434702127503641e-15,2.3839873873584572e-30,1,True,3.2090627595610677e-12,1.6041110606563654e-12,4.510616167983758e-09,3.000794585792336e-09,-1.5434702127503641e-15,,,,,,,,,
71,71,3600,(x1 * x1) * -1.623283985616702,2.5122454408507227e-55,5,True,1.041592698053565e-24,5.2090511461832565e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,-1.623283985616702,,,,,
72,72,3600,(((4.472224786137372e-6 - x1) * 0.009090466621330066) - (x0 * 1.5386250463631007e-5)) - -0.0055737034481300575,6.887697042185294e-13,11,True,0.0002086565978342,0.0002086560325044,0.1327676214262801,0.1327662819584906,0.0055737441027401,-0.00909046662133,-1.5386250463631007e-05,,,,,,,
73,73,3600,x1 * -0.0022526173702916985,9.50121485667491e-22,3,True,5.507072149629859e-10,3.9242933984492314e-10,0.0003287612678829,7.844975783795673e-05,,-0.0022526173702916,,,,,,,,
74,74,3600,(x0 * (x0 + (-0.9417068564364607 - x1))) * (x1 * -1.7231785220950258e-8),2.3841609530158244e-26,11,True,4.812100130580854e-11,3.4355532296310536e-11,1.9735846654245905e-07,6.007595409699159e-08,,,,1.6227290291209332e-08,,,,-1.7231785220950258e-08,1.7231785220950258e-08,
75,75,3600,-1.836172699916036e-14,1.0306945757882e-27,1,True,2.7905672046338183e-11,1.2688282243415263e-11,6.13757435348854e-08,3.0119908960621725e-08,-1.836172699916036e-14,,,,,,,,,
76,76,3600,-5.448804131009304e-19,4.8059617932716784e-36,1,True,1.055281985196903e-15,5.216374621232129e-16,3.898154419222687e-11,1.9261606737383e-11,-5.448804131009304e-19,,,,,,,,,
77,77,3600,x1 * x1,9.533954136506392e-56,3,True,6.415930034751947e-25,3.2086189891895144e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,1.0,,,,,
78,78,3600,((x1 + 0.5358156487007888) * -0.009090466622001185) + ((x0 * -1.5386250465069144e-5) + -0.0007029298330235498),6.8876970421858e-13,11,True,0.0002086565965829,0.0002086560312457,0.1327676258155797,0.1327662863150076,-0.0055737441030839,-0.0090904666220011,-1.5386250465069144e-05,,,,,,,
79,79,3600,x1 * -0.002252617418727787,9.501212379143358e-22,3,True,5.479493846156073e-10,3.904610559118167e-10,0.0003287668506247,7.84517670241828e-05,,-0.0022526174187277,,,,,,,,
80,80,3600,(x1 * -0.0033120028019152847) * (x1 + 0.7136247767985242),3.667688653690372e-23,7,True,1.8312484339179582e-09,1.3212204222192771e-09,3.840984930989237e-06,1.4157018657871966e-06,,-0.0023635272602728,,,-0.0033120028019152,,,,,
81,81,3600,1.766815860282378e-14,1.0311756125046767e-27,1,True,2.882154420330729e-11,1.222087039652351e-11,6.327988246944395e-08,3.1339530580287215e-08,1.766815860282378e-14,,,,,,,,,
82,82,3600,5.44872141294805e-19,4.805961793198025e-36,1,True,1.0552910435937393e-15,5.216296105719275e-16,3.898154419222687e-11,1.9261606737383e-11,5.448721412948051e-19,,,,,,,,,
83,83,3600,((x0 + -0.961496553290486) * ((x0 - x1) - x0)) * -1.646442116302848,0.0,11,True,0.0,0.0,3.608954109201576e-11,1.805525070346024e-11,,-1.583048420017482,,1.646442116302848,,,,,,
84,84,3600,((x0 * -1.5386250459801236e-5) + (x1 * -0.00909046662151857)) - -0.005573744100723587,6.887697042204297e-13,9,True,0.0002086566795349,0.0002086561141783,0.132767631420619,0.1327662916562022,0.0055737441007235,-0.0090904666215185,-1.5386250459801236e-05,,,,,,,
85,85,3600,((x1 + x1) * -0.501126307972161) + x1,9.501981173410542e-22,7,True,6.318991507114287e-10,4.503770968144884e-10,0.0003285969110706,7.839060895169177e-05,,-0.0022526159443219,,,,,,,,
86,86,3600,(x1 * -0.005784942819380812) * (0.44382917847048603 + ((-0.005784942819380812 * 0.44382917847048603) + x1)),2.6844997001573894e-22,11,True,4.672715742244366e-09,3.425452552931303e-09,9.55675854992452e-06,3.485233878542928e-06,,-0.0025526734255032,,,-0.0057849428193808,,,,,
87,87,3600,-1.8361727014049608e-14,1.0306945757881995e-27,1,True,2.7905672027152956e-11,1.268828225370414e-11,6.13757435348854e-08,3.0119908960621725e-08,-1.8361727014049608e-14,,,,,,,,,
88,88,3600,-5.449060556999195e-19,4.805961794369656e-36,1,True,1.055253905451891e-15,5.216618020814641e-16,3.898154419222687e-11,1.9261606737383e-11,-5.449060556999195e-19,,,,,,,,,
89,89,3600,-2.38228016415272e-22,5.675258780515509e-44,1,True,4.950444769488399e-19,2.475738073990979e-19,3.608954109201576e-11,1.805525070346024e-11,-2.3822801641527197e-22,,,,,,,,,
90,90,3600,(((x1 + x0) * -0.00909046663736815) - (x0 * -0.009075080386881304)) - 0.005573744111910696,6.887697042234316e-13,11,True,0.0002086566394906,0.0002086560741912,0.1327676545029216,0.1327663150850307,-0.0055737441119106,-0.0090904666373681,-1.538625048684572e-05,,,,,,,
91,91,3600,x1 * -0.0022526173890537737,9.501213713373964e-22,3,True,5.496389488581905e-10,3.9166691027383544e-10,0.0003287634303972,7.845053611924182e-05,,-0.0022526173890537,,,,,,,,
92,92,3600,(x1 - (0.0010942035851811442 - (x1 - (0.0010942035851811442 - x1)))) * x1,1.2125636024735742e-23,11,True,1.1170042442931752e-09,7.914175932088717e-10,2.208349481433754e-06,8.5112293855047e-07,,-0.0021884071703622,,,3.0,,,,,
93,93,3600,1.8361726928022824e-14,1.0306945757882008e-27,1,True,2.790567213800094e-11,1.2688282194257268e-11,6.13757435348854e-08,3.0119908960621725e-08,1.8361726928022824e-14,,,,,,,,,
94,94,3600,8.716985466783456e-17,7.508693614292404e-33,1,True,1.7945524560501246e-13,9.050000460427785e-14,2.1343939347768082e-10,1.487998421607768e-10,8.716985466783456e-17,,,,,,,,,
95,95,3600,-1.19114008207636e-22,1.4188146951288773e-44,1,True,2.4752223843118506e-19,1.2378690367690228e-19,3.608954109201576e-11,1.805525070346024e-11,-1.1911400820763599e-22,,,,,,,,,
96,96,3600,(x1 * -0.009090466680433968) + ((x0 * -1.5386250488068894e-5) + 0.005573744127109736),6.887697044315363e-13,9,True,0.0002086574684547,0.0002086569037632,0.1327675630904111,0.1327662247976618,0.0055737441271097,-0.0090904666804339,-1.5386250488068894e-05,,,,,,,
97,97,3600,(x1 * 0.9977473816441975) - x1,9.501469010542848e-22,5,True,4.94595108027357e-10,3.523819796919695e-10,0.000328874858828,7.849063977945437e-05,,-0.0022526183558024,,,,,,,,
98,98,3600,(0.04523134671519575 * -0.05991759121101031) * x1,6.241755915774394e-22,5,True,6.804480712206294e-09,5.0451184406362215e-09,1.3767589576515517e-05,4.963007214719419e-06,,-0.0027101533424045,,,,,,,,
99,99,3600,-1.6292522886374172e-14,1.0349761802435098e-27,1,True,3.0757458572495914e-11,1.1372390365035136e-11,6.707487236846683e-08,3.3785572229381126e-08,-1.6292522886374172e-14,,,,,,,,,
100,100,3600,x1 * (0.09349400229345155 + (-0.6507804220127852 * x1)),2.7181594365980884e-30,7,True,0.136511459101247,0.0412091992175232,257.45772771932536,145.76133113863278,,0.0934940022934515,,,-0.6507804220127852,,,,,
101,101,3600,((x1 + 0.12646753083244852) * x1) * x1,1.5248640906485838e-57,7,True,8.116490606902936e-26,4.059183963804039e-26,3.608954109201576e-11,1.805525070346024e-11,,,,,0.1264675308324485,,1.0,,,
102,102,3600,((x0 * -1.5386250479693022e-5) + ((x1 * 0.9909095333698259) - 0.005573744107838896)) - x1,6.88769704221006e-13,11,True,0.0002086565927738,0.0002086560274133,0.1327676559918822,0.1327663163862397,-0.0055737441078388,-0.009090466630174,-1.5386250479693022e-05,,,,,,,
103,103,3600,(x1 - (x1 * ((x0 - x0) + 0.0022526172164121228))) - x1,9.501232994499216e-22,11,True,5.59468747115771e-10,3.9868251812058864e-10,0.0003287435316485,7.844337466899192e-05,,-0.0022526172164121,,,,,,,,
104,104,3600,x1 * -0.0018031651792509429,6.023158459828318e-22,3,True,9.064865747192292e-09,6.096503643334616e-09,1.9043265475066145e-05,7.533465290585765e-06,,-0.0018031651792509,,,,,,,,
105,105,3600,1.8361668522454133e-14,1.0306945757915856e-27,1,True,2.790574739545449e-11,1.2688241834469949e-11,6.13759039623078e-08,3.0120015179661944e-08,1.8361668522454133e-14,,,,,,,,,
106,106,3600,x0 * -1.9628995935883347e-21,4.833584474715064e-36,3,True,9.212917152495969e-16,6.8301573257757755e-16,3.8534228751634737e-11,1.8961200954015624e-11,,,-1.962899593588335e-21,,,,,,,
107,107,3600,(((-0.9644108423018026 + -2.0534246087702677) - -0.9742478979318123) * x1) * (x0 - x0),0.0,11,True,0.0,0.0,3.608954109201576e-11,1.805525070346024e-11,0.0,,,,,,,,,
108,108,3600,(x1 * -0.009090466678848625) + ((x0 * -1.538625048301309e-5) - -0.005573744118926752),6.887697043977185e-13,9,True,0.0002086576486221,0.0002086570836641,0.1327676513614546,0.132766311438163,0.0055737441189267,-0.0090904666788486,-1.538625048301309e-05,,,,,,,
109,109,3600,(x1 * 0.9977473815756491) - x1,9.501510517588285e-22,5,True,4.90692197964109e-10,3.4959648548474125e-10,0.000328882759802,7.849348346590652e-05,,-0.0022526184243508,,,,,,,,
110,110,3600,x1 * (0.022301875257694018 * -0.0695266268699526),1.4695513169677013e-21,5,True,1.5766726102249132e-08,1.0079606516515827e-08,3.3725449867662694e-05,1.3769259892726709e-05,,-0.0015505741595419,,,,,,,,
111,111,3600,x1 * ((x0 * -1.675253524277508) * x1),1.3678150948532823e-27,7,True,5.961951102681827e-11,1.4250248559393359e-11,1.1301259841449537e-07,6.404112991508609e-08,,,,,,,,,-1.675253524277508,
112,112,3600,-5.446289501947144e-19,4.805961852186158e-36,1,True,1.055557450809374e-15,5.21398785462899e-16,3.898154419222687e-11,1.9261606737383e-11,-5.446289501947145e-19,,,,,,,,,
113,113,3600,((-0.7937299070004288 * -0.4159026768536753) - (x1 * x0)) * x1,3.3648479890136706e-29,9,True,0.0008929638867431,0.000153193887925,1.8028044376502588,0.9405260312653988,,0.3301143930202971,,,,,,,-1.0,
114,114,3600,((x1 * -0.009090466624912126) + (x0 * -1.5386250466781106e-5)) - 0.005573744103484865,6.88769704219422e-13,9,True,0.0002086566529579,0.000208656087611,0.1327676372138495,0.1327662975488552,-0.0055737441034848,-0.0090904666249121,-1.5386250466781106e-05,,,,,,,
115,115,3600,x1 * -0.002252618607164414,9.501636368226705e-22,3,True,4.802834546398468e-10,3.4216781678438037e-10,0.0003289038314405,7.850106754534853e-05,,-0.0022526186071644,,,,,,,,
116,116,3600,(x1 * -0.002398920926922174) - 3.966049710868447e-12,4.809201848732467e-23,5,True,1.9587488460356593e-09,1.949842577473047e-09,2.4589943081537896e-06,9.77822655595046e-07,-3.966049710868447e-12,-0.0023989209269221,,,,,,,,
117,117,3600,1.8361726120694543e-14,1.0306945757882002e-27,1,True,2.7905673178267222e-11,1.2688281636371032e-11,6.137574364862613e-08,3.011990902418692e-08,1.8361726120694543e-14,,,,,,,,,
118,118,3600,x1 * -1.015668910322234,3.205390872433542e-28,3,True,5.969894748323213e-07,5.837444605325536e-07,5.877796647610866e-07,5.747389286376138e-07,,-1.015668910322234,,,,,,,,
119,119,3600,(x1 * -1.1103030547014328) * x1,1.1753200034574372e-55,5,True,7.123720216024358e-25,3.562601058079147e-25,3.608954109201576e-11,1.805525070346024e-11,,,,,-1.1103030547014328,,,,,
120,120,3600,((-0.3442234285308849 - (x1 * 0.009090466624522545)) + 0.3497971726353962) - (x0 * 1.5386250468114698e-5),6.887697042182433e-13,11,True,0.000208656608473,0.0002086560431491,0.132767628087384,0.1327662886236741,0.0055737441045112,-0.0090904666245225,-1.5386250468114698e-05,,,,,,,
121,121,3600,(x1 * 0.9977473824868568) - x1,9.501211997397492e-22,5,True,5.425736109509903e-10,3.8662432990407606e-10,0.0003287777331001,7.845568359082077e-05,,-0.0022526175131432,,,,,,,,
122,122,3600,(0.062363301433368344 * 0.018413728115799326) * (x1 * -1.7182289954942098),2.3293575788790406e-22,7,True,5.279693722471583e-09,3.644696238013274e-09,1.0935825282596911e-05,4.248772843471467e-06,,-0.0019731125915686,,,,,,,,
123,123,3600,-2.9736629825194434e-14,1.1600829967144254e-27,1,True,2.2791018349362742e-11,2.2365179566000963e-11,3.203428889439855e-08,1.3783481364383215e-08,-2.9736629825194434e-14,,,,,,,,,
124,124,3600,-5.446066163181753e-19,4.805961863533637e-36,1,True,1.0555819255369636e-15,5.213775882572288e-16,3.898154419222687e-11,1.9261606737383e-11,-5.446066163181753e-19,,,,,,,,,
125,125,3600,(x1 * x1) * (0.789940100400945 - ((-0.5541678985936688 * x0) - 2.917185651959674)),3.9854813570207974e-51,11,True,1.311872767321816e-22,6.560730365850967e-23,3.608954109201576e-11,1.805525070346024e-11,,,,,3.707125752360619,,,,0.5541678985936688,
126,126,3600,((x0 * -1.5386250463669927e-5) + ((x1 * -0.009090466621353974) + 0.11733059106740217)) - 0.1229043351701576,6.887697042185476e-13,11,True,0.0002086565978254,0.0002086560324957,0.1327676214751378,0.1327662820075716,-0.0055737441027554,-0.0090904666213539,-1.5386250463669927e-05,,,,,,,
127,127,3600,x1 * -0.002252616191781076,9.501752009616536e-22,3,True,6.178092144258407e-10,4.4032086539232656e-10,0.0003286254329173,7.840087308692044e-05,,-0.002252616191781,,,,,,,,
128,128,3600,x1 * -0.002302149881740146,7.315398445303352e-24,3,True,8.341440992959421e-10,5.983325549351285e-10,1.8084532078122613e-06,6.627989989562421e-07,,-0.0023021498817401,,,,,,,,
129,129,3600,x1 * x1,1.367847529951386e-27,3,True,5.962461901811671e-11,1.4252299689814756e-11,1.1302024636151973e-07,6.404620732488061e-08,,,,,1.0,,,,,
130,130,3600,5.449234264927831e-19,4.805961795860626e-36,1,True,1.0552348847933773e-15,5.216782905684918e-16,3.898154419222687e-11,1.9261606737383e-11,5.449234264927831e-19,,,,,,,,,
131,131,3600,x1 * (x1 * 0.17349735637415475),2.869847251122559e-57,5,True,1.1132052624898776e-25,5.567134570138964e-26,3.608954109201576e-11,1.805525070346024e-11,,,,,0.1734973563741547,,,,,
132,132,3600,(0.0055737441048464426 - (x0 * 1.5386250468965563e-5)) - (x1 * 0.009090466625348275),6.887697042188616e-13,9,True,0.0002086566165188,0.0002086560511959,0.1327676299959333,0.1327662905199115,0.0055737441048464,-0.0090904666253482,-1.5386250468965563e-05,,,,,,,
133,133,3600,x1 * -0.002252617426849568,9.501212115200348e-22,3,True,5.47486950795008e-10,3.9013101358865694e-10,0.000328767786782,7.84521039504005e-05,,-0.0022526174268495,,,,,,,,
134,134,3600,((0.24598267959136533 - -0.46350738038805195) * (x1 - 0.0038920736063567255)) * x1,7.714752695278309e-22,9,True,7.456474024663806e-09,5.547144539248176e-09,1.5041853334954936e-05,5.402173990571637e-06,,-0.0027613875364183,,,0.7094900599794173,,,,,
135,135,3600,-1.8361726795673926e-14,1.0306945757881995e-27,1,True,2.790567230853644e-11,1.2688282102800492e-11,6.137574354912337e-08,3.0119908961600326e-08,-1.8361726795673926e-14,,,,,,,,,
136,136,3600,((-0.5728681767372975 - (0.05345160958661218 * x1)) - x1) * x1,1.0196815998422603e-28,9,True,6.014080986621406e-07,5.88264130288231e-07,1.0460531409228838e-06,1.0269042683314758e-06,,-0.5728681767372975,,,-1.0534516095866122,,,,,
137,137,3600,x1 * (x0 * x1),1.2511365672963976e-50,5,True,2.324361689846493e-22,1.1624229785757412e-22,3.608954109201576e-11,1.805525070346024e-11,,,,,,,,,1.0,
138,138,3600,(x0 * -1.538625046374149e-5) - (((x1 * -0.00161276131587592) - 0.0009888512051074213) * -5.636585235465203),6.887697042185545e-13,11,True,0.0002086565978137,0.000208656032484,0.1327676216020376,0.1327662821342894,-0.0055737441027804,-0.0090904666213956,-1.538625046374149e-05,,,,,,,
139,139,3600,x1 * -0.0022526174821364264,9.501211474623833e-22,3,True,5.443390574137589e-10,3.8788434051201576e-10,0.0003287741592528,7.845439739079588e-05,,-0.0022526174821364,,,,,,,,
140,140,3600,(x1 * 0.04494101627000665) * (-0.06591253971003448 - ((0.04494101627000665 * -0.06591253971003448) - x1)),9.90759806616626e-22,11,True,8.292041939843628e-09,6.195085057417216e-09,1.66651418221891e-05,5.955774861969338e-06,,-0.0028290532963483,,,0.0449410162700066,,,,,
141,141,3600,1.836172638373798e-14,1.0306945757882e-27,1,True,2.7905672839328002e-11,1.2688281818141344e-11,6.137574360455846e-08,3.0119908990458255e-08,1.836172638373798e-14,,,,,,,,,
142,142,3600,(x1 * x1) * x0,5.102847235021432e-36,5,True,1.9118106443900804e-15,2.3059056618008223e-16,4.0977009195227416e-11,2.0517340210609383e-11,,,,,,,,,1.0,
143,143,3600,5.624828165360588e-23,3.163869188983376e-45,1,True,1.1688550147973081e-19,5.845492673497355e-20,3.608954109201576e-11,1.805525070346024e-11,5.624828165360588e-23,,,,,,,,,
144,144,3600,((x0 * -1.538625044927153e-5) + 0.005573744097292707) + (x1 * -0.009090466610371552),6.887697042208036e-13,9,True,0.0002086565387277,0.0002086559733889,0.1327675947193511,0.1327662553361875,0.0055737440972927,-0.0090904666103715,-1.538625044927153e-05,,,,,,,
145,145,3600,((x1 - x1) + -0.0022526172960000423) * x1,9.501221663676729e-22,7,True,5.54937200745484e-10,3.95448314342593e-10,0.0003287527050102,7.844667608371455e-05,,-0.002252617296,,,,,,,,
146,146,3600,((x0 - x0) - 1.3787631666012987) * (0.0017602579272625112 * x1),9.064767283295476e-23,9,True,2.821798758371605e-09,2.0474497077635164e-09,5.846564535873332e-06,2.149996127188241e-06,,-0.0024269787938274,,,,,,,,
147,147,3600,-1.9456658506555868e-14,1.0318934514317527e-27,1,True,2.6554886580785375e-11,1.3471744940544184e-11,5.838403321834996e-08,2.8216661970040552e-08,-1.9456658506555868e-14,,,,,,,,,
148,148,3600,x0 - ((x0 + x1) + x1),5.102847099016235e-36,7,True,1.9118103909666517e-15,2.305905102855093e-16,4.0977009195227416e-11,2.0517340210609383e-11,,-2.0,,,,,,,,
149,149,3600,-9.26442286059391e-23,8.582953093989507e-45,1,True,1.9251729653613922e-19,9.627870284965206e-20,3.608954109201576e-11,1.805525070346024e-11,-9.26442286059391e-23,,,,,,,,,
