chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef
338,338,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3311,3311,300,(x0 - x0) * (0.6479379045932295 + x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
1284,1284,300,(x1 + (x1 * 1.2007143783037224)) * ((x1 - x1) * x0),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
58,58,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3306,3306,300,(x1 * x0) * (x1 - x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3305,3305,300,(x0 - (x0 + x1)) + (-0.3325073803138018 * (x0 - x0)),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,-1.0,,,,,,,,
59,59,300,(x1 - x1) * 0.004787330400105663,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3302,3302,300,((-1.12196213304068 - 1.0238949073063741) - -1.2166213385481994) * ((x0 - x0) * -0.034794092033702484),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3301,3301,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3300,3300,300,(1.0888099556460824 - x0) * (x1 - x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3299,3299,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3383,3383,300,(x0 - x1) - (x0 - x1),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3228,3228,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
932,932,300,(((x0 - x0) - x1) + x1) * 1.3647541269002175,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
930,930,300,(x0 - x0) * x1,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
928,928,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2015,2015,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2013,2013,300,(x1 - x1) * (0.8254794243705552 + x0),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3160,3160,300,(x1 - -2.0830120037855555) * ((x0 + x1) - x0),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,2.0830120037855555,,,1.0,,,,,
3159,3159,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3155,3155,300,(x1 + 0.7794443767384748) * (x0 - x0),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3153,3153,300,((x0 - x0) * 1.2234191008618749) * x1,0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3151,3151,300,(-0.7378058643999102 + 0.43628451315184597) * (x0 - x0),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3150,3150,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3149,3149,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2574,2574,300,(x0 - x0) * (x1 + 0.5825339793642208),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3231,3231,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3229,3229,300,((x1 + x1) * (x1 - x1)) * 0.5745142856910281,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3022,3022,300,((x0 + x1) - (x1 + x0)) * 0.8177457718027005,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2575,2575,300,((x1 - x1) - x1) * ((x1 - x1) * x1),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3224,3224,300,(x1 - x1) * -0.68981860198705,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3223,3223,300,(x1 - (x1 + (x0 - x0))) * x1,0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
3221,3221,300,x0 * ((x0 - (0.25955276013213047 * (x1 + x1))) - x0),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,,,-0.5191055202642609,,,,,,
3220,3220,300,(x0 + x1) - x0,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,,1.0,,,,,,,,
