const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.000000,0.000000,0.000000,0.000000,0.000152,0.001728,0.000000,0.000000,0.000016,0.000626,0.001667,0.019714,0.000000,0.000000,0.000006,0.000378,0.002845,0.014513,0.000034,0.003116
