const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.000799,0.002067,0.000236,0.000650,0.000881,0.005273,0.000011,0.000070,0.000151,0.001107,0.003465,0.017524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
