Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
10780,2024-09-21 13:45:00,0.010902,0.034627,0.025670,0.081219,4.449507,3.146801,9.0131,1213,0,1.00000omega,0.000771 + 0.00077theta + -0.00033omega + 0.00057theta^2 + 0.00023theta omega + -0.00077omega^2,-0.000347*omega**2 + 3.0e-6*omega*theta - 2.9e-5*omega - 2.0e-6*theta + 5.0e-6
10781,2024-09-21 13:50:00,0.016485,0.229189,0.162480,0.238778,28.497136,20.151225,3.8524,1780,0,1.00000omega,0.001241 + -0.00008theta + -0.00307omega + -0.00031theta^2 + -0.00051theta omega + -0.00119omega^2,-0.000291*omega**2 - 4.0e-6*omega*theta - 0.00012*omega - 0.e-6*theta + 4.0e-6
10782,2024-09-21 13:55:00,nan,nan,nan,nan,nan,nan,13408.6221,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
10783,2024-09-21 14:00:00,0.013110,0.336773,0.238315,0.057913,9.343865,6.607237,58.7160,2909,0,1.00000omega,0.004741 + 0.00007theta + -0.00794omega + 0.00001theta^2 + 0.00003theta omega + -0.00022omega^2,-0.000208*omega**2 + 1.0e-6*omega*theta - 0.00024*omega + 1.0e-6*theta + 1.4e-5
10784,2024-09-21 14:05:00,0.013709,0.124544,0.088598,0.207700,31.119408,22.005234,9.4439,1414,0,1.00000omega,0.000091 + -0.00004theta + 0.00182omega + 0.00044theta^2 + 0.00067theta omega + 0.00199omega^2,0.00077*omega**2 + 9.0e-6*omega*theta + 3.7e-5*omega - 1.0e-6*theta + 2.0e-6
10785,2024-09-21 14:10:00,nan,nan,nan,nan,nan,nan,521.6700,29,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
10786,2024-09-21 14:15:00,0.012305,0.100856,0.071845,0.143779,20.669167,14.615662,13.1241,988,0,1.00000omega,0.002221 + -0.00037theta + 0.00457omega + -0.00011theta^2 + -0.00084theta omega + -0.00050omega^2,-0.000238*omega**2 - 1.3e-5*omega*theta + 0.000262*omega + 1.0e-6*theta + 5.0e-6
10787,2024-09-21 14:20:00,0.010756,0.060781,0.043646,0.124463,3.269848,2.313806,1.7804,1304,0,1.00000omega,-0.000111 + -0.53481theta + -0.00334omega + -0.00086theta^2 + 0.00128theta omega + -0.01535omega^2,-0.004864*omega**2 + 1.4e-5*omega*theta - 4.4e-5*omega - 0.000597*theta - 0.002973
10788,2024-09-21 14:25:00,0.013270,0.063379,0.045787,0.099323,4.958627,3.506982,5.8965,829,0,1.00000omega,0.001681 + -0.01338theta + -0.00460omega + 0.00128theta^2 + 0.00195theta omega + 0.00207omega^2,0.000704*omega**2 + 2.2e-5*omega*theta - 0.000209*omega - 1.7e-5*theta + 4.6e-5
10789,2024-09-21 14:35:00,0.065796,2.194344,1.552333,0.094135,10.828442,7.657154,-28515248.0000,1515,0,1.00000omega,0.002111 + -0.00478theta + 0.00096omega + 0.01325theta^2 + -0.00127theta omega + -0.00425omega^2,-0.001516*omega**2 - 1.5e-5*omega*theta - 4.0e-6*omega + 5.0e-6*theta**2 + 2.0e-5*theta + 2.4e-5
10790,2024-09-21 14:40:00,nan,nan,nan,nan,nan,nan,65.8451,51,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
10791,2024-09-21 14:45:00,0.016242,0.081930,0.059061,0.142326,14.298152,10.110821,7.0090,1188,0,1.00000omega,0.003871 + -0.01241theta + 0.00287omega + 0.00169theta^2 + 0.00244theta omega + 0.00511omega^2,0.001503*omega**2 + 2.4e-5*omega*theta + 4.7e-5*omega + 1.0e-6*theta**2 - 1.6e-5*theta + 4.5e-5
10792,2024-09-21 14:50:00,0.017709,0.143618,0.102323,0.141325,15.290381,10.812394,16.1196,1324,0,1.00000omega,0.000521 + 0.00008theta + -0.00117omega + 0.00006theta^2 + 0.00150theta omega + -0.00095omega^2,-0.000354*omega**2 + 1.9e-5*omega*theta - 1.1e-5*omega + 2.0e-6
10793,2024-09-21 14:55:00,nan,nan,nan,nan,nan,nan,51.5396,68,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
10794,2024-09-21 15:00:00,0.035187,0.697370,0.493742,0.069728,2.688209,1.901490,225.8091,165,5,1.00000omega,-0.000461 + 0.00031theta + 0.00190omega + 0.00003theta^2 + -0.00005theta omega + 0.00016omega^2,7.9e-5*omega**2 - 0.e-6*omega*theta + 7.9e-5*omega - 1.0e-6
