Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
1320,2024-08-19 16:15:00,0.010573,0.026729,0.020325,0.052906,0.762917,0.540759,17.8338,1238,0,1.00000omega,0.009421 + -2.96152theta + -0.02716omega + -0.14469theta^2 + -0.95729theta omega + -0.00043omega^2,-0.000272*omega**2 - 0.020215*omega*theta + 0.00013*omega - 0.000102*theta**2 - 0.00328*theta + 0.000185,3.287540e-04,2.992234e-05
1321,2024-08-19 16:20:00,nan,nan,nan,nan,nan,nan,72.3411,41,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
1322,2024-08-19 16:25:00,nan,nan,nan,nan,nan,nan,337.0869,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
1323,2024-08-19 16:30:00,0.010654,0.040585,0.029671,0.093265,12.099491,8.555886,11.8829,1974,0,1.00000omega,-0.002331 + 0.00064theta + -0.00075omega + 0.00000theta^2 + 0.00024theta omega + 0.00012omega^2,6.4e-5*omega**2 + 4.0e-6*omega*theta - 4.6e-5*omega + 1.0e-6*theta - 8.0e-6,2.600863e-04,2.955810e-05
1324,2024-08-19 16:35:00,0.009201,0.049125,0.035340,0.129916,15.489161,10.952876,2.6638,1738,1,1.00000omega,0.000851 + -0.00117theta + -0.00474omega + -0.00059theta^2 + -0.00150theta omega + -0.00280omega^2,-0.001112*omega**2 - 2.0e-5*omega*theta + 4.5e-5*omega + 4.0e-6*theta - 1.1e-5,7.727608e-04,3.135629e-05
1325,2024-08-19 16:40:00,0.007030,0.027786,0.020267,0.090532,1.461837,1.035655,4.8731,1516,0,1.00000omega,0.134851 + -4.42231theta + -0.02788omega + -2.05382theta^2 + 0.01346theta omega + -0.01476omega^2,-0.008665*omega**2 + 0.000263*omega*theta - 0.000767*omega - 0.00134*theta**2 - 0.00657*theta - 0.003293,4.162291e-04,3.431573e-05
1326,2024-08-19 16:45:00,0.009662,0.057082,0.040937,0.101498,12.595892,8.906930,4.6173,1577,0,1.00000omega,-0.000661 + -0.00021theta + -0.00213omega + 0.00093theta^2 + 0.00037theta omega + 0.00014omega^2,5.9e-5*omega**2 + 5.0e-6*omega*theta - 0.000125*omega - 9.0e-6*theta + 4.8e-5,1.227648e-03,5.355807e-05
1327,2024-08-19 16:50:00,0.009057,0.080274,0.057123,0.117576,6.669613,4.716861,4.9411,781,0,1.00000omega,0.001391 + -0.07636theta + 0.00459omega + -0.00811theta^2 + 0.00170theta omega + -0.00823omega^2,-0.003813*omega**2 + 2.6e-5*omega*theta + 0.000329*omega - 4.0e-6*theta**2 - 0.000141*theta - 0.000753,6.355484e-04,2.588593e-05
1328,2024-08-19 16:55:00,0.023365,0.232061,0.164921,0.057796,5.488357,3.881070,66.1332,123,5,1.00000omega,-0.020831 + -0.03194theta + 0.00189omega + -0.00037theta^2 + -0.00754theta omega + -0.00559omega^2,-0.002872*omega**2 - 0.000129*omega*theta + 0.001759*omega - 3.0e-5*theta + 0.000385,nan,nan
1329,2024-08-19 17:00:00,0.024243,0.149406,0.107028,0.064203,3.328771,2.354234,66.5954,465,0,1.00000omega,0.002561 + -0.03804theta + -0.00535omega + 0.00441theta^2 + 0.00456theta omega + 0.00228omega^2,0.001158*omega**2 + 7.7e-5*omega*theta + 0.000428*omega + 2.0e-6*theta**2 - 3.0e-6*theta - 0.000173,3.356829e-03,4.423797e-06
1330,2024-08-19 17:05:00,nan,nan,nan,nan,nan,nan,294.3623,18,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
1331,2024-08-19 17:10:00,0.010134,0.167093,0.118370,0.046389,1.549347,1.096045,1.8165,1766,0,1.00000omega,0.010821 + -0.14881theta + -0.00381omega + -0.00127theta^2 + 0.00099theta omega + 0.00285omega^2,0.000953*omega**2 + 1.1e-5*omega*theta + 1.3e-5*omega - 0.000177*theta - 0.002145,6.576939e-04,3.562000e-05
1332,2024-08-19 17:15:00,0.026906,0.199115,0.142075,0.089990,4.559643,3.224782,76.0276,41,5,1.00000omega,-0.009201 + -0.14901theta + 0.00043omega + 0.00776theta^2 + -0.06720theta omega + 0.00466omega^2,0.002181*omega**2 - 0.001048*omega*theta + 0.001877*omega + 4.0e-6*theta**2 - 0.00018*theta + 0.000285,1.666905e-03,1.120752e-05
1333,2024-08-19 17:20:00,0.008374,0.053448,0.038255,0.834811,37.618853,26.607095,3.8910,1406,0,1.00000omega,-0.006931 + -0.00164theta + -0.00854omega + 0.01641theta^2 + -0.00452theta omega + 0.00389omega^2,0.001821*omega**2 - 7.1e-5*omega*theta + 3.4e-5*omega + 9.0e-6*theta**2 - 7.9e-5*theta + 0.000166,7.971340e-04,2.474019e-05
1334,2024-08-19 17:25:00,0.008622,0.036300,0.026382,0.073213,1.611295,1.140533,12.0226,1139,0,1.00000omega,0.011451 + -1.65568theta + 0.00353omega + -0.12785theta^2 + 0.41311theta omega + 0.00331omega^2,0.002163*omega**2 + 0.008999*omega*theta - 0.017465*omega - 9.3e-5*theta**2 - 0.001477*theta + 0.003259,7.688843e-04,2.394090e-05
