Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
84040,2025-06-12 20:55:00,0.013785,0.130968,0.093120,nan,nan,nan,1.9256,2325,0,1.00000omega,-0.003681 + -0.04757theta + -0.01175omega + 0.13684theta^2 + 0.00242theta omega + 0.00237omega^2,0.000594*omega**2 + 2.0e-5*omega*theta - 0.000123*omega + 3.8e-5*theta**2 + 0.000959*theta + 0.006003,7.572277e-04,6.563721e-05
84041,2025-06-12 21:00:00,0.016547,0.088332,0.063546,0.164415,19.010499,13.442955,6.2884,1354,0,1.00000omega,-0.000591 + -0.00110theta + -0.00171omega + -0.00101theta^2 + 0.00079theta omega + 0.00032omega^2,9.1e-5*omega**2 + 7.0e-6*omega*theta - 0.000155*omega + 7.0e-6*theta - 4.1e-5,3.754135e-04,5.409968e-05
84042,2025-06-12 21:05:00,0.028717,0.744079,0.526535,0.070961,7.778199,5.500246,305.7680,753,1,1.00000omega,0.001751 + -0.00102theta + 0.00500omega + -0.00019theta^2 + -0.00045theta omega + -0.00059omega^2,-0.0004*omega**2 - 1.0e-5*omega*theta + 0.000371*omega + 5.0e-6*theta - 3.2e-5,5.753209e-01,6.762429e-04
84043,2025-06-12 21:10:00,0.012103,0.037370,0.027776,0.136471,18.303119,12.942619,11.2119,1503,0,1.00000omega,0.000301 + -0.01040theta + -0.00117omega + 0.00056theta^2 + 0.00056theta omega + -0.00122omega^2,-0.000552*omega**2 + 8.0e-6*omega*theta - 5.7e-5*omega - 1.3e-5*theta + 2.7e-5,2.109796e-03,4.291064e-05
84044,2025-06-12 21:15:00,0.017669,0.205747,0.146020,0.099985,15.677900,11.086175,42.6442,1630,0,1.00000omega,-0.017701 + -0.00037theta + -0.00112omega + -0.00031theta^2 + -0.00029theta omega + -0.00017omega^2,-9.6e-5*omega**2 - 5.0e-6*omega*theta + 6.4e-5*omega + 7.0e-6*theta - 9.4e-5,1.429582e-03,3.497499e-05
84045,2025-06-12 21:20:00,0.012420,0.175474,0.124389,0.070099,6.129407,4.334429,22.8155,1443,0,1.00000omega,-0.001251 + -0.00014theta + -0.00290omega + -0.00007theta^2 + -0.00036theta omega + -0.00098omega^2,-0.000581*omega**2 - 7.0e-6*omega*theta + 1.6e-5*omega + 1.0e-6*theta - 1.2e-5,4.372047e-04,3.344765e-05
84046,2025-06-12 21:25:00,0.011285,0.091325,0.065068,0.118405,18.155119,12.837881,8.8784,919,0,1.00000omega,0.001451 + 0.00041theta + 0.00558omega + -0.00064theta^2 + 0.00038theta omega + 0.00075omega^2,0.00034*omega**2 + 6.0e-6*omega*theta + 0.00014*omega + 6.0e-6*theta - 2.1e-5,3.048025e-03,4.582332e-05
84047,2025-06-12 21:30:00,nan,nan,nan,nan,nan,nan,16.3588,127,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84048,2025-06-12 21:35:00,0.029316,0.594119,0.420616,0.061117,2.016486,1.426526,130.6499,89,5,1.00000omega,-0.018711 + -0.00324theta + -0.00333omega + -0.00018theta^2 + -0.00036theta omega + -0.00382omega^2,-0.001875*omega**2 - 6.0e-6*omega*theta + 6.1e-5*omega + 2.0e-6*theta - 2.1e-5,nan,nan
84049,2025-06-12 21:40:00,nan,nan,nan,nan,nan,nan,48.9828,197,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84050,2025-06-12 21:45:00,0.008934,0.070187,0.050030,0.062362,2.222964,1.572491,7.8686,1138,0,1.00000omega,0.000501 + -0.00091theta + -0.00000omega + -0.00013theta^2 + 0.00102theta omega + 0.00008omega^2,4.3e-5*omega**2 + 1.8e-5*omega*theta - 9.8e-5*omega + 4.0e-6,9.899808e-04,3.363316e-05
84051,2025-06-12 21:50:00,0.011566,0.128487,0.091221,0.099988,8.299520,5.869073,3.4407,1461,0,1.00000omega,-0.003611 + 0.00153theta + 0.00921omega + -0.00032theta^2 + 0.00026theta omega + 0.00040omega^2,0.000132*omega**2 + 3.0e-6*omega*theta + 0.000302*omega + 2.0e-6*theta - 1.6e-5,2.519102e-03,4.268923e-05
84052,2025-06-12 21:55:00,nan,nan,nan,nan,nan,nan,42.7146,34,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84053,2025-06-12 22:00:00,0.014126,0.275538,0.195090,0.075462,4.984542,3.525007,20.3851,1526,0,1.00000omega,0.000691 + 0.00003theta + 0.00067omega + -0.00007theta^2 + 0.00018theta omega + 0.00050omega^2,0.00026*omega**2 + 3.0e-6*omega*theta + 6.6e-5*omega - 1.0e-6*theta - 6.0e-6,1.355610e-03,3.545325e-05
84054,2025-06-12 22:05:00,nan,nan,nan,nan,nan,nan,77.7008,171,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84055,2025-06-12 22:10:00,nan,nan,nan,nan,nan,nan,150.1840,351,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84056,2025-06-12 22:15:00,nan,nan,nan,nan,nan,nan,1129.2277,17,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84057,2025-06-12 22:20:00,0.040522,0.416223,0.295706,0.119360,16.943147,11.980911,67.8861,34,5,1.00000omega,0.000241 + -0.01253theta + 0.00367omega + 0.00779theta^2 + 0.00192theta omega + 0.00045omega^2,0.000132*omega**2 + 1.9e-5*omega*theta + 0.000171*omega + 3.0e-6*theta**2 - 0.e-6*theta - 1.8e-5,7.519165e-03,1.333492e-05
84058,2025-06-12 22:25:00,0.011272,0.148990,0.105653,0.106283,14.716254,10.406234,17.8776,985,0,1.00000omega,0.000991 + -0.00027theta + -0.00608omega + -0.00007theta^2 + 0.00021theta omega + 0.00082omega^2,0.000483*omega**2 + 4.0e-6*omega*theta - 0.000259*omega + 1.0e-6*theta - 3.0e-6,2.783134e-04,3.290031e-05
84059,2025-06-12 22:30:00,0.011804,0.047556,0.034648,0.093495,2.494685,1.765247,5.2082,1186,0,1.00000omega,0.005111 + -0.72391theta + 0.00366omega + -0.02847theta^2 + 0.00989theta omega + 0.00129omega^2,0.000469*omega**2 + 0.00012*omega*theta + 0.000171*omega - 1.2e-5*theta**2 - 0.000814*theta - 0.000314,1.104974e-03,5.112918e-05
84060,2025-06-12 22:35:00,nan,nan,nan,nan,nan,nan,446.8805,37,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84061,2025-06-12 22:40:00,0.012813,0.171709,0.121754,0.075166,2.965720,2.097754,13.3424,1046,0,1.00000omega,0.001631 + -0.00003theta + 0.00238omega + 0.00013theta^2 + 0.00157theta omega + -0.00028omega^2,-0.00013*omega**2 + 2.4e-5*omega*theta - 9.3e-5*omega - 0.e-6*theta + 8.0e-6,1.429671e-03,3.140007e-05
84062,2025-06-12 22:45:00,0.009673,0.071064,0.050714,0.116724,15.491686,10.954587,5.5924,2075,0,1.00000omega,-0.012511 + -0.00012theta + -0.00368omega + -0.00128theta^2 + 0.00349theta omega + -0.00344omega^2,-0.001508*omega**2 + 5.1e-5*omega*theta - 0.00067*omega - 0.e-6*theta**2 + 1.3e-5*theta - 0.000102,5.177726e-04,4.616865e-05
84063,2025-06-12 22:50:00,0.034845,0.499713,0.354209,0.159809,21.506400,15.207741,84.0407,463,0,1.00000omega,0.005341 + -0.00040theta + 0.00008omega + 0.00005theta^2 + -0.00203theta omega + -0.00025omega^2,-0.000104*omega**2 - 2.8e-5*omega*theta + 0.000553*omega - 1.0e-6*theta + 3.2e-5,1.002794e+00,4.988642e-03
84064,2025-06-12 22:55:00,0.011950,0.129664,0.092075,0.096510,11.358213,8.031759,21.3050,1521,0,1.00000omega,-0.002851 + 0.00022theta + -0.00196omega + -0.00011theta^2 + 0.00220theta omega + -0.00030omega^2,-0.000178*omega**2 + 4.4e-5*omega*theta - 0.000722*omega + 2.0e-6*theta - 2.6e-5,1.130185e-03,3.285191e-05
84065,2025-06-12 23:00:00,0.017946,0.164973,0.117342,0.099456,4.644198,3.284696,-1904450.6250,867,2,1.00000omega,-0.000771 + 0.00655theta + -0.00094omega + 0.00023theta^2 + -0.00230theta omega + -0.00102omega^2,-0.000352*omega**2 - 2.6e-5*omega*theta + 0.000362*omega + 5.0e-6*theta - 9.1e-5,9.288307e-01,1.132916e-03
84066,2025-06-12 23:05:00,0.010709,0.069971,0.050053,0.180242,24.049004,17.005692,3.8943,1656,0,1.00000omega,0.000691 + 0.00188theta + -0.00172omega + 0.00003theta^2 + -0.00090theta omega + -0.00409omega^2,-0.001496*omega**2 - 1.1e-5*omega*theta - 0.000142*omega + 2.0e-6*theta + 1.9e-5,6.844113e-04,5.590110e-05
84067,2025-06-12 23:10:00,0.015420,0.229948,0.162963,0.053660,7.088821,5.012697,68.8118,1299,0,1.00000omega,0.000711 + -0.00017theta + -0.00106omega + 0.00002theta^2 + 0.00008theta omega + -0.00009omega^2,-7.3e-5*omega**2 + 2.0e-6*omega*theta + 1.5e-5*omega + 1.0e-6*theta + 6.0e-6,1.319033e-03,1.292094e-05
84068,2025-06-12 23:15:00,0.013409,0.260851,0.184693,0.080010,3.654632,2.584834,21.3147,2269,0,1.00000omega,0.011091 + -0.16300theta + 0.00399omega + 0.00086theta^2 + 0.00211theta omega + 0.00771omega^2,0.004277*omega**2 + 3.9e-5*omega*theta - 0.000347*omega + 1.0e-6*theta**2 - 0.000194*theta + 0.002333,5.280403e-04,2.921015e-05
84069,2025-06-12 23:20:00,nan,nan,nan,nan,nan,nan,986.1123,26,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84070,2025-06-12 23:25:00,0.053055,0.804547,0.570137,0.127158,11.619860,8.216974,185.3953,23,5,1.00000omega,0.001851 + -0.00020theta + -0.00012omega + 0.00017theta^2 + 0.00034theta omega + -0.00005omega^2,-1.7e-5*omega**2 + 4.0e-6*omega*theta + 4.7e-5*omega + 1.0e-6*theta + 1.5e-5,nan,nan
84071,2025-06-12 23:30:00,0.009937,0.400063,0.282974,0.146335,19.873732,14.053231,7.3148,2759,0,1.00000omega,0.001621 + -0.00013theta + -0.00024omega + 0.00003theta^2 + -0.00007theta omega + -0.00051omega^2,-0.000237*omega**2 - 1.0e-6*omega*theta - 2.8e-5*omega + 6.0e-6,6.678689e-04,3.635613e-05
84072,2025-06-12 23:35:00,0.014619,0.150589,0.106983,0.124813,6.670244,4.717400,2.7602,3070,0,1.00000omega,-0.000891 + -0.00008theta + -0.00369omega + 0.00009theta^2 + 0.00036theta omega + 0.00307omega^2,0.000932*omega**2 + 4.0e-6*omega*theta - 3.2e-5*omega + 1.0e-6*theta + 1.3e-5,1.144620e-03,4.951191e-05
84073,2025-06-12 23:40:00,0.011785,0.074666,0.053451,nan,nan,nan,2.3109,1069,0,1.00000omega,0.013481 + -0.01583theta + 0.00083omega + -0.31180theta^2 + -0.00749theta omega + -0.00973omega^2,-0.002923*omega**2 - 7.5e-5*omega*theta + 0.00051*omega - 0.000104*theta**2 + 0.00132*theta - 0.004137,7.856601e-04,7.110220e-05
84074,2025-06-12 23:45:00,0.012993,0.159348,0.113050,0.284841,42.748921,30.228723,8.7351,1531,0,1.00000omega,0.001991 + 0.00015theta + 0.00005omega + -0.00007theta^2 + 0.00039theta omega + -0.00071omega^2,-0.000278*omega**2 + 5.0e-6*omega*theta - 4.3e-5*omega + 1.0e-6*theta + 2.0e-6,4.838122e-04,2.378270e-05
84075,2025-06-12 23:50:00,0.009131,0.044250,0.031949,0.203005,30.977645,21.904973,4.0835,1564,0,1.00000omega,0.000871 + 0.00031theta + -0.00133omega + -0.00020theta^2 + 0.00017theta omega + 0.00074omega^2,0.000312*omega**2 + 2.0e-6*omega*theta - 2.0e-5*omega - 2.0e-6*theta - 4.0e-6,1.053156e-03,3.410396e-05
84076,2025-06-12 23:55:00,nan,nan,nan,nan,nan,nan,158.4016,311,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
84077,2025-06-13 00:00:00,0.013215,0.227793,0.161345,0.070307,9.715036,6.869747,32.2945,1630,0,1.00000omega,0.004131 + 0.00007theta + 0.00090omega + 0.00001theta^2 + 0.00000theta omega + 0.00045omega^2,0.000299*omega**2 + 3.0e-5*omega + 1.1e-5,2.254363e-04,1.922512e-05
84078,2025-06-13 00:05:00,0.008985,0.074622,0.053147,0.183221,28.667507,20.271402,5.2127,1197,0,1.00000omega,0.000871 + -0.00215theta + -0.00218omega + -0.00004theta^2 + 0.00020theta omega + -0.00005omega^2,-2.3e-5*omega**2 + 3.0e-6*omega*theta - 8.8e-5*omega - 2.0e-6*theta + 1.4e-5,1.953481e-03,4.339290e-05
84079,2025-06-13 00:10:00,0.010721,0.226383,0.160256,0.072955,6.124079,4.330685,6.8232,1487,0,1.00000omega,0.000991 + -0.00030theta + 0.00177omega + -0.00013theta^2 + -0.00012theta omega + -0.00153omega^2,-0.000705*omega**2 - 2.0e-6*omega*theta + 7.8e-5*omega + 1.0e-6*theta - 1.0e-6,4.097348e-04,2.690417e-05
