const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.000807,0.001983,0.000235,0.000628,0.000900,0.005447,0.000011,0.000069,0.000156,0.001202,0.003449,0.017850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
