Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
80740,2025-06-01 09:30:00,0.025916,0.836131,0.591518,0.044739,5.295345,3.744508,159.2886,581,0,1.00000omega,-0.002081 + -0.01331theta + -0.00253omega + -0.00080theta^2 + 0.00411theta omega + 0.00023omega^2,0.000164*omega**2 + 9.8e-5*omega*theta + 0.002788*omega - 0.e-6*theta**2 - 5.2e-5*theta - 0.000985,9.350620e-04,1.635532e-06
80741,2025-06-01 09:35:00,0.014153,0.050135,0.036837,0.115392,15.812300,11.181283,13.4304,1680,0,1.00000omega,0.011331 + -0.00087theta + -0.00202omega + -0.00004theta^2 + 0.00003theta omega + 0.00017omega^2,7.2e-5*omega**2 - 6.2e-5*omega - 1.0e-6*theta + 1.3e-5,4.609541e-04,4.814202e-05
80742,2025-06-01 09:40:00,0.011945,0.071026,0.050929,0.119593,7.400612,5.233706,3.5213,2136,1,1.00000omega,-0.002571 + -0.00070theta + -0.00015omega + 0.00019theta^2 + 0.00007theta omega + 0.00099omega^2,0.000323*omega**2 + 1.0e-6*omega*theta + 8.0e-6*omega + 2.0e-6*theta - 3.0e-6,3.189716e-04,5.429381e-05
80743,2025-06-01 09:45:00,0.009666,0.078702,0.056069,0.103910,13.518495,9.559302,5.2219,1468,0,1.00000omega,-0.001571 + -0.00051theta + -0.00088omega + -0.00127theta^2 + 0.00163theta omega + -0.00109omega^2,-0.000471*omega**2 + 2.3e-5*omega*theta + 9.9e-5*omega - 0.e-6*theta**2 - 7.0e-6*theta - 2.5e-5,3.436605e-04,5.225799e-05
80744,2025-06-01 09:50:00,0.014583,0.131228,0.093364,0.116621,3.960700,2.801851,6.0629,871,0,1.00000omega,-0.004051 + -0.00050theta + -0.00014omega + 0.00018theta^2 + -0.00141theta omega + 0.00407omega^2,0.001237*omega**2 - 1.4e-5*omega*theta - 0.000163*omega + 1.0e-6*theta - 1.4e-5,2.008140e-03,6.602423e-05
80745,2025-06-01 09:55:00,nan,nan,nan,nan,nan,nan,141.5055,92,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
80746,2025-06-01 10:00:00,nan,nan,nan,nan,nan,nan,21.4788,80,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
80747,2025-06-01 10:05:00,0.012432,0.094598,0.067466,0.160301,19.931124,14.093889,7.9164,834,0,1.00000omega,-0.000071 + 0.00136theta + -0.00288omega + -0.00006theta^2 + 0.00038theta omega + -0.00132omega^2,-0.000518*omega**2 + 5.0e-6*omega*theta - 0.000109*omega + 2.0e-6*theta - 4.0e-6,2.677335e-04,5.409818e-05
80748,2025-06-01 10:10:00,0.013170,0.174405,0.123674,0.089233,8.915221,6.304329,11.8968,1485,0,1.00000omega,0.001461 + 0.00054theta + -0.00023omega + -0.00009theta^2 + 0.00034theta omega + 0.00012omega^2,5.1e-5*omega**2 + 5.0e-6*omega*theta - 9.6e-5*omega + 2.0e-6*theta - 2.2e-5,2.333437e-04,6.397759e-05
80749,2025-06-01 10:15:00,0.036077,0.287881,0.205155,0.098132,13.438920,9.503005,233.5157,137,5,1.00000omega,0.003661 + -0.00003theta + -0.00223omega + -0.00013theta^2 + 0.00005theta omega + -0.00051omega^2,-0.000313*omega**2 + 1.0e-6*omega*theta - 9.5e-5*omega + 4.0e-6*theta - 2.8e-5,nan,nan
80750,2025-06-01 10:20:00,0.062931,1.164410,0.824564,0.091657,3.010889,2.130006,351.0839,25,5,1.00000omega,0.001141 + -0.00101theta + 0.00026omega + -0.00007theta^2 + -0.00107theta omega + -0.00058omega^2,-0.000218*omega**2 - 1.3e-5*omega*theta + 0.0002*omega + 1.3e-5,nan,nan
80751,2025-06-01 10:25:00,nan,nan,nan,nan,nan,nan,310.6278,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
80752,2025-06-01 10:30:00,nan,nan,nan,nan,nan,nan,735.4462,30,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
80753,2025-06-01 10:35:00,0.011008,0.299643,0.212023,0.067174,8.201227,5.799338,13.8027,1576,0,1.00000omega,-0.002171 + -0.00031theta + 0.00136omega + 0.00003theta^2 + 0.00005theta omega + -0.00074omega^2,-0.000392*omega**2 + 1.0e-6*omega*theta + 3.0e-5*omega - 0.e-6*theta + 7.0e-6,1.862361e-04,2.796015e-05
80754,2025-06-01 10:40:00,0.013352,0.375448,0.265650,0.038652,2.186388,1.546252,57.2279,2436,0,1.00000omega,-0.000211 + 0.00017theta + -0.00147omega + 0.00000theta^2 + 0.00005theta omega + 0.00011omega^2,9.7e-5*omega**2 + 1.0e-6*omega*theta - 8.2e-5*omega - 5.0e-6,6.187630e-04,1.570472e-05
80755,2025-06-01 10:45:00,0.045353,2.417712,1.709881,0.062936,6.815505,4.819495,2036.2238,34,5,1.00000omega,-0.002881 + -0.00040theta + -0.00168omega + -0.00011theta^2 + -0.00029theta omega + -0.00007omega^2,-5.2e-5*omega**2 - 7.0e-6*omega*theta + 9.9e-5*omega + 3.0e-6*theta - 3.7e-5,nan,nan
80756,2025-06-01 10:50:00,0.014635,0.112920,0.080514,0.109499,3.974004,2.811111,20.5729,1231,0,1.00000omega,-0.023121 + -0.95904theta + -0.01022omega + -0.30691theta^2 + -0.04888theta omega + -0.03951omega^2,-0.0192*omega**2 - 0.000792*omega*theta + 0.001557*omega - 0.000166*theta**2 - 0.000271*theta + 0.001549,1.554350e-03,4.479727e-05
80757,2025-06-01 10:55:00,0.014006,0.191808,0.135990,0.082456,7.173454,5.072733,14.1842,1635,0,1.00000omega,-0.004371 + 0.00028theta + -0.00065omega + -0.00040theta^2 + 0.00047theta omega + -0.00762omega^2,-0.003375*omega**2 + 7.0e-6*omega*theta + 8.5e-5*omega - 6.0e-6*theta - 5.3e-5,2.314118e-04,4.372493e-05
80758,2025-06-01 11:00:00,0.013948,0.340727,0.241132,0.161952,23.446979,16.579913,19.1854,918,0,1.00000omega,-0.003051 + -0.00044theta + -0.00672omega + -0.00004theta^2 + 0.00000theta omega + -0.00056omega^2,-0.000277*omega**2 - 0.000224*omega - 4.0e-6,6.977456e-04,4.756484e-05
80759,2025-06-01 11:05:00,0.021075,0.390470,0.276506,0.075252,6.413569,4.535390,74.1418,184,5,1.00000omega,0.000821 + -0.00009theta + -0.00288omega + -0.00000theta^2 + 0.00002theta omega + -0.00048omega^2,-0.000278*omega**2 - 0.000102*omega + 3.0e-6,1.437080e-02,5.611463e-05
80760,2025-06-01 11:10:00,0.014149,0.092796,0.066375,0.119552,17.663277,12.490109,20.7933,1519,0,1.00000omega,-0.003681 + 0.00027theta + -0.00014omega + -0.00079theta^2 + -0.00062theta omega + -0.00100omega^2,-0.00051*omega**2 - 1.1e-5*omega*theta + 8.8e-5*omega + 8.0e-6*theta - 4.5e-5,5.243502e-04,4.368843e-05
80761,2025-06-01 11:15:00,0.014923,0.138175,0.098272,0.091603,10.180323,7.198867,21.3666,1706,0,1.00000omega,0.003051 + 0.00029theta + 0.00185omega + -0.00078theta^2 + -0.00027theta omega + -0.00173omega^2,-0.000838*omega**2 - 4.0e-6*omega*theta + 0.000104*omega + 8.0e-6*theta - 3.5e-5,1.114074e-03,2.573071e-05
80762,2025-06-01 11:20:00,0.061699,0.687260,0.487921,0.071232,5.471841,3.869503,307.6497,141,5,1.00000omega,0.015711 + -0.06998theta + 0.02269omega + 0.00019theta^2 + 0.00017theta omega + 0.00722omega^2,0.002889*omega**2 + 2.0e-6*omega*theta + 0.000737*omega - 7.9e-5*theta + 0.000727,nan,nan
80763,2025-06-01 11:25:00,0.013037,0.126882,0.090191,0.083836,11.348328,8.024699,42.0535,2478,0,1.00000omega,0.002331 + -0.00012theta + -0.00283omega + -0.00012theta^2 + 0.00016theta omega + -0.00067omega^2,-0.000503*omega**2 + 4.0e-6*omega*theta - 0.000169*omega + 4.0e-6*theta - 2.8e-5,1.199171e-03,3.035039e-05
80764,2025-06-01 11:30:00,0.012898,0.063249,0.045644,0.063000,7.012507,4.958791,36.2982,1543,5,1.00000omega,-0.001001 + 0.00012theta + 0.00050omega + -0.00002theta^2 + -0.00021theta omega + 0.00044omega^2,0.000313*omega**2 - 5.0e-6*omega*theta + 0.000121*omega + 1.0e-6*theta - 1.1e-5,nan,nan
80765,2025-06-01 11:35:00,0.052708,0.584555,0.415020,0.128545,11.977631,8.469952,135.2279,45,5,1.00000omega,-0.001381 + 0.00164theta + -0.01040omega + -0.00138theta^2 + 0.00159theta omega + -0.00105omega^2,-0.000327*omega**2 + 1.6e-5*omega*theta - 0.000624*omega + 1.8e-5*theta - 0.00017,nan,nan
80766,2025-06-01 11:40:00,0.012764,0.116806,0.083086,0.091081,9.604429,6.791662,15.5162,1081,0,1.00000omega,-0.000161 + 0.00045theta + 0.00008omega + 0.00000theta^2 + 0.00005theta omega + -0.00034omega^2,-0.000171*omega**2 + 1.0e-6*omega*theta - 8.0e-6*omega - 6.0e-6,1.438346e-03,2.920961e-05
80767,2025-06-01 11:45:00,0.024248,0.183724,0.131039,0.116017,18.850992,13.329917,99.0031,158,5,1.00000omega,0.005031 + -0.00993theta + 0.00450omega + 0.00025theta^2 + -0.00329theta omega + -0.00050omega^2,-0.000302*omega**2 - 6.6e-5*omega*theta + 0.001461*omega - 1.8e-5*theta + 0.000294,1.890167e-03,7.187928e-06
80768,2025-06-01 11:50:00,0.015266,0.291127,0.206141,0.073731,7.860549,5.558492,23.7209,1639,0,1.00000omega,0.005101 + 0.00001theta + -0.00021omega + -0.00004theta^2 + -0.00019theta omega + -0.00012omega^2,-5.8e-5*omega**2 - 3.0e-6*omega*theta + 5.0e-5*omega + 1.0e-6*theta + 4.0e-6,1.499694e-03,4.675964e-05
80769,2025-06-01 11:55:00,0.044930,0.432936,0.307776,0.086313,2.471915,1.748973,155.7532,343,0,1.00000omega,-0.000231 + -0.00102theta + -0.00145omega + -0.00007theta^2 + -0.00022theta omega + -0.00014omega^2,-5.6e-5*omega**2 - 3.0e-6*omega*theta - 2.3e-5*omega - 0.e-6*theta + 7.0e-6,1.078589e-01,7.781520e-05
80770,2025-06-01 12:00:00,0.011583,0.055512,0.040098,0.095518,11.468852,8.109985,14.4847,934,0,1.00000omega,-0.001541 + 0.00047theta + 0.00227omega + 0.00008theta^2 + 0.00046theta omega + -0.00006omega^2,-3.1e-5*omega**2 + 8.0e-6*omega*theta - 5.3e-5*omega - 0.e-6*theta,2.171115e-03,5.073148e-05
