Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
34540,2024-12-22 11:35:00,0.013493,0.631191,0.446421,0.088587,5.816557,4.113404,15.0407,942,0,1.00000omega,0.011001 + -0.00019theta + 0.00071omega + 0.00007theta^2 + 0.00003theta omega + -0.00138omega^2,-0.000616*omega**2 + 3.3e-5*omega + 1.0e-6*theta + 3.7e-5,4.208718e-03,3.364073e-05
34541,2024-12-22 11:40:00,0.053209,0.699839,0.496289,0.095832,4.004868,2.832680,197.2280,94,5,1.00000omega,0.002301 + -0.01237theta + -0.00342omega + 0.00033theta^2 + 0.00068theta omega + -0.00089omega^2,-0.000323*omega**2 + 8.0e-6*omega*theta + 7.0e-5*omega - 8.0e-6*theta - 0.000234,nan,nan
34542,2024-12-22 11:45:00,0.012361,0.182784,0.129543,0.044840,1.858785,1.314742,44.7965,1366,0,1.00000omega,0.001311 + -0.00024theta + -0.00048omega + 0.00003theta^2 + 0.00019theta omega + -0.00120omega^2,-0.000968*omega**2 + 5.0e-6*omega*theta - 9.5e-5*omega - 1.0e-6*theta + 1.2e-5,5.143366e-04,2.723831e-05
34543,2024-12-22 11:50:00,nan,nan,nan,nan,nan,nan,9249.4932,15,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
34544,2024-12-22 11:55:00,0.013499,0.532982,0.376996,0.078142,5.838532,4.128835,11.5394,3429,0,1.00000omega,-0.000711 + -0.00041theta + -0.00060omega + 0.00000theta^2 + -0.00003theta omega + -0.00016omega^2,-8.0e-5*omega**2 - 9.0e-6*omega + 9.0e-6,4.370327e-04,3.447750e-05
34545,2024-12-22 12:00:00,nan,nan,nan,nan,nan,nan,4139.3599,15,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
34546,2024-12-22 12:05:00,nan,nan,nan,nan,nan,nan,449.4638,26,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
34547,2024-12-22 12:10:00,0.010704,0.098463,0.070034,0.046202,1.557277,1.101646,2.7614,1374,0,1.00000omega,0.002981 + -0.25135theta + -0.00246omega + 0.00142theta^2 + 0.00377theta omega + -0.01005omega^2,-0.003472*omega**2 + 4.3e-5*omega*theta + 0.000244*omega + 1.0e-6*theta**2 - 0.000271*theta - 0.002057,4.435915e-04,3.065571e-05
34548,2024-12-22 12:15:00,0.011116,0.064588,0.046342,0.089474,2.633817,1.863465,4.5319,2280,0,1.00000omega,-0.000031 + -0.00325theta + 0.00107omega + 0.00027theta^2 + 0.00025theta omega + 0.00390omega^2,0.001454*omega**2 + 3.0e-6*omega*theta + 4.8e-5*omega - 3.0e-6*theta - 1.3e-5,1.573346e-03,5.850565e-05
34549,2024-12-22 12:20:00,0.009130,0.131041,0.092885,0.115979,7.821993,5.531592,1.5952,1648,0,1.00000omega,-0.000621 + -0.00200theta + -0.00598omega + 0.00017theta^2 + 0.00033theta omega + -0.00568omega^2,-0.001975*omega**2 + 4.0e-6*omega*theta - 0.000144*omega - 2.0e-5,4.171041e-04,5.978604e-05
