Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
49720,2025-02-13 07:00:00,0.008342,0.240400,0.170091,0.120644,11.542848,8.162472,3.7869,1519,0,1.00000omega,0.001631 + -0.00381theta + 0.00138omega + 0.00144theta^2 + -0.00066theta omega + -0.00074omega^2,-0.000341*omega**2 - 1.0e-5*omega*theta + 0.000286*omega + 1.0e-6*theta**2 - 3.9e-5*theta + 0.000517,9.436153e-04,3.331394e-05
49721,2025-02-13 07:05:00,0.011885,0.457701,0.323753,0.108045,5.802230,4.103508,0.8618,1523,0,1.00000omega,-0.071851 + -0.06215theta + 0.00007omega + 0.03787theta^2 + -0.21094theta omega + -0.17799omega^2,-0.046582*omega**2 - 0.00184*omega*theta + 0.039592*omega + 1.1e-5*theta**2 - 0.000543*theta + 0.006278,2.754925e-04,5.704853e-05
49722,2025-02-13 07:10:00,0.027774,0.277482,0.197190,0.105424,2.918738,2.065205,37.2041,111,5,1.00000omega,0.003521 + 0.00010theta + 0.00004omega + 0.00020theta^2 + 0.00008theta omega + 0.00004omega^2,1.3e-5*omega**2 + 1.0e-6*omega*theta - 1.1e-5*omega - 2.0e-6*theta + 2.5e-5,nan,nan
49723,2025-02-13 07:15:00,0.008725,0.052476,0.037615,0.139496,4.563822,3.228617,0.2067,758,0,1.00000omega,-0.015091 + -0.51761theta + -0.01632omega + -0.00341theta^2 + 0.00129theta omega + -0.00259omega^2,-0.000848*omega**2 + 1.4e-5*omega*theta - 0.00059*omega - 1.0e-6*theta**2 - 0.000567*theta + 0.00181,2.064753e-04,5.599512e-05
49724,2025-02-13 07:20:00,0.008220,0.092052,0.065350,0.089524,5.424813,3.836444,2.2312,1174,0,1.00000omega,-0.001301 + 0.00004theta + 0.00021omega + -0.00077theta^2 + 0.00098theta omega + -0.00044omega^2,-0.000181*omega**2 + 1.3e-5*omega*theta - 1.7e-5*omega + 1.0e-6*theta - 5.0e-6,9.355339e-04,4.100666e-05
49725,2025-02-13 07:25:00,0.009365,0.095965,0.068180,0.094816,10.763217,7.611039,4.5377,1299,0,1.00000omega,0.006651 + 0.00652theta + -0.00294omega + -0.00212theta^2 + -0.00409theta omega + -0.01274omega^2,-0.005624*omega**2 - 6.0e-5*omega*theta + 0.00033*omega - 1.0e-6*theta**2 + 2.2e-5*theta - 8.7e-5,1.034545e-03,3.464032e-05
49726,2025-02-13 07:30:00,0.008990,0.059592,0.042615,0.129833,13.461940,9.519472,4.2635,871,0,1.00000omega,-0.011241 + 0.00584theta + 0.00450omega + 0.00525theta^2 + -0.00216theta omega + -0.00187omega^2,-0.00083*omega**2 - 3.2e-5*omega*theta + 0.000285*omega + 3.0e-6*theta**2 - 1.5e-5*theta - 9.0e-6,1.647202e-04,4.432108e-05
49727,2025-02-13 07:35:00,0.008930,0.100177,0.071117,0.075159,3.089236,2.185066,3.9743,1862,0,1.00000omega,-0.000651 + -0.00086theta + -0.00125omega + 0.00059theta^2 + 0.00001theta omega + 0.00105omega^2,0.000469*omega**2 - 4.4e-5*omega - 8.0e-6*theta + 5.5e-5,7.905796e-04,2.382076e-05
49728,2025-02-13 07:40:00,0.008302,0.038767,0.028034,0.100475,2.592132,1.834290,2.3728,666,0,1.00000omega,-0.018091 + -1.47954theta + 0.00412omega + -0.01741theta^2 + -0.00593theta omega + 0.00652omega^2,0.002603*omega**2 - 7.9e-5*omega*theta + 0.000296*omega - 8.0e-6*theta**2 - 0.001613*theta + 0.003219,1.949832e-03,3.370749e-05
49729,2025-02-13 07:45:00,nan,nan,nan,nan,nan,nan,202.0693,54,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49730,2025-02-13 07:50:00,nan,nan,nan,nan,nan,nan,45.0904,58,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49731,2025-02-13 07:55:00,0.008260,0.034218,0.024891,0.160086,5.666992,4.008767,-0.2366,1221,0,1.00000omega,0.000781 + -0.61910theta + 0.00412omega + 0.03104theta^2 + -0.00876theta omega + 0.01480omega^2,0.00466*omega**2 - 9.2e-5*omega*theta + 3.0e-5*omega + 1.1e-5*theta**2 - 0.000663*theta - 0.000786,2.961886e-03,3.576053e-05
49732,2025-02-13 08:00:00,nan,nan,nan,nan,nan,nan,296.0121,46,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49733,2025-02-13 08:05:00,0.009782,0.055991,0.040191,0.088880,2.965698,2.098007,1.4316,1729,1,1.00000omega,-0.001941 + -0.31700theta + -0.00422omega + 0.00118theta^2 + 0.00925theta omega + -0.00469omega^2,-0.001581*omega**2 + 0.000104*omega*theta + 0.000247*omega - 0.000349*theta - 0.001313,2.372096e-04,3.703677e-05
49734,2025-02-13 08:10:00,0.008222,0.029873,0.021909,0.136585,16.487772,11.659016,1.6587,1009,0,1.00000omega,-0.000191 + -0.00080theta + 0.00070omega + -0.00092theta^2 + -0.00038theta omega + 0.00081omega^2,0.000313*omega**2 - 5.0e-6*omega*theta + 2.9e-5*omega,7.058559e-04,5.089080e-05
49735,2025-02-13 08:15:00,0.008198,0.056945,0.040682,0.161290,18.284092,12.929308,0.0312,1852,0,1.00000omega,0.001521 + -0.00196theta + 0.00175omega + 0.00113theta^2 + 0.00128theta omega + -0.00491omega^2,-0.001607*omega**2 + 1.4e-5*omega*theta + 0.00019*omega + 6.0e-6*theta + 2.1e-5,2.810426e-03,4.654895e-05
49736,2025-02-13 08:20:00,0.008452,0.146345,0.103654,0.152790,23.163230,16.379234,1.3248,1700,0,1.00000omega,-0.004781 + -0.00162theta + 0.00715omega + -0.00272theta^2 + 0.00769theta omega + -0.00155omega^2,-0.000612*omega**2 + 0.000101*omega*theta + 0.000694*omega - 1.0e-6*theta**2 - 1.3e-5*theta - 4.6e-5,2.649338e-04,4.931791e-05
49737,2025-02-13 08:25:00,0.009093,0.077648,0.055281,0.150075,20.033522,14.166237,4.0957,1058,0,1.00000omega,0.001791 + -0.00119theta + -0.00068omega + -0.00094theta^2 + 0.00263theta omega + 0.00228omega^2,0.001058*omega**2 + 4.1e-5*omega*theta + 0.000288*omega - 9.0e-6*theta - 3.4e-5,1.837823e-04,3.330735e-05
49738,2025-02-13 08:30:00,0.008534,0.053456,0.038278,0.140919,3.562078,2.520740,-0.0975,815,0,1.00000omega,0.022121 + -0.99192theta + -0.00034omega + -0.07679theta^2 + -0.18787theta omega + -0.00099omega^2,-0.000307*omega**2 - 0.001942*omega*theta + 0.001121*omega - 2.6e-5*theta**2 - 0.001071*theta + 0.000713,6.152393e-04,5.552227e-05
49739,2025-02-13 08:35:00,nan,nan,nan,nan,nan,nan,39.8085,62,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49740,2025-02-13 08:40:00,0.009115,0.041834,0.030275,nan,nan,nan,2.6476,807,0,1.00000omega,-0.473551 + -0.99123theta + -0.02287omega + 1.37669theta^2 + -0.00563theta omega + -0.57622omega^2,-0.22766*omega**2 - 7.4e-5*omega*theta - 0.001226*omega + 0.000604*theta**2 + 0.006453*theta + 0.015393,7.828496e-04,3.434000e-05
49741,2025-02-13 08:45:00,0.009633,0.031487,0.023283,0.113147,15.996941,11.311828,4.6188,1127,0,1.00000omega,-0.005481 + -0.00660theta + 0.00431omega + 0.00171theta^2 + -0.00258theta omega + -0.00165omega^2,-0.000702*omega**2 - 3.7e-5*omega*theta + 7.5e-5*omega + 1.0e-6*theta**2 - 4.0e-6*theta - 2.5e-5,2.742909e-04,4.973010e-05
49742,2025-02-13 08:50:00,nan,nan,nan,nan,nan,nan,143.0985,141,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49743,2025-02-13 08:55:00,0.014066,0.186017,0.131909,0.185128,24.960501,17.650225,1.6868,2584,0,1.00000omega,-0.006551 + -0.00423theta + -0.01366omega + -0.00011theta^2 + 0.00026theta omega + -0.00281omega^2,-0.000645*omega**2 + 2.0e-6*omega*theta - 0.000424*omega - 6.0e-6*theta - 0.000113,5.861353e-04,1.442691e-04
49744,2025-02-13 09:00:00,nan,nan,nan,nan,nan,nan,182.1869,52,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49745,2025-02-13 09:05:00,0.009544,0.141781,0.100481,0.072179,3.626700,2.564972,6.4839,1426,0,1.00000omega,0.003271 + 0.00011theta + 0.00100omega + 0.00024theta^2 + 0.00045theta omega + 0.00080omega^2,0.00037*omega**2 + 7.0e-6*omega*theta + 0.000106*omega + 3.0e-6*theta + 2.3e-5,5.373754e-04,2.514178e-05
49746,2025-02-13 09:10:00,0.013716,0.455863,0.322490,0.144414,11.398520,8.060618,3.1210,1376,0,1.00000omega,-0.000701 + -0.00040theta + -0.00043omega + -0.00002theta^2 + 0.00057theta omega + -0.00009omega^2,-2.7e-5*omega**2 + 6.0e-6*omega*theta + 2.4e-5*omega - 0.e-6*theta - 6.0e-6,1.527160e-03,3.935591e-05
49747,2025-02-13 09:15:00,0.011414,0.414596,0.293274,0.143858,5.677096,4.015601,0.5633,3087,0,1.00000omega,0.000241 + -0.00016theta + 0.00040omega + 0.00001theta^2 + -0.00006theta omega + 0.00124omega^2,0.00032*omega**2 - 0.e-6*omega*theta - 2.0e-6*omega - 2.0e-6,1.274134e-03,6.232406e-05
49748,2025-02-13 09:20:00,nan,nan,nan,nan,nan,nan,754.4236,30,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49749,2025-02-13 09:25:00,nan,nan,nan,nan,nan,nan,270.0507,27,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49750,2025-02-13 09:30:00,0.008561,0.050385,0.036138,0.119898,9.860191,6.972724,0.8737,1208,0,1.00000omega,-0.000531 + -0.00209theta + 0.00795omega + 0.00073theta^2 + -0.00050theta omega + 0.00016omega^2,5.7e-5*omega**2 - 6.0e-6*omega*theta + 0.000251*omega - 0.e-6*theta - 6.0e-6,3.102687e-04,4.401408e-05
49751,2025-02-13 09:35:00,nan,nan,nan,nan,nan,nan,69.3337,50,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49752,2025-02-13 09:40:00,0.008515,0.100521,0.071334,0.061416,2.459107,1.739393,6.9651,1429,0,1.00000omega,-0.004501 + -0.00021theta + 0.00150omega + -0.00045theta^2 + 0.00018theta omega + -0.00022omega^2,-0.000118*omega**2 + 3.0e-6*omega*theta + 7.3e-5*omega - 4.0e-6*theta - 2.5e-5,5.544362e-04,3.788873e-05
49753,2025-02-13 09:45:00,nan,nan,nan,nan,nan,nan,98.0655,19,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49754,2025-02-13 09:50:00,0.009277,0.101137,0.071815,0.147196,15.726333,11.120684,1.4095,1264,0,1.00000omega,-0.005581 + -0.00049theta + -0.00003omega + 0.00104theta^2 + 0.00160theta omega + -0.00051omega^2,-0.000172*omega**2 + 1.8e-5*omega*theta - 0.000174*omega - 8.0e-6*theta + 2.3e-5,3.194422e-04,6.107131e-05
49755,2025-02-13 09:55:00,nan,nan,nan,nan,nan,nan,84.8896,90,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49756,2025-02-13 10:00:00,0.009486,0.037451,0.027318,nan,nan,nan,1.1597,1485,0,1.00000omega,0.010921 + -1.12648theta + -0.01493omega + -0.51690theta^2 + 0.00711theta omega + 0.03436omega^2,0.011275*omega**2 + 7.8e-5*omega*theta - 0.001038*omega - 0.000188*theta**2 + 0.001368*theta - 0.000368,4.475855e-04,5.741712e-05
49757,2025-02-13 10:05:00,0.009697,0.081071,0.057735,0.080083,6.136287,4.339380,6.4146,1479,0,1.00000omega,0.002141 + -0.00025theta + 0.00038omega + 0.00031theta^2 + 0.00226theta omega + 0.00022omega^2,0.000102*omega**2 + 3.5e-5*omega*theta - 0.000299*omega - 3.0e-6*theta + 2.0e-5,1.789528e-03,3.425211e-05
49758,2025-02-13 10:10:00,nan,nan,nan,nan,nan,nan,29933.6582,15,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49759,2025-02-13 10:15:00,nan,nan,nan,nan,nan,nan,287.5216,45,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49760,2025-02-13 10:20:00,0.032601,0.693260,0.490751,0.078437,1.656961,1.172960,133.0238,52,5,1.00000omega,0.003711 + 0.00024theta + 0.00279omega + -0.00047theta^2 + 0.00054theta omega + 0.00224omega^2,0.00096*omega**2 + 8.0e-6*omega*theta + 2.4e-5*omega + 4.0e-6*theta - 1.1e-5,1.318253e-02,7.694590e-05
49761,2025-02-13 10:25:00,nan,nan,nan,nan,nan,nan,145.5424,41,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49762,2025-02-13 10:30:00,0.008186,0.156457,0.110783,0.096081,10.294035,7.279299,2.6413,1132,0,1.00000omega,0.001011 + -0.00260theta + -0.00301omega + -0.00027theta^2 + -0.00012theta omega + -0.00048omega^2,-0.000213*omega**2 - 2.0e-6*omega*theta - 9.2e-5*omega - 2.0e-6*theta + 1.3e-5,7.106641e-04,2.789593e-05
49763,2025-02-13 10:35:00,0.008986,0.115945,0.082231,0.070887,2.213162,1.565745,5.7807,1520,0,1.00000omega,0.005981 + -0.00010theta + 0.00067omega + -0.00012theta^2 + -0.00039theta omega + -0.00005omega^2,-2.4e-5*omega**2 - 6.0e-6*omega*theta + 9.2e-5*omega + 1.0e-6*theta + 7.0e-6,5.012875e-04,3.727056e-05
49764,2025-02-13 10:40:00,0.008849,0.027363,0.020335,0.107252,1.762954,1.248902,2.2178,1329,5,1.00000omega,0.435081 + -2.77558theta + 0.03979omega + -2.13206theta^2 + 0.13332theta omega + 0.14249omega^2,0.055537*omega**2 + 0.001732*omega*theta + 0.003263*omega - 0.000923*theta**2 - 0.005149*theta - 0.003363,nan,nan
49765,2025-02-13 10:45:00,0.009442,0.158768,0.112464,0.121145,13.049839,9.228027,3.7183,1525,0,1.00000omega,0.000411 + -0.00004theta + -0.00008omega + 0.00005theta^2 + 0.00037theta omega + -0.00054omega^2,-0.000228*omega**2 + 5.0e-6*omega*theta - 4.7e-5*omega + 3.0e-6,6.891268e-04,5.901010e-05
49766,2025-02-13 10:50:00,nan,nan,nan,nan,nan,nan,1332.1621,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49767,2025-02-13 10:55:00,nan,nan,nan,nan,nan,nan,346.9958,34,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
49768,2025-02-13 11:00:00,0.015347,0.088459,0.063484,0.113851,15.215120,10.759015,18.4133,2239,5,1.00000omega,-0.000321 + -0.00082theta + 0.00324omega + 0.00125theta^2 + 0.00003theta omega + -0.00011omega^2,-4.8e-5*omega**2 + 0.000104*omega + 1.0e-6*theta**2 - 1.2e-5*theta + 5.8e-5,nan,nan
49769,2025-02-13 11:05:00,0.009546,0.029834,0.022150,0.113362,3.484401,2.465147,3.8285,1231,0,1.00000omega,-0.000301 + -0.78360theta + -0.00423omega + -0.00882theta^2 + 0.02620theta omega + 0.00391omega^2,0.00159*omega**2 + 0.000355*omega*theta - 0.000632*omega - 4.0e-6*theta**2 - 0.00086*theta + 0.001196,2.896553e-04,5.021178e-05
49770,2025-02-13 11:10:00,0.010274,0.087017,0.061958,0.094613,8.334533,5.893785,4.5925,1305,0,1.00000omega,-0.005421 + -0.00105theta + 0.00374omega + -0.00071theta^2 + -0.00012theta omega + -0.00024omega^2,-9.5e-5*omega**2 - 2.0e-6*omega*theta + 0.000132*omega + 2.0e-6*theta - 1.6e-5,1.863606e-03,4.012077e-05
49771,2025-02-13 11:15:00,0.010211,0.036501,0.026801,0.123179,13.686624,9.678297,6.0836,1171,0,1.00000omega,0.000601 + -0.00233theta + 0.00096omega + 0.00310theta^2 + 0.00241theta omega + -0.00092omega^2,-0.000401*omega**2 + 3.5e-5*omega*theta - 5.6e-5*omega + 2.0e-6*theta**2 - 1.0e-5*theta + 1.8e-5,1.101163e-03,5.683047e-05
49772,2025-02-13 11:20:00,0.008934,0.063287,0.045194,0.083259,1.422100,1.007298,2.8467,931,0,1.00000omega,0.000451 + -2.34523theta + -0.00121omega + 0.01097theta^2 + -0.03304theta omega + 0.01039omega^2,0.004317*omega**2 - 0.000458*omega*theta - 0.000151*omega + 5.0e-6*theta**2 - 0.002603*theta - 0.00063,6.545546e-04,4.408536e-05
49773,2025-02-13 11:25:00,0.010474,0.057282,0.041176,0.080388,9.525224,6.735590,13.0338,1209,0,1.00000omega,0.004351 + -0.00003theta + -0.00237omega + 0.00082theta^2 + -0.00161theta omega + -0.00050omega^2,-0.00028*omega**2 - 3.0e-5*omega*theta + 5.8e-5*omega + 1.0e-6*theta**2 - 5.0e-6*theta + 1.9e-5,9.242225e-04,3.752385e-05
49774,2025-02-13 11:30:00,0.009237,0.027242,0.020340,0.134154,3.401852,2.407343,4.8046,1255,0,1.00000omega,-0.002561 + -1.48665theta + -0.00177omega + -0.00690theta^2 + -0.03162theta omega + 0.00041omega^2,0.000185*omega**2 - 0.000475*omega*theta - 0.001116*omega - 3.0e-6*theta**2 - 0.001667*theta - 0.003697,1.438591e-03,3.035304e-05
49775,2025-02-13 11:35:00,0.008164,0.078905,0.056092,0.084627,7.539288,5.331418,4.1588,1332,0,1.00000omega,0.002191 + -0.00192theta + -0.00241omega + 0.00050theta^2 + -0.00003theta omega + 0.00129omega^2,0.000613*omega**2 - 7.8e-5*omega - 5.0e-6*theta + 2.6e-5,1.090983e-03,2.916022e-05
49776,2025-02-13 11:40:00,0.008495,0.032009,0.023417,0.093830,4.099438,2.899499,2.3948,684,0,1.00000omega,-0.013341 + -0.12754theta + -0.00769omega + -0.00738theta^2 + -0.01261theta omega + 0.00015omega^2,6.0e-5*omega**2 - 0.000169*omega*theta - 0.000789*omega - 3.0e-6*theta**2 - 0.000162*theta - 0.000517,7.650990e-04,4.761127e-05
49777,2025-02-13 11:45:00,0.008495,0.025483,0.018994,0.103755,2.403349,1.701007,7.0347,1606,0,1.00000omega,-0.000551 + -1.39856theta + 0.00142omega + -0.02599theta^2 + -0.00280theta omega + -0.01539omega^2,-0.008438*omega**2 - 5.1e-5*omega*theta + 0.000179*omega - 1.6e-5*theta**2 - 0.001473*theta + 0.003891,3.807414e-04,4.056123e-05
49778,2025-02-13 11:50:00,0.009445,0.026840,0.020119,0.102770,8.205969,5.802952,3.4879,1224,0,1.00000omega,-0.004841 + 0.00119theta + -0.00246omega + 0.00028theta^2 + -0.00135theta omega + -0.00799omega^2,-0.003168*omega**2 - 1.8e-5*omega*theta - 4.3e-5*omega + 1.0e-6*theta - 1.6e-5,1.316991e-03,5.013007e-05
49779,2025-02-13 11:55:00,0.008596,0.197101,0.139504,0.076342,3.442078,2.434515,4.2782,2327,0,1.00000omega,0.001571 + -0.00098theta + -0.00015omega + 0.00002theta^2 + 0.00018theta omega + 0.00082omega^2,0.0004*omega**2 + 3.0e-6*omega*theta - 4.8e-5*omega - 1.0e-6*theta + 2.2e-5,2.527960e-04,3.944199e-05
49780,2025-02-13 12:00:00,0.009720,0.064487,0.046114,0.082847,3.934192,2.782511,4.7584,1061,0,1.00000omega,-0.000881 + -0.00032theta + -0.00163omega + 0.00134theta^2 + 0.00108theta omega + -0.00015omega^2,-6.2e-5*omega**2 + 1.5e-5*omega*theta - 0.000109*omega + 1.0e-6*theta**2 - 5.0e-6*theta + 7.0e-6,5.159454e-04,5.518177e-05
49781,2025-02-13 12:05:00,0.020074,0.142116,0.101489,0.071231,1.810361,1.281109,40.5494,795,0,1.00000omega,0.001581 + -0.00024theta + -0.00052omega + -0.00022theta^2 + -0.00041theta omega + 0.00045omega^2,0.000213*omega**2 - 6.0e-6*omega*theta + 3.1e-5*omega + 1.0e-6*theta - 0.e-6,5.069208e-03,2.549111e-05
49782,2025-02-13 12:10:00,nan,nan,nan,nan,nan,nan,373.3388,38,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A,nan,nan
