Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
95700,2025-07-23 10:30:00,0.020497,0.254786,0.180743,0.065768,6.673145,4.718855,75.8818,76,5,1.00000omega,0.008511 + -0.00130theta + -0.00229omega + -0.00027theta^2 + -0.00087theta omega + -0.00085omega^2,-0.000522*omega**2 - 1.8e-5*omega*theta + 8.3e-5*omega + 2.0e-6*theta + 1.4e-5
95701,2025-07-23 10:35:00,0.010627,0.028224,0.021325,0.093031,11.865128,8.390170,14.0623,1176,0,1.00000omega,-0.000751 + 0.00210theta + -0.00158omega + -0.00130theta^2 + 0.00154theta omega + 0.00340omega^2,0.001946*omega**2 + 2.9e-5*omega*theta - 0.00015*omega - 0.e-6*theta**2 + 8.0e-6*theta - 1.8e-5
95702,2025-07-23 10:40:00,nan,nan,nan,nan,nan,nan,127.6672,83,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
95703,2025-07-23 10:45:00,0.006979,0.042570,0.030504,0.050854,1.496958,1.059120,7.6489,1354,0,1.00000omega,-0.000171 + -0.00188theta + -0.00055omega + -0.00107theta^2 + -0.00057theta omega + 0.00002omega^2,1.3e-5*omega**2 - 1.3e-5*omega*theta + 9.7e-5*omega - 0.e-6*theta**2 + 1.2e-5*theta - 4.7e-5
95704,2025-07-23 10:50:00,0.012533,0.089058,0.063594,0.087729,10.022406,7.087182,8.1585,440,0,1.00000omega,-0.003931 + 0.00299theta + 0.00044omega + 0.00286theta^2 + 0.00029theta omega + 0.00036omega^2,0.000163*omega**2 + 4.0e-6*omega*theta + 7.0e-6*omega + 1.0e-6*theta**2 - 2.0e-6*theta - 1.1e-5
95705,2025-07-23 10:55:00,0.012207,0.071869,0.051547,0.067365,8.783956,6.211377,21.3682,1931,0,1.00000omega,-0.001291 + 0.00030theta + -0.00054omega + -0.00010theta^2 + -0.00059theta omega + -0.00061omega^2,-0.000399*omega**2 - 1.3e-5*omega*theta + 4.4e-5*omega + 1.0e-6*theta - 6.0e-6
95706,2025-07-23 11:00:00,0.009800,0.155607,0.110249,0.067990,6.343343,4.485679,10.4536,1717,0,1.00000omega,0.001701 + -0.00006theta + -0.00022omega + 0.00040theta^2 + -0.00006theta omega + -0.00168omega^2,-0.000909*omega**2 - 1.0e-6*omega*theta + 5.0e-6*omega - 5.0e-6*theta + 3.4e-5
95707,2025-07-23 11:05:00,0.009222,0.151309,0.107190,0.041410,1.101509,0.779435,4.4171,1722,0,1.00000omega,0.002861 + -0.24951theta + -0.00340omega + -0.00002theta^2 + -0.00407theta omega + -0.00001omega^2,-4.0e-6*omega**2 - 6.1e-5*omega*theta - 0.000427*omega - 0.000277*theta - 0.001431
95708,2025-07-23 11:10:00,0.010430,0.105475,0.074946,0.052984,1.451560,1.027091,17.1747,1156,0,1.00000omega,-0.003051 + -0.00006theta + 0.00120omega + 0.00007theta^2 + 0.00102theta omega + -0.00103omega^2,-0.000654*omega**2 + 2.2e-5*omega*theta - 0.000158*omega - 0.e-6*theta - 0.e-6
95709,2025-07-23 11:15:00,0.011770,0.024607,0.019288,0.074172,8.091750,5.721971,15.0250,774,0,1.00000omega,-0.002541 + 0.00271theta + -0.00029omega + 0.00035theta^2 + 0.00126theta omega + 0.00096omega^2,0.000505*omega**2 + 2.2e-5*omega*theta - 8.9e-5*omega + 2.0e-6*theta - 1.4e-5
