Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
38720,2025-01-06 00:50:00,0.008194,0.071359,0.050790,0.134855,9.788555,6.922210,-1.6094,1289,0,1.00000omega,0.006341 + -0.00202theta + -0.00516omega + 0.00038theta^2 + 0.00075theta omega + -0.00151omega^2,-0.000504*omega**2 + 8.0e-6*omega*theta - 0.000285*omega - 6.0e-6*theta + 7.7e-5
38721,2025-01-06 00:55:00,nan,nan,nan,nan,nan,nan,86.9639,20,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38722,2025-01-06 01:00:00,0.007714,0.270205,0.191142,0.073875,9.294921,6.572709,8.1541,1610,0,1.00000omega,-0.001831 + 0.00066theta + 0.00094omega + -0.00001theta^2 + 0.00007theta omega + -0.00021omega^2,-0.000136*omega**2 + 2.0e-6*omega*theta + 7.0e-6*omega + 1.0e-6*theta - 1.7e-5
38723,2025-01-06 01:05:00,0.007553,0.138355,0.097978,0.062424,7.589488,5.366760,6.9847,2856,0,1.00000omega,-0.000871 + 0.00014theta + 0.00068omega + 0.00002theta^2 + -0.00002theta omega + 0.00048omega^2,0.00029*omega**2 + 2.8e-5*omega - 1.0e-6
38724,2025-01-06 01:10:00,nan,nan,nan,nan,nan,nan,30.0873,133,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38725,2025-01-06 01:15:00,nan,nan,nan,nan,nan,nan,90.6604,24,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38726,2025-01-06 01:20:00,nan,nan,nan,nan,nan,nan,151.8403,102,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38727,2025-01-06 01:25:00,0.007028,0.162840,0.115252,0.090134,14.633462,10.347617,6.9834,1108,0,1.00000omega,0.000801 + -0.00147theta + 0.00245omega + 0.00013theta^2 + 0.00021theta omega + -0.00028omega^2,-0.00018*omega**2 + 4.0e-6*omega*theta + 3.2e-5*omega - 4.0e-6*theta + 3.1e-5
38728,2025-01-06 01:30:00,0.008016,0.144341,0.102222,0.070916,4.995238,3.532523,4.8888,1865,0,1.00000omega,-0.000291 + 0.00056theta + 0.00152omega + 0.00025theta^2 + 0.00002theta omega + -0.00073omega^2,-0.000389*omega**2 + 4.5e-5*omega - 4.0e-6*theta + 3.1e-5
38729,2025-01-06 01:35:00,nan,nan,nan,nan,nan,nan,696.5565,39,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38730,2025-01-06 01:40:00,0.037256,0.446749,0.316995,0.272500,28.625719,20.242357,331.8035,1873,1,1.00000omega,-0.000211 + -0.04672theta + 0.07695omega + -0.00743theta^2 + 0.00037theta omega + 0.01115omega^2,0.0076*omega**2 + 8.0e-6*omega*theta + 0.002437*omega - 6.0e-6*theta**2 + 0.000119*theta - 0.000508
38731,2025-01-06 01:45:00,nan,nan,nan,nan,nan,nan,2497.3865,21,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38732,2025-01-06 01:50:00,0.023699,0.237232,0.168583,0.079112,7.366136,5.208945,55.0502,88,5,1.00000omega,-0.003971 + -0.00221theta + -0.00066omega + -0.00134theta^2 + -0.00032theta omega + -0.00137omega^2,-0.000622*omega**2 - 5.0e-6*omega*theta + 2.9e-5*omega - 0.e-6*theta**2 + 1.2e-5*theta - 6.0e-5
38733,2025-01-06 01:55:00,nan,nan,nan,nan,nan,nan,1484.5115,25,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2,N/A
38734,2025-01-06 02:00:00,0.006787,0.156584,0.110826,0.074557,4.931743,3.487668,2.7721,1388,0,1.00000omega,0.003511 + -0.00098theta + -0.00475omega + 0.00004theta^2 + -0.00010theta omega + -0.00058omega^2,-0.000316*omega**2 - 2.0e-6*omega*theta - 0.000137*omega - 2.0e-6*theta + 2.4e-5
