Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
103400,2025-08-19 06:55:00,0.003359,0.015214,0.011017,0.046377,1.393774,0.986093,202.2443,9999,0,1.00000omega,-0.003051 + -0.00757theta + -0.00708omega + -0.00025theta^2 + 0.00534theta omega + 0.00521omega^2 + -0.00013theta^3 + -0.00005theta^2 omega + -0.00148theta omega^2 + -0.00221omega^3,-0.025549*omega**3 - 0.00057*omega**2*theta - 0.006442*omega**2 - 0.e-6*omega*theta**2 + 8.9e-5*omega*theta + 0.001454*omega - 3.0e-6*theta**2 - 6.2e-5*theta - 0.00047
103401,2025-08-19 07:00:00,0.003488,0.003842,0.003669,0.069221,1.721476,1.218251,106.7329,6249,1,1.00000omega,-0.037471 + -0.16725theta + 0.05900omega + 0.00686theta^2 + 0.01811theta omega + -0.50676omega^2 + -0.34540theta^3 + -0.25722theta^2 omega + 0.02039theta omega^2 + -0.00367omega^3,-0.021955*omega**3 + 0.004066*omega**2*theta - 0.250648*omega**2 - 0.00171*omega*theta**2 + 0.02075*omega*theta - 0.060978*omega - 7.7e-5*theta**3 + 0.001378*theta**2 - 0.008462*theta + 0.017583
103402,2025-08-19 07:05:00,nan,nan,nan,nan,nan,nan,28453.0293,1387,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
103403,2025-08-19 07:10:00,nan,nan,nan,nan,nan,nan,108324.2500,1436,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
103404,2025-08-19 07:15:00,nan,nan,nan,nan,nan,nan,16169.9502,1383,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
103405,2025-08-19 07:20:00,0.003489,0.005322,0.004500,0.042702,2.616949,1.850709,101.3692,8914,1,1.00000omega,0.382361 + -0.01508theta + -0.01158omega + 0.00551theta^2 + -0.03199theta omega + 0.04228omega^2 + 0.00049theta^3 + -0.00001theta^2 omega + -0.02266theta omega^2 + -0.01857omega^3,-0.10501*omega**3 - 0.004271*omega**2*theta + 0.011504*omega**2 - 0.000463*omega*theta - 0.001129*omega + 3.0e-6*theta**2 - 7.0e-6*theta + 0.000959
103406,2025-08-19 07:25:00,0.003113,0.004814,0.004054,0.058166,3.442368,2.434470,95.8814,7777,0,1.00000omega,-0.358991 + -0.25764theta + -0.06083omega + -0.07895theta^2 + -0.00490theta omega + 0.09088omega^2 + -0.00548theta^3 + 0.00190theta^2 omega + -0.00017theta omega^2 + -0.06511omega^3,-0.434161*omega**3 - 3.8e-5*omega**2*theta + 0.043212*omega**2 + 1.4e-5*omega*theta**2 - 0.000349*omega*theta + 3.6e-5*omega - 1.0e-6*theta**3 - 2.0e-6*theta**2 + 0.000134*theta - 0.000722
103407,2025-08-19 07:30:00,nan,nan,nan,nan,nan,nan,38661.1875,1159,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
103408,2025-08-19 07:35:00,nan,nan,nan,nan,nan,nan,243955.7812,1468,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
103409,2025-08-19 07:40:00,0.003572,0.013811,0.010087,0.049452,5.246233,3.709811,119.0663,9999,3,1.00000omega,0.379991 + -0.07924theta + -0.17285omega + 0.00018theta^2 + 0.01825theta omega + 0.06116omega^2 + -0.00027theta^3 + -0.00021theta^2 omega + -0.00603theta omega^2 + -0.00760omega^3,-0.047609*omega**3 - 0.001259*omega**2*theta + 0.008462*omega**2 - 1.0e-6*omega*theta**2 + 0.000233*omega*theta - 0.00181*omega - 3.0e-6*theta**2 - 0.00013*theta - 0.000649
103410,2025-08-19 07:45:00,nan,nan,nan,nan,nan,nan,441.1263,2558,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
