Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
45100,2025-01-28 05:40:00,0.003542,0.004008,0.003782,0.110120,3.448365,2.439605,93.3278,7291,0,1.00000omega,-0.029811 + -1.08890theta + 0.00801omega + 0.17965theta^2 + 0.41669theta omega + 0.14999omega^2 + -0.08193theta^3 + -0.02303theta^2 omega + -0.00220theta omega^2 + 0.01866omega^3,0.092629*omega**3 - 0.000364*omega**2*theta + 0.060003*omega**2 - 0.000127*omega*theta**2 + 0.004946*omega*theta + 0.014955*omega - 1.5e-5*theta**3 - 4.4e-5*theta**2 - 0.001107*theta - 0.003133
45101,2025-01-28 05:45:00,nan,nan,nan,nan,nan,nan,74322.6328,885,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45102,2025-01-28 05:50:00,0.003567,0.022323,0.015985,0.048719,1.399246,0.990016,75.2011,9999,1,1.00000omega,0.017271 + -0.04176theta + -0.37663omega + 0.00126theta^2 + -0.02524theta omega + 0.00139omega^2 + -0.00168theta^3 + 0.00220theta^2 omega + -0.00636theta omega^2 + -0.00398omega^3,-0.016007*omega**3 - 0.000853*omega**2*theta + 0.015747*omega**2 + 1.0e-5*omega*theta**2 - 0.000659*omega*theta - 0.003909*omega + 1.4e-5*theta**2 - 0.000304*theta + 0.002474
45103,2025-01-28 05:55:00,0.003488,0.010424,0.007773,0.114671,3.084029,2.182245,34.0933,6729,0,1.00000omega,-0.086491 + -0.18927theta + -0.00786omega + 0.30225theta^2 + -0.13109theta omega + 0.01216omega^2 + -0.98975theta^3 + 0.01377theta^2 omega + -0.02144theta omega^2 + -0.01608omega^3,-0.032903*omega**3 - 0.001462*omega**2*theta - 0.006275*omega**2 + 3.1e-5*omega*theta**2 - 0.000737*omega*theta - 0.00633*omega - 7.5e-5*theta**3 - 0.001367*theta**2 - 0.008476*theta - 0.018313
45104,2025-01-28 06:00:00,nan,nan,nan,nan,nan,nan,108771.5078,951,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45105,2025-01-28 06:05:00,0.004339,0.026246,0.018811,0.103288,2.958016,2.092908,54.0642,9999,0,1.00000omega,-0.005611 + -0.16362theta + -0.01087omega + -0.08810theta^2 + 0.00026theta omega + -0.01168omega^2 + -0.00094theta^3 + -0.00063theta^2 omega + -0.00018theta omega^2 + -0.00107omega^3,-0.002067*omega**3 - 1.2e-5*omega**2*theta - 0.002715*omega**2 - 1.0e-6*omega*theta**2 + 6.0e-5*omega*theta - 0.001033*omega - 2.1e-5*theta**2 + 0.000792*theta - 0.006909
45106,2025-01-28 06:10:00,0.003110,0.004584,0.003917,nan,nan,nan,71.7586,7821,0,1.00000omega,0.020711 + 0.10443theta + -0.01430omega + 0.01020theta^2 + 0.00811theta omega + 0.41788omega^2 + -0.14919theta^3 + 0.22957theta^2 omega + -0.03693theta omega^2 + -0.02804omega^3,-0.143276*omega**3 - 0.00629*omega**2*theta + 0.134535*omega**2 + 0.001303*omega*theta**2 + 0.015829*omega*theta + 0.047578*omega - 2.8e-5*theta**3 - 0.000506*theta**2 - 0.002907*theta - 0.005263
45107,2025-01-28 06:15:00,0.003423,0.005629,0.004659,nan,nan,nan,56.6069,8610,0,1.00000omega,-0.054141 + -1.66900theta + 0.23516omega + 0.57903theta^2 + 0.13240theta omega + -0.62649omega^2 + -0.01436theta^3 + -0.00452theta^2 omega + 0.38392theta omega^2 + 0.02931omega^3,0.096774*omega**3 + 0.042253*omega**2*theta - 0.432453*omega**2 - 1.7e-5*omega*theta**2 + 0.00164*omega*theta - 0.000413*omega - 2.0e-6*theta**3 + 0.000241*theta**2 - 0.004273*theta + 0.015972
45108,2025-01-28 06:20:00,0.003471,0.014095,0.010265,0.195187,25.687940,18.164641,41.7046,8365,1,1.00000omega,-0.012771 + -0.01096theta + 0.17664omega + 0.00132theta^2 + -0.01210theta omega + 0.01167omega^2 + -0.00034theta^3 + -0.00068theta^2 omega + -0.00656theta omega^2 + 0.01567omega^3,0.03829*omega**3 - 0.000534*omega**2*theta + 0.008338*omega**2 - 2.0e-6*omega*theta**2 - 8.1e-5*omega*theta + 0.006805*omega + 1.0e-6*theta**2 - 2.8e-5*theta + 0.000127
45109,2025-01-28 06:25:00,nan,nan,nan,nan,nan,nan,22687.2520,4042,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45110,2025-01-28 06:30:00,0.003323,0.005117,0.004314,0.091618,3.698196,2.615822,86.7139,5627,0,1.00000omega,-0.007961 + -0.28595theta + -0.02609omega + -0.02483theta^2 + 0.02998theta omega + 0.02887omega^2 + -0.08698theta^3 + -0.01442theta^2 omega + -0.00986theta omega^2 + -0.02576omega^3,-0.136813*omega**3 - 0.001746*omega**2*theta - 9.8e-5*omega**2 - 8.5e-5*omega*theta**2 - 0.000773*omega*theta - 0.002107*omega - 1.7e-5*theta**3 - 0.000372*theta**2 - 0.003006*theta - 0.008727
45111,2025-01-28 06:35:00,0.002693,0.007785,0.005825,0.507827,15.162370,10.727426,37.8246,9117,0,1.00000omega,-0.004361 + 0.27913theta + -0.02741omega + 0.13358theta^2 + -0.00687theta omega + 0.11624omega^2 + -0.11872theta^3 + 0.10959theta^2 omega + 0.20527theta omega^2 + -0.18333omega^3,-0.667779*omega**3 + 0.024923*omega**2*theta + 0.280482*omega**2 + 0.000444*omega*theta**2 + 0.008462*omega*theta + 0.039439*omega - 1.6e-5*theta**3 - 0.000411*theta**2 - 0.003149*theta - 0.00653
45112,2025-01-28 06:40:00,nan,nan,nan,nan,nan,nan,97023.7891,1335,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
45113,2025-01-28 06:45:00,0.003050,0.011411,0.008352,0.075492,2.578123,1.823790,78.4098,9999,0,1.00000omega,0.018871 + -0.03047theta + -0.05858omega + 0.00417theta^2 + 0.00477theta omega + -0.00663omega^2 + -0.00782theta^3 + -0.00032theta^2 omega + -0.00357theta omega^2 + -0.04974omega^3,-0.281695*omega**3 - 0.000674*omega**2*theta - 0.012916*omega**2 - 2.0e-6*omega*theta**2 + 9.0e-6*omega*theta - 0.00137*omega - 2.0e-6*theta**3 - 7.1e-5*theta**2 - 0.001065*theta - 0.005425
45114,2025-01-28 06:50:00,0.002920,0.013217,0.009571,nan,nan,nan,71.3065,9999,0,1.00000omega,-0.171361 + -0.03172theta + 0.02944omega + -0.00207theta^2 + 0.00219theta omega + -0.05694omega^2 + -0.00017theta^3 + -0.00026theta^2 omega + 0.00067theta omega^2 + 0.01449omega^3,0.080758*omega**3 + 0.000124*omega**2*theta - 0.022995*omega**2 - 2.0e-6*omega*theta**2 - 9.0e-6*omega*theta + 0.001124*omega - 2.0e-6*theta**2 - 7.6e-5*theta - 0.001101
45115,2025-01-28 06:55:00,0.003511,0.009407,0.007100,nan,nan,nan,28.5252,7517,0,1.00000omega,0.101951 + -0.86153theta + -0.07673omega + 0.09156theta^2 + -0.43766theta omega + -0.01692omega^2 + -0.16904theta^3 + 0.29776theta^2 omega + -0.01170theta omega^2 + -0.01154omega^3,-0.019674*omega**3 - 0.000665*omega**2*theta - 0.004353*omega**2 + 0.000564*omega*theta**2 - 0.002936*omega*theta - 0.004098*omega - 1.1e-5*theta**3 + 9.0e-6*theta**2 - 0.000941*theta + 2.0e-5
45116,2025-01-28 07:00:00,0.003764,0.006586,0.005364,0.109368,3.604880,2.550208,33.9786,9768,0,1.00000omega,0.269591 + -0.33194theta + 0.17354omega + -0.05755theta^2 + -0.02743theta omega + -0.00919omega^2 + 0.00120theta^3 + 0.00025theta^2 omega + -0.00816theta omega^2 + 0.00792omega^3,0.013787*omega**3 - 0.000473*omega**2*theta - 0.001458*omega**2 - 0.000222*omega*theta + 0.006138*omega - 1.6e-5*theta**2 - 0.000319*theta + 0.001793
45117,2025-01-28 07:05:00,0.010286,0.055199,0.039703,nan,nan,nan,320.2729,9999,0,1.00000omega,0.024571 + -0.04588theta + -0.02490omega + 0.21723theta^2 + -0.00556theta omega + -0.44088omega^2 + -0.06134theta^3 + 0.00674theta^2 omega + 0.28727theta omega^2 + 0.01294omega^3,0.025561*omega**3 + 0.018915*omega**2*theta + 0.272788*omega**2 + 1.5e-5*omega*theta**2 + 0.000556*omega*theta + 0.004358*omega - 4.0e-6*theta**3 - 0.000213*theta**2 - 0.003128*theta - 0.013265
45118,2025-01-28 07:10:00,0.003619,0.010574,0.007903,1.096278,38.400817,27.164541,81.1739,7741,2,1.00000omega,-0.008871 + -0.49251theta + -0.01484omega + -0.27486theta^2 + -0.06107theta omega + 0.07426omega^2 + -0.00329theta^3 + -0.00027theta^2 omega + 0.00299theta omega^2 + -0.00769omega^3,-0.032067*omega**3 + 0.000416*omega**2*theta + 0.028067*omega**2 - 1.0e-6*omega*theta**2 - 0.000761*omega*theta - 0.001192*omega - 0.e-6*theta**3 - 0.000115*theta**2 - 0.000757*theta - 0.000625
