Chunk_Index,Chunk_Start_Time,RMSE_Omega,Is_Unstable,P0_Effective,Omega_Std,Omega_Mean
0,2024-08-15 01:00:00,0.11621155,0,-2.27096111e-03,1.02685209e-01,-5.13718628e-02
1,2024-08-15 02:00:00,0.08675111,0,5.56229178e-04,8.21301253e-02,2.32228149e-02
2,2024-08-15 03:00:00,0.07901648,0,5.67248089e-04,8.09354132e-02,1.30478495e-02
3,2024-08-15 04:00:00,0.09769443,0,-2.21762650e-03,1.13092481e-01,-3.89195384e-02
4,2024-08-15 05:00:00,0.07804803,0,3.91941179e-05,7.99858464e-02,-1.45133368e-02
5,2024-08-15 06:00:00,0.08070411,0,-4.37659965e-04,7.46627459e-02,-1.67966340e-02
6,2024-08-15 07:00:00,0.06408402,0,4.43447798e-04,6.64493833e-02,1.17081250e-02
7,2024-08-15 08:00:00,0.06734738,0,1.09837176e-03,6.29818006e-02,2.96687198e-02
8,2024-08-15 09:00:00,0.05364932,0,1.01931399e-03,4.94175029e-02,2.48137255e-02
9,2024-08-15 10:00:00,0.05450634,0,6.51648072e-04,5.59182031e-02,1.41963001e-02
10,2024-08-15 11:00:00,0.06472984,0,7.84201598e-05,6.44661752e-02,-5.75802235e-03
11,2024-08-15 12:00:00,0.07013435,0,5.20631788e-04,7.31492669e-02,8.85318581e-03
12,2024-08-15 13:00:00,0.09034002,0,2.75467033e-04,9.10828609e-02,1.05329227e-02
13,2024-08-15 14:00:00,0.06658058,0,2.45146437e-04,6.88180529e-02,1.05992466e-02
14,2024-08-15 15:00:00,0.12167548,0,-1.79839044e-03,9.97612614e-02,-5.44447090e-02
15,2024-08-15 16:00:00,0.06966276,0,4.40200451e-04,7.49405085e-02,1.12707533e-02
16,2024-08-15 17:00:00,0.09241210,0,1.60933172e-03,9.62639699e-02,3.17318324e-02
17,2024-08-15 18:00:00,0.11978294,0,2.40893945e-03,8.66089710e-02,6.99208363e-02
18,2024-08-15 19:00:00,0.09114180,0,3.26347843e-03,5.90458485e-02,8.00038920e-02
19,2024-08-15 20:00:00,0.08270165,0,1.21067864e-03,8.57575568e-02,2.22444179e-02
20,2024-08-15 21:00:00,0.09098670,0,-2.56616792e-04,9.48093478e-02,4.17044031e-03
21,2024-08-15 22:00:00,0.07584957,0,7.97165394e-05,7.57725201e-02,3.08082726e-03
22,2024-08-15 23:00:00,0.11439992,0,2.47681422e-03,7.25832032e-02,8.02682472e-02
23,2024-08-16 00:00:00,0.08514424,0,2.78185089e-03,7.46526841e-02,5.64560749e-02
24,2024-08-16 01:00:00,0.07377073,0,-2.28567666e-04,7.27046408e-02,-3.59772028e-03
25,2024-08-16 02:00:00,0.09212570,0,5.02305301e-04,8.91646305e-02,3.16544454e-02
26,2024-08-16 03:00:00,0.08774794,0,9.65720074e-04,7.44967244e-02,2.99498018e-02
27,2024-08-16 04:00:00,0.07589150,0,-1.10498492e-03,8.75097117e-02,-1.41881731e-02
28,2024-08-16 05:00:00,0.11290884,0,3.03168000e-03,6.41369740e-02,9.16079104e-02
29,2024-08-16 06:00:00,0.07198933,0,2.37729235e-03,7.89925873e-02,4.29419726e-02
30,2024-08-16 07:00:00,0.08477299,0,-5.49155096e-04,8.68210635e-02,-3.89702135e-03
31,2024-08-16 08:00:00,0.11210831,0,3.56056623e-03,9.75134807e-02,7.40319073e-02
32,2024-08-16 09:00:00,0.11569732,0,7.34252081e-04,1.09408686e-01,2.72449858e-02
33,2024-08-16 10:00:00,0.15449751,0,4.37030148e-03,5.60955212e-02,1.28823458e-01
34,2024-08-16 11:00:00,0.09491340,0,4.50055159e-03,5.34479403e-02,1.08962572e-01
35,2024-08-16 12:00:00,0.08326578,0,2.89610719e-03,7.19137531e-02,7.13275520e-02
36,2024-08-16 13:00:00,0.12506347,0,3.24028218e-03,7.08969609e-02,9.21352091e-02
37,2024-08-16 14:00:00,0.11749945,0,2.63379671e-03,9.49897184e-02,7.07286420e-02
38,2024-08-16 15:00:00,0.10733156,0,2.78468123e-03,1.50369259e-01,2.89363242e-02
39,2024-08-16 16:00:00,0.08530283,0,1.62650913e-04,8.42663165e-02,1.10824918e-02
40,2024-08-16 17:00:00,0.10278351,0,3.97308421e-03,1.17657468e-01,7.58306788e-02
41,2024-08-16 18:00:00,0.11094018,0,-3.94956278e-04,1.12008114e-01,2.55628754e-02
42,2024-08-16 19:00:00,0.12745935,0,3.82410466e-03,6.93828511e-02,1.02845359e-01
