Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
51000,2025-02-17 17:45:00,0.037119,0.864674,0.611980,-0.001 1 + 1.005 omega + 0.002 theta omega + -0.007 omega^2,-0.001 1 + -0.001 theta + 0.011 omega + 0.004 theta omega + -0.008 omega^2,-1.3291803324e-03,-8.2418744883e-04,1.1261906044e-02,-5.6263145233e-05,3.5231264350e-03,-7.8913112773e-03
51001,2025-02-17 17:50:00,0.071794,7.101462,5.021749,-0.002 1 + 0.967 omega + -0.001 theta omega + -0.118 omega^2,-0.005 1 + -0.001 theta + -0.067 omega + -0.002 theta omega + -0.235 omega^2,-4.9090665407e-03,-5.3813268645e-04,-6.7189613264e-02,-7.9200924742e-06,-2.3624426422e-03,-2.3539570844e-01
51002,2025-02-17 17:55:00,0.063217,3.177359,2.247177,-0.002 1 + 0.974 omega + -0.133 omega^2,-0.003 1 + -0.050 omega + -0.001 theta omega + -0.266 omega^2,-3.3558577927e-03,-1.7271966607e-04,-5.0243888011e-02,1.9417709173e-06,-8.6028496616e-04,-2.6564939933e-01
51003,2025-02-17 18:00:00,0.023983,1.084040,0.766720,1.008 omega + 0.027 omega^2,0.001 1 + 0.016 omega + 0.055 omega^2,8.7816190461e-04,-4.2354157515e-04,1.6097339879e-02,-2.4432426377e-05,-8.5982399011e-05,5.4878049506e-02
51004,2025-02-17 18:05:00,0.424320,11.653946,8.246045,-0.003 1 + 0.985 omega + -0.001 theta omega + 0.017 omega^2,-0.005 1 + -0.001 theta + -0.028 omega + -0.002 theta omega + 0.026 omega^2,-4.7083835174e-03,-5.4655301771e-04,-2.7816096561e-02,-1.5580313256e-05,-1.7815238423e-03,2.5512788455e-02
51005,2025-02-17 18:10:00,0.027907,0.841260,0.595188,-0.001 1 + 0.983 omega + -0.045 omega^2,-0.020 omega + -0.064 omega^2,6.1482711582e-05,2.0823653917e-04,-2.0015558468e-02,7.8895121505e-06,7.9690183314e-05,-6.4427920894e-02
51006,2025-02-17 18:15:00,0.093358,2.238284,1.584082,0.001 1 + 1.022 omega + -0.001 theta omega + -0.177 omega^2,0.001 1 + 0.001 theta + 0.045 omega + -0.002 theta omega + -0.359 omega^2,1.0850586577e-03,9.9432443584e-04,4.5026455978e-02,-5.4496148379e-05,-2.3043854261e-03,-3.5852750219e-01
51007,2025-02-17 18:20:00,0.047822,1.449685,1.025640,0.994 omega + -0.010 omega^2,-0.001 1 + -0.010 omega + -0.021 omega^2,-8.0334074253e-04,3.8344055449e-04,-1.0021570932e-02,5.0648771548e-05,-2.2180761793e-07,-2.1139450331e-02
51008,2025-02-17 18:25:00,0.098738,2.875494,2.034480,1.001 omega + -0.083 omega^2,0.001 1 + -0.001 theta + 0.004 omega + -0.163 omega^2,9.6108417795e-04,-9.5306230911e-04,3.7704625579e-03,-5.5183518844e-05,-3.1695504278e-04,-1.6281450888e-01
51009,2025-02-17 18:30:00,0.039313,1.245623,0.881227,-0.001 1 + 1.006 omega + 0.001 theta omega + 0.009 omega^2,-0.001 1 + -0.001 theta + 0.013 omega + 0.002 theta omega + 0.004 omega^2,-1.1954019166e-03,-5.7219563056e-04,1.2832706064e-02,3.0972432592e-05,1.7351835057e-03,3.5285279651e-03
