Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
57500,2025-03-12 08:45:00,nan,nan,nan,0.001 1 + 0.001 theta + 0.995 omega + -0.109 omega^2,0.002 1 + 0.001 theta + -0.010 omega + 0.001 theta omega + -0.216 omega^2,1.5661800494e-03,1.0540454766e-03,-1.0262931625e-02,-6.9708913169e-05,7.3381123012e-04,-2.1636867907e-01
57501,2025-03-12 08:50:00,0.007826,0.317928,0.224877,0.006 1 + 1.085 omega + -0.001 theta omega + 0.283 omega^2,0.013 1 + 0.167 omega + -0.002 theta omega + 0.548 omega^2,1.2945800262e-02,-2.0004701052e-04,1.6695160567e-01,9.8754459789e-07,-1.5539601584e-03,5.4824991905e-01
57502,2025-03-12 08:55:00,0.276672,39.305593,27.793940,0.003 1 + 0.976 omega + 0.001 theta omega + -0.168 omega^2,0.007 1 + 0.001 theta + -0.046 omega + 0.002 theta omega + -0.334 omega^2,6.6671219607e-03,5.1926494890e-04,-4.5609649128e-02,2.4686196698e-06,1.8116130255e-03,-3.3445922568e-01
57503,2025-03-12 09:00:00,0.025149,0.964703,0.682379,0.001 1 + 1.002 omega + -0.026 omega^2,0.001 1 + 0.004 omega + -0.044 omega^2,1.4277624821e-03,6.3546666634e-05,4.3565487685e-03,8.2483921757e-06,4.5741130702e-04,-4.3963471481e-02
57504,2025-03-12 09:05:00,0.007552,0.576238,0.407497,-0.002 1 + 1.004 omega + 0.024 omega^2,-0.005 1 + 0.008 omega + 0.052 omega^2,-4.6301919318e-03,3.6749965956e-04,7.5850255606e-03,-1.1475602006e-05,-3.7137866600e-04,5.1785157507e-02
57505,2025-03-12 09:10:00,0.010049,0.266407,0.188513,0.996 omega + 0.001 theta omega + -0.037 omega^2,-0.009 omega + 0.001 theta omega + -0.081 omega^2,-4.5472024121e-05,2.4028354662e-05,-8.8284925120e-03,-4.6606110210e-06,1.2488314871e-03,-8.0722226664e-02
57506,2025-03-12 09:15:00,0.008296,0.609724,0.431180,-0.007 1 + 0.916 omega + -0.238 omega^2,-0.017 1 + -0.201 omega + -0.562 omega^2,-1.7171246675e-02,1.0257083409e-04,-2.0075206900e-01,1.4577811341e-06,1.6094841960e-04,-5.6164825618e-01
57507,2025-03-12 09:20:00,0.033154,2.996851,2.119224,0.998 omega + -0.005 omega^2,0.001 1 + -0.002 omega,9.6295674824e-04,1.5252653321e-04,-1.9275900197e-03,3.8313999953e-06,-3.6314654490e-05,-2.6968928627e-04
57508,2025-03-12 09:25:00,0.168078,23.148357,16.368792,0.012 1 + 1.086 omega + 0.002 theta omega + 0.057 omega^2,0.024 1 + 0.001 theta + 0.175 omega + 0.005 theta omega + 0.119 omega^2,2.4290023421e-02,5.1206875574e-04,1.7472465990e-01,-5.1323997673e-06,4.5455486224e-03,1.1888641178e-01
57509,2025-03-12 09:30:00,0.050172,7.454605,5.271321,0.005 1 + 1.041 omega + 0.001 theta omega + 0.059 omega^2,0.010 1 + 0.087 omega + 0.003 theta omega + 0.131 omega^2,9.9529196038e-03,4.1822404145e-04,8.7404865010e-02,1.8121706441e-06,2.6008724415e-03,1.3148421959e-01
