Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
5500,2024-09-03 05:05:00,0.024237,1.484947,1.050156,-0.001 1 + 1.001 omega + -0.003 theta omega + 0.140 omega^2,-0.002 1 + 0.004 omega + -0.006 theta omega + 0.272 omega^2,-2.2645392657e-03,-4.8896546012e-04,4.0827288939e-03,6.0754278100e-06,-5.6628214671e-03,2.7185114179e-01
5501,2024-09-03 05:10:00,0.006549,0.290530,0.205488,-0.004 1 + 0.888 omega + 0.003 theta omega + -0.682 omega^2,-0.007 1 + 0.001 theta + -0.230 omega + 0.005 theta omega + -1.413 omega^2,-7.1864242919e-03,8.3274687860e-04,-2.3040741955e-01,1.0482612127e-05,5.2495138499e-03,-1.4130957251e+00
5502,2024-09-03 05:15:00,0.029575,1.392278,0.984711,-0.002 1 + 0.958 omega + -0.001 theta omega + -0.224 omega^2,-0.003 1 + -0.080 omega + -0.002 theta omega + -0.446 omega^2,-3.3867560126e-03,-4.6552690487e-05,-8.0308219787e-02,9.6418646825e-06,-2.0807290257e-03,-4.4593711829e-01
5503,2024-09-03 05:20:00,0.028160,0.785934,0.556096,0.001 1 + 0.993 omega + 0.002 theta omega + -0.096 omega^2,0.002 1 + -0.013 omega + 0.003 theta omega + -0.185 omega^2,2.1377931055e-03,-3.6594607614e-04,-1.3416633479e-02,-5.2009749579e-05,3.0414210313e-03,-1.8494735625e-01
5504,2024-09-03 05:25:00,0.067300,5.846948,4.134691,-0.002 1 + 1.027 omega + -0.002 theta omega + -0.094 omega^2,-0.004 1 + 0.001 theta + 0.055 omega + -0.003 theta omega + -0.191 omega^2,-3.9383925403e-03,9.2788673634e-04,5.5113772500e-02,-1.9665556767e-05,-3.0563745294e-03,-1.9112589436e-01
5505,2024-09-03 05:30:00,0.017911,0.411246,0.291070,0.001 1 + 1.000 omega + -0.014 omega^2,0.001 1 + 0.002 omega + -0.027 omega^2,1.0195747441e-03,5.2694184598e-06,2.3519399410e-03,-3.0920634478e-06,-3.7407399821e-04,-2.6555968087e-02
5506,2024-09-03 05:35:00,0.008654,0.537236,0.379932,0.988 omega + -0.004 theta omega + 0.258 omega^2,-0.018 omega + -0.008 theta omega + 0.500 omega^2,-2.9764306385e-05,3.6116916168e-04,-1.8369413512e-02,1.9993649139e-05,-7.8332110342e-03,4.9965963862e-01
5507,2024-09-03 05:40:00,0.007411,0.667706,0.472168,-0.013 1 + 1.126 omega + -0.001 theta omega + -0.315 omega^2,-0.026 1 + 0.259 omega + -0.002 theta omega + -0.645 omega^2,-2.6268365066e-02,3.8181077132e-04,2.5902525250e-01,-1.4141189977e-06,-1.8583748386e-03,-6.4466876040e-01
5508,2024-09-03 05:45:00,nan,nan,nan,-0.008 1 + 1.053 omega + -0.002 theta omega + 0.011 omega^2,-0.015 1 + 0.106 omega + -0.004 theta omega + 0.032 omega^2,-1.5419476004e-02,4.0770870938e-04,1.0599180789e-01,3.0803520014e-06,-3.8486624010e-03,3.2225539643e-02
5509,2024-09-03 05:50:00,0.074933,9.780071,6.915758,-0.001 1 + 0.993 omega + -0.003 theta omega + 0.128 omega^2,-0.001 1 + 0.001 theta + -0.011 omega + -0.006 theta omega + 0.250 omega^2,-1.3213530963e-03,5.9978888283e-04,-1.1181259249e-02,9.6397397534e-06,-6.3258476045e-03,2.4965272928e-01
