Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
14500,2024-10-06 05:25:00,0.058966,3.607734,2.551394,0.997 omega + 0.010 omega^2,-0.001 1 + 0.001 omega + 0.001 omega^2,-1.0472026414e-03,1.9662044383e-04,6.7608750094e-04,-6.4658609772e-06,-2.4737124843e-04,1.3075409740e-03
14501,2024-10-06 05:30:00,0.028171,0.932141,0.659424,1.009 omega + -0.001 theta omega + 0.039 omega^2,0.017 omega + -0.002 theta omega + 0.072 omega^2,1.2932669028e-04,2.3523934289e-04,1.6766189075e-02,-5.0470751634e-05,-2.1795386859e-03,7.1707335251e-02
14502,2024-10-06 05:35:00,nan,nan,nan,0.001 1 + 1.000 omega + -0.001 theta omega + 0.079 omega^2,0.001 1 + 0.002 omega + -0.002 theta omega + 0.144 omega^2,1.3625639597e-03,-3.7382031325e-04,2.4375060880e-03,2.1777908363e-05,-1.9011149182e-03,1.4371726461e-01
14503,2024-10-06 05:40:00,0.040952,0.935269,0.661969,0.001 theta + 0.994 omega + 0.013 omega^2,0.001 theta + -0.011 omega + 0.023 omega^2,3.3220162731e-04,1.2158562588e-03,-1.0522361377e-02,-1.3325011208e-04,4.5689879249e-04,2.3396837105e-02
14504,2024-10-06 05:45:00,0.047217,4.364467,3.086325,1.009 omega + 0.001 theta omega + -0.068 omega^2,-0.001 1 + 0.021 omega + 0.001 theta omega + -0.155 omega^2,-9.2240278523e-04,-3.5140724250e-05,2.1173069035e-02,-2.0790509653e-06,1.1713913360e-03,-1.5490484551e-01
14505,2024-10-06 05:50:00,0.013505,0.353432,0.250096,0.001 1 + 0.979 omega + 0.001 theta omega + 0.058 omega^2,0.002 1 + -0.042 omega + 0.002 theta omega + 0.114 omega^2,2.0882329393e-03,5.6000378811e-05,-4.2448059501e-02,-2.8311459440e-05,1.9940148127e-03,1.1421926372e-01
14506,2024-10-06 05:55:00,0.026236,1.414914,1.000667,0.001 1 + 1.024 omega + -0.188 omega^2,0.002 1 + 0.049 omega + 0.001 theta omega + -0.379 omega^2,2.3714860180e-03,-4.8304113816e-04,4.8744029655e-02,1.0810445978e-05,6.5990860702e-04,-3.7916297872e-01
14507,2024-10-06 06:00:00,0.012242,0.494374,0.349682,0.002 1 + 0.968 omega + 0.084 omega^2,0.005 1 + -0.072 omega + 0.201 omega^2,5.3837035554e-03,4.4070239759e-05,-7.1880196477e-02,-6.7205470887e-07,1.3737787425e-04,2.0108388001e-01
14508,2024-10-06 06:05:00,nan,nan,nan,-0.034 1 + 0.001 theta + 1.170 omega + -0.004 theta omega + -0.149 omega^2,-0.068 1 + 0.003 theta + 0.342 omega + -0.007 theta omega + -0.300 omega^2,-6.7688006457e-02,2.5245999111e-03,3.4180396435e-01,-2.2569261708e-05,-7.3965312219e-03,-2.9966976751e-01
14509,2024-10-06 06:10:00,0.017874,0.848781,0.600312,-0.001 1 + 1.000 omega + 0.028 omega^2,-0.002 1 + -0.001 theta omega + 0.056 omega^2,-1.8202593246e-03,-1.6821996153e-04,-4.7311722448e-04,1.5284575536e-05,-5.5965617446e-04,5.6267268721e-02
14510,2024-10-06 06:15:00,0.262336,6.428910,4.549709,1.001 omega + -0.034 omega^2,0.001 1 + 0.001 omega + -0.077 omega^2,9.3627600115e-04,4.5835698586e-04,6.9027392570e-04,-4.2481591262e-05,4.8821353236e-06,-7.6987514494e-02
14511,2024-10-06 06:20:00,0.018201,0.419229,0.296719,-0.001 1 + 0.991 omega + -0.011 omega^2,-0.002 1 + -0.015 omega + -0.001 theta omega + -0.026 omega^2,-2.4579469884e-03,-6.1922434173e-05,-1.5401685227e-02,3.5878270583e-06,-5.1843424919e-04,-2.5991020963e-02
14512,2024-10-06 06:25:00,0.010606,0.283840,0.200845,0.009 1 + -0.001 theta + 0.949 omega + 0.003 theta omega + 0.001 omega^2,0.018 1 + -0.001 theta + -0.101 omega + 0.005 theta omega + -0.001 omega^2,1.8417184531e-02,-1.3760699589e-03,-1.0149131463e-01,1.8578620428e-05,5.2514287528e-03,-1.1510552656e-03
14513,2024-10-06 06:30:00,nan,nan,nan,1.008 omega + 0.001 theta omega + 0.055 omega^2,-0.001 theta + 0.018 omega + 0.002 theta omega + 0.120 omega^2,1.4990407828e-04,-9.3655208054e-04,1.8260149039e-02,-1.4328792854e-04,2.0869051680e-03,1.2046655675e-01
14514,2024-10-06 06:35:00,0.014540,0.725834,0.513345,1.021 omega + 0.001 theta omega + -0.114 omega^2,-0.001 1 + 0.044 omega + 0.001 theta omega + -0.233 omega^2,-6.3135019575e-04,-2.0208686814e-04,4.3671736580e-02,-7.9413552959e-07,1.3008143036e-03,-2.3316259256e-01
14515,2024-10-06 06:40:00,0.038309,1.361902,0.963391,1.002 omega + -0.023 omega^2,-0.001 1 + 0.005 omega + 0.001 theta omega + -0.055 omega^2,-5.4304195844e-04,-3.1043045386e-04,4.7432073314e-03,-4.0353361236e-06,8.1461580665e-04,-5.5293227055e-02
14516,2024-10-06 06:45:00,0.051903,4.792889,3.389283,1.001 omega + 0.039 omega^2,0.001 1 + 0.001 omega + 0.084 omega^2,6.2193290526e-04,-3.1284177653e-04,1.1707793045e-03,2.2644502925e-06,3.8276548145e-04,8.3631451356e-02
14517,2024-10-06 06:50:00,nan,nan,nan,-0.001 theta + 1.001 omega + 0.119 omega^2,-0.001 theta + 0.002 omega + -0.001 theta omega + 0.244 omega^2,2.2848915004e-05,-1.1022551756e-03,2.4786255453e-03,5.0280498765e-05,-9.2339438147e-04,2.4377717524e-01
14518,2024-10-06 06:55:00,0.026047,0.870936,0.616120,1.001 omega + 0.003 omega^2,0.002 omega,4.4192557569e-04,-1.6044139215e-04,1.5807569151e-03,-6.6092251434e-06,-3.7220765340e-04,-4.4294694673e-04
14519,2024-10-06 07:00:00,0.026973,1.514210,1.070878,0.001 1 + 1.012 omega + 0.001 theta omega + 0.026 omega^2,0.001 1 + 0.018 omega + 0.002 theta omega + 0.028 omega^2,7.2645675445e-04,3.2962323487e-05,1.7687151957e-02,-1.7249718846e-06,1.9727537799e-03,2.7642484729e-02
14520,2024-10-06 07:05:00,nan,nan,nan,-0.006 1 + 0.913 omega + 0.001 theta omega + -0.322 omega^2,-0.012 1 + -0.171 omega + 0.002 theta omega + -0.641 omega^2,-1.2034544661e-02,2.4780527575e-04,-1.7110754036e-01,-8.4161224202e-07,1.8828394052e-03,-6.4064593435e-01
14521,2024-10-06 07:10:00,nan,nan,nan,-0.001 1 + 0.001 theta + 1.048 omega + -0.002 theta omega + -0.279 omega^2,-0.002 1 + 0.001 theta + 0.098 omega + -0.005 theta omega + -0.560 omega^2,-1.5478050604e-03,1.2661006153e-03,9.8343722532e-02,-5.7312787176e-05,-4.6883501035e-03,-5.6040720367e-01
14522,2024-10-06 07:15:00,0.060470,5.910393,4.179498,1.006 omega + -0.015 omega^2,0.013 omega + -0.032 omega^2,1.6817177158e-04,-1.0583584166e-04,1.2907593237e-02,2.5801882628e-06,-3.7306562189e-04,-3.1788646732e-02
14523,2024-10-06 07:20:00,0.015725,0.589891,0.417264,0.001 1 + 1.028 omega + -0.006 theta omega + -0.180 omega^2,0.002 1 + -0.001 theta + 0.056 omega + -0.011 theta omega + -0.351 omega^2,2.1705305593e-03,-5.3970680951e-04,5.6393779674e-02,2.3464018358e-05,-1.1347363090e-02,-3.5096966958e-01
14524,2024-10-06 07:25:00,0.187165,11.823439,8.361481,1.000 omega + -0.011 omega^2,0.001 1 + 0.001 omega + -0.001 theta omega + -0.029 omega^2,6.7494919483e-04,2.4872841835e-04,7.1930438192e-04,3.0433462654e-05,-5.6748616102e-04,-2.8589124817e-02
14525,2024-10-06 07:30:00,0.022436,2.113572,1.494605,0.004 1 + 0.939 omega + 0.001 theta omega + 0.182 omega^2,0.007 1 + -0.119 omega + 0.001 theta omega + 0.357 omega^2,7.1099492513e-03,6.6672580123e-05,-1.1912301997e-01,-5.4697028740e-06,1.2684737039e-03,3.5743352092e-01
14526,2024-10-06 07:35:00,0.164218,4.380217,3.099457,-0.001 theta + 1.005 omega + 0.050 omega^2,-0.001 1 + -0.001 theta + 0.010 omega + 0.101 omega^2,-6.3935961401e-04,-1.2176869726e-03,9.9451608586e-03,-4.2668481050e-05,-2.9016098659e-04,1.0050252567e-01
14527,2024-10-06 07:40:00,0.034629,1.651367,1.167950,0.988 omega + -0.048 omega^2,-0.022 omega + 0.001 theta omega + -0.098 omega^2,2.8517495357e-04,3.2356294829e-04,-2.2446520551e-02,6.0752468443e-06,5.5256280789e-04,-9.8449857006e-02
14528,2024-10-06 07:45:00,nan,nan,nan,-0.005 1 + 0.955 omega + -0.005 theta omega + -0.051 omega^2,-0.009 1 + -0.090 omega + -0.009 theta omega + -0.096 omega^2,-9.0789224389e-03,-4.5286412110e-04,-9.0497811837e-02,5.5900911477e-05,-9.1982249120e-03,-9.6297504615e-02
14529,2024-10-06 07:50:00,nan,nan,nan,0.001 1 + 0.989 omega + 0.001 theta omega + -0.099 omega^2,0.002 1 + -0.020 omega + 0.002 theta omega + -0.195 omega^2,2.2083023674e-03,1.9259865804e-04,-2.0199665017e-02,-4.5130637044e-06,2.1569878195e-03,-1.9507064083e-01
14530,2024-10-06 07:55:00,0.013909,0.937968,0.663316,-0.012 1 + 0.881 omega + -0.001 theta omega + -0.262 omega^2,-0.024 1 + -0.240 omega + -0.002 theta omega + -0.530 omega^2,-2.4256238526e-02,-2.5779764767e-04,-2.3990306911e-01,1.6309371910e-07,-1.7344344892e-03,-5.2994288075e-01
