Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
76500,2025-05-17 15:55:00,0.023937,2.081863,1.472197,-0.002 1 + 1.057 omega + -0.217 omega^2,-0.005 1 + 0.115 omega + -0.440 omega^2,-5.1448800805e-03,-2.0185754188e-04,1.1510421033e-01,1.9014428370e-06,4.5272928118e-04,-4.4006848436e-01
76501,2025-05-17 16:00:00,0.040733,5.498230,3.887942,-0.008 1 + 1.137 omega + 0.002 theta omega + -0.479 omega^2,-0.015 1 + -0.001 theta + 0.274 omega + 0.003 theta omega + -0.953 omega^2,-1.5321040212e-02,-7.1352849246e-04,2.7375065219e-01,1.9553066980e-07,3.3474725604e-03,-9.5312294791e-01
76502,2025-05-17 16:05:00,0.023377,3.264387,2.308329,0.002 1 + 0.947 omega + 0.226 omega^2,0.004 1 + -0.101 omega + 0.442 omega^2,3.5471684535e-03,2.0782216611e-04,-1.0108001941e-01,-3.0595357904e-06,-4.1208095723e-04,4.4153535130e-01
76503,2025-05-17 16:10:00,0.011433,0.743769,0.525986,0.001 1 + 0.976 omega + -0.001 theta omega + 0.156 omega^2,0.002 1 + -0.043 omega + -0.002 theta omega + 0.302 omega^2,1.9374639696e-03,2.2198812783e-04,-4.3382137685e-02,1.6921012669e-06,-2.2814420826e-03,3.0226928290e-01
76504,2025-05-17 16:15:00,nan,nan,nan,-0.002 1 + 1.001 omega + -0.002 theta omega + 0.090 omega^2,-0.004 1 + -0.001 theta + 0.003 omega + -0.003 theta omega + 0.173 omega^2,-3.6339522495e-03,-7.9645492071e-04,2.7714244051e-03,-1.6155678937e-05,-3.4189113283e-03,1.7286332615e-01
76505,2025-05-17 16:20:00,0.015061,0.280310,0.198495,0.001 1 + 0.999 omega + -0.006 omega^2,0.003 1 + -0.013 omega^2,2.7808375187e-03,-3.3275507625e-04,-2.5972313655e-04,6.0820325129e-06,3.4910557843e-04,-1.3069895669e-02
76506,2025-05-17 16:25:00,0.053735,8.432502,5.962801,-0.001 1 + 0.956 omega + -0.001 theta omega + 0.252 omega^2,-0.002 1 + 0.001 theta + -0.084 omega + -0.003 theta omega + 0.484 omega^2,-1.5608896119e-03,7.0590617194e-04,-8.3996045607e-02,-4.3999757700e-06,-2.8877268811e-03,4.8393853510e-01
76507,2025-05-17 16:30:00,0.436923,15.911464,11.255345,0.001 1 + -0.001 theta + 1.006 omega + 0.006 theta omega + -0.054 omega^2,0.003 1 + -0.002 theta + 0.014 omega + 0.011 theta omega + -0.108 omega^2,2.9020675871e-03,-2.3101881481e-03,1.3657753397e-02,1.1074363597e-05,1.1299138144e-02,-1.0771320804e-01
76508,2025-05-17 16:35:00,0.026581,0.531968,0.376627,0.007 1 + 0.935 omega + 0.001 theta omega + 0.089 omega^2,0.014 1 + -0.124 omega + 0.003 theta omega + 0.166 omega^2,1.3898826233e-02,-1.9896098801e-04,-1.2382209624e-01,-7.4496193052e-06,2.7931868373e-03,1.6559318750e-01
76509,2025-05-17 16:40:00,0.031483,1.582900,1.119501,0.001 1 + 0.997 omega + -0.047 omega^2,0.001 1 + 0.001 theta + -0.005 omega + -0.001 theta omega + -0.100 omega^2,1.4755934861e-03,5.3792007537e-04,-5.2848326600e-03,6.7230600340e-05,-5.1240454733e-04,-1.0034605973e-01
76510,2025-05-17 16:45:00,0.045828,1.257166,0.889541,0.001 1 + 0.992 omega + 0.015 omega^2,0.001 1 + -0.013 omega + 0.026 omega^2,1.1879311374e-03,2.0636556678e-04,-1.3001717854e-02,-9.0210524865e-06,-1.5448235142e-04,2.5666213386e-02
76511,2025-05-17 16:50:00,0.031340,0.671914,0.475631,0.002 1 + 0.972 omega + 0.002 theta omega + -0.028 omega^2,0.004 1 + 0.001 theta + -0.055 omega + 0.003 theta omega + -0.056 omega^2,3.7421148224e-03,5.4150463484e-04,-5.4619813545e-02,-5.8367213963e-05,3.0280184769e-03,-5.5679619103e-02
76512,2025-05-17 16:55:00,0.049957,3.146042,2.224868,1.005 omega + -0.061 omega^2,0.011 omega + -0.129 omega^2,-3.0919773805e-04,-2.7819563315e-04,1.1395672365e-02,1.8761924205e-05,-4.4653112710e-04,-1.2902348632e-01
76513,2025-05-17 17:00:00,0.041007,3.148493,2.226509,0.001 1 + 1.001 omega + -0.010 omega^2,0.002 1 + -0.002 omega + -0.010 omega^2,1.9977527293e-03,-2.5731693224e-04,-1.7557933523e-03,7.9064645524e-06,-2.8895899788e-04,-1.0408784762e-02
76514,2025-05-17 17:05:00,nan,nan,nan,-0.006 1 + 0.001 theta + 1.015 omega + -0.001 theta omega + 0.034 omega^2,-0.011 1 + 0.001 theta + 0.030 omega + -0.002 theta omega + 0.071 omega^2,-1.1441291297e-02,1.1833359352e-03,2.9960813065e-02,-3.3128037770e-05,-1.5559439874e-03,7.0631163700e-02
76515,2025-05-17 17:10:00,0.017147,0.826022,0.584211,1.007 omega + 0.001 theta omega + -0.056 omega^2,0.001 1 + 0.014 omega + 0.003 theta omega + -0.111 omega^2,6.3915422141e-04,-5.5191792585e-05,1.3830006889e-02,1.6154285290e-05,2.6010523307e-03,-1.1113072884e-01
76516,2025-05-17 17:15:00,0.028484,2.877899,2.035082,-0.026 1 + 0.001 theta + 1.218 omega + -0.003 theta omega + -0.421 omega^2,-0.051 1 + 0.001 theta + 0.430 omega + -0.006 theta omega + -0.825 omega^2,-5.1118075007e-02,1.1025262569e-03,4.2973005143e-01,-3.2924024686e-06,-5.6730101872e-03,-8.2524780651e-01
76517,2025-05-17 17:20:00,0.132894,4.978976,3.521921,1.005 omega + 0.012 omega^2,-0.001 theta + 0.012 omega + 0.031 omega^2,4.7032286491e-04,-7.1238192077e-04,1.1747613542e-02,-5.0107997239e-05,2.2204520738e-04,3.1497097012e-02
76518,2025-05-17 17:25:00,nan,nan,nan,-0.001 theta + 1.003 omega + 0.001 theta omega + -0.050 omega^2,-0.001 theta + 0.008 omega + 0.002 theta omega + -0.101 omega^2,1.3820158641e-04,-1.4010437379e-03,7.7795527452e-03,2.7716382000e-04,1.9220834811e-03,-1.0075456574e-01
76519,2025-05-17 17:30:00,0.027053,0.869235,0.614939,0.002 1 + 1.001 omega + -0.001 theta omega + -0.083 omega^2,0.003 1 + 0.001 theta + 0.002 omega + -0.001 theta omega + -0.173 omega^2,3.1222821359e-03,7.8858297533e-04,2.1767391206e-03,-6.5992718929e-05,-1.0415794054e-03,-1.7300371300e-01
76520,2025-05-17 17:35:00,0.046317,5.846132,4.133970,0.001 1 + 1.001 omega + -0.003 theta omega + -0.052 omega^2,0.003 1 + 0.002 omega + -0.005 theta omega + -0.101 omega^2,2.7402488969e-03,4.6494985043e-04,1.7916536675e-03,3.8886080444e-05,-5.2833645830e-03,-1.0135628132e-01
76521,2025-05-17 17:40:00,0.064155,10.465135,7.400107,0.001 1 + 0.936 omega + -0.001 theta omega + 0.319 omega^2,0.003 1 + -0.130 omega + -0.001 theta omega + 0.646 omega^2,2.6527366381e-03,4.4300504046e-04,-1.3015637075e-01,-5.6085422799e-06,-1.3097793135e-03,6.4599330943e-01
76522,2025-05-17 17:45:00,0.079282,2.254762,1.595343,0.001 theta + 1.004 omega + 0.001 theta omega + 0.027 omega^2,-0.001 1 + 0.001 theta + 0.008 omega + 0.002 theta omega + 0.056 omega^2,-8.8994518400e-04,1.2287354917e-03,7.6319088886e-03,1.8457193004e-04,2.2259042797e-03,5.6121404145e-02
76523,2025-05-17 17:50:00,0.083907,2.110668,1.493646,0.001 1 + -0.001 theta + 1.000 omega + -0.021 omega^2,0.002 1 + -0.001 theta + 0.001 omega + 0.001 theta omega + -0.042 omega^2,2.0731399868e-03,-1.3657647635e-03,5.0370140868e-04,-1.8538869915e-05,9.4559025101e-04,-4.2321532701e-02
76524,2025-05-17 17:55:00,nan,nan,nan,-0.004 1 + 0.940 omega + -0.002 theta omega + -0.180 omega^2,-0.008 1 + -0.119 omega + -0.004 theta omega + -0.365 omega^2,-7.8156569543e-03,-2.8095887892e-04,-1.1895349253e-01,9.0430955696e-06,-4.3973773659e-03,-3.6541331962e-01
76525,2025-05-17 18:00:00,nan,nan,nan,-0.003 1 + -0.002 theta + 0.995 omega + -0.137 omega^2,-0.005 1 + -0.003 theta + -0.008 omega + -0.273 omega^2,-4.9296705222e-03,-3.1771289385e-03,-7.5910465531e-03,-2.0311817220e-04,2.8172028529e-04,-2.7274968542e-01
76526,2025-05-17 18:05:00,nan,nan,nan,-0.005 1 + 0.954 omega + -0.001 theta omega + -0.108 omega^2,-0.010 1 + -0.001 theta + -0.087 omega + -0.003 theta omega + -0.209 omega^2,-9.7585396331e-03,-6.3199565246e-04,-8.7305734063e-02,-6.9010854998e-06,-2.8596244122e-03,-2.0917816713e-01
